ablation,base_height_mean_m,best_mapping,best_mapping_r,cap_effort_target,cap_runtime_gains,clip,clip_archive,decimation,dt,duty,duty_per_leg,flight_frac,gain_writes,handover_ang_dps,handover_feet_loaded,handover_speed_mps,hip_sign,mode_requested,mode_used,n_cycles,n_steps,phys_dt,rate,settle_mode,start_feet_down,start_foot_spread_m,start_frame,start_phase,stride_cv,stride_hz,terminated_s,torque_saturated_frac,verdict,vx_mean,vy_mean,yaw_rate_deg_s
none,0.2978900671005249,identity,0.48306879059722024,True,True,WALK,skill_clips.npz,4,0.01977108591891901,0.5709459459459459,"[0.6459459459459459, 0.5675675675675675, 0.4720720720720721, 0.5981981981981982]",0.0009009009009009009,0,2.3442681991023546,3,0.01961151696741581,flip,position,position,69,2220,0.004942771479729753,lo,stand,3,0.026363134384155273,18,level,0.4087681650304757,1.487615036751125,,0.0,WARN,-0.012706592679023743,-0.007381177973002195,3.021554946899414
