ablation,base_height_mean_m,best_mapping,best_mapping_r,cap_effort_target,cap_runtime_gains,clip,clip_archive,decimation,dt,duty,duty_per_leg,flight_frac,gain_writes,handover_ang_dps,handover_feet_loaded,handover_speed_mps,hip_sign,mode_requested,mode_used,n_cycles,n_steps,phys_dt,rate,settle_mode,start_feet_down,start_foot_spread_m,start_frame,start_phase,stride_cv,stride_hz,terminated_s,torque_saturated_frac,verdict,vx_mean,vy_mean,yaw_rate_deg_s
none,0.31732597947120667,identity,0.6193524810175101,True,True,WALK_FULL,full_sessions.npz,4,0.02,0.5818627450980393,"[0.30686274509803924, 0.8686274509803922, 0.8372549019607843, 0.31470588235294117]",0.0,0,6.929304179492922,2,0.061163581907749176,flip,position,position,13,1020,0.005,lo,stand,,nan,0,first,0.6581718908966476,2.6315789473684212,,0.000326797385620915,WARN,0.0067881192080676556,0.0005104372976347804,1.67820405960083
