ablation,base_height_mean_m,best_mapping,best_mapping_r,cap_effort_target,cap_runtime_gains,clip,clip_archive,decimation,dt,duty,duty_per_leg,flight_frac,gain_writes,handover_ang_dps,handover_feet_loaded,handover_speed_mps,hip_sign,mode_requested,mode_used,n_cycles,n_steps,phys_dt,rate,settle_mode,start_feet_down,start_foot_spread_m,start_frame,start_phase,stride_cv,stride_hz,terminated_s,torque_saturated_frac,verdict,vx_mean,vy_mean,yaw_rate_deg_s
none,0.3303167521953583,identity,0.3153146884093682,True,True,TURN,skill_clips.npz,4,0.019829280799998135,0.5610021786492375,"[0.45098039215686275, 0.7603485838779956, 0.4357298474945534, 0.5969498910675382]",0.023965141612200435,0,32.107841608921596,2,0.06130257248878479,keep,position,position,19,459,0.004957320199999534,lo,stand,3,0.005334831774234772,24,level,0.6685038690267756,2.8016929164450977,9.081810606399145,0.0,FAIL,0.003575014416128397,-0.020894397050142288,-14.497282028198242
