argv,drift_max_m,entry_frame,entry_offset,family,fell,final_dist_m,foot_com_height_m,foot_comp,foot_gain,foot_len_bias,foot_offset_clip_m,foot_vy_avg_n,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,hip_saturated,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,tau_hip_max_nm,yaw_cum_deg,yaw_moment,yaw_moment_cap_nm,yaw_moment_gain,yaw_moment_nm,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 17 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/ladder_phase.csv,,17,17,step_up,1,3.8471195459070104,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,72,0.0,1,nan,12.50364875793457,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 17 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/ladder_phase.csv,,17,17,step_up,1,3.8465888310679244,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999982,0.0,72,0.0,1,nan,11.8985013961792,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 17 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/ladder_phase.csv,,17,17,step_up,1,3.8492339473328254,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999964,0.0,72,0.0,1,nan,11.883390426635742,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,6.576937572319234,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,11.958829879760742,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.6792263967638128,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,22.768634796142578,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.4294620122189428,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,17.029560089111328,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,0,1.4169134912554509,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,12.01888370513916,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,0,1.432041564168329,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,16.553510665893555,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,0,1.3259284960215003,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,11.97311782836914,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,0,1.7883051321917334,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,20.244874954223633,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.932414265669593,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,11.962108612060547,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,2.0790551916292817,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,18.322526931762695,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.7129749091723487,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,19.841115951538086,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.7861385058509867,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,11.9677095413208,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.8266475866581755,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,12.311284065246582,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,0,1.2795768941335275,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,13.926192283630371,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.9038377901071368,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,12.785426139831543,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 16 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,16,16,step_up,1,1.937125980281383,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,18.247066497802734,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 0 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,0,0,step_up,1,1.5917477275484788,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,18.379222869873047,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 0 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,0,0,step_up,0,1.4894551929436997,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,14.798283576965332,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 0 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,0,0,step_up,0,1.4469564597266256,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,0,2026-09-01T07:46:19Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,14.4834623336792,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-offset 0 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/ladder_phase.csv,,0,0,step_up,1,1.9064519078533149,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,0,2026-09-01T07:46:19Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,19.835046768188477,,off,nan,0.0,0.0,
