argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_com_height_m,foot_comp,foot_gain,foot_len_bias,foot_offset_clip_m,foot_vy_avg_n,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,hip_saturated,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,tau_hip_max_nm,yaw_cum_deg,yaw_moment,yaw_moment_cap_nm,yaw_moment_gain,yaw_moment_nm,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,3.9970402376316465,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,107,0.0,1,nan,14.053644180297852,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,3.929011800873482,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,107,0.0,1,nan,13.953556060791016,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.203788681684064,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,107,0.0,1,nan,12.11873722076416,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.239005067580948,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,107,0.0,1,nan,19.007192611694336,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,3.9785265216570465,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,107,0.0,1,nan,13.922257423400879,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.2112500436953155,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,107,0.0,1,nan,11.573644638061523,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.207914733897592,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,107,0.0,1,nan,12.319677352905273,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.209744707306053,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,107,0.0,1,nan,11.670242309570312,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.2094790730398435,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,107,0.0,1,nan,12.517066955566406,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.24429716513372,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,107,0.0,1,nan,16.917064666748047,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.21426296424602,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,107,0.0,1,nan,11.764795303344727,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.219898079229031,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,3,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,107,0.0,1,nan,11.87263298034668,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.208753404299542,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,3,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,107,0.0,1,nan,12.250715255737305,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.233995436032148,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,107,0.0,1,nan,13.347946166992188,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,19,step_up,1,4.206451398131297,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,3,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,107,0.0,1,nan,12.284273147583008,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.255794369549886,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,4,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,57,0.0,1,nan,21.260290145874023,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.260348600364497,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,57,0.0,1,nan,20.9066104888916,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.240600522976272,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,57,0.0,1,nan,23.670591354370117,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.2672195685917105,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,1,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,4,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,57,0.0,1,nan,23.700000762939453,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.247555974184038,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,4,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,57,0.0,1,nan,21.571025848388672,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.255867009591433,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,57,0.0,1,nan,21.3463191986084,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.29018462123036,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,57,0.0,1,nan,19.467140197753906,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.31525495922577,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,4,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,57,0.0,1,nan,15.754838943481445,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.245620296939021,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,4,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,57,0.0,1,nan,21.7724552154541,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.2971177409286705,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,57,0.0,1,nan,19.41805076599121,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.285236673520626,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,57,0.0,1,nan,19.93802833557129,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.273058570628022,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,4,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,57,0.0,1,nan,23.100980758666992,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.253244716382037,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,4,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,57,0.0,1,nan,21.3519287109375,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.275957501266345,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,57,0.0,1,nan,23.59659194946289,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/grid_ab.csv,,26,step_up,1,4.234443141203852,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,1,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,4,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,57,0.0,1,nan,23.700000762939453,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.5917477275484788,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,0,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,0,1.4894551929436997,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,0,1.4469564597266256,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.9064519078533149,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,0,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,0,1.4938548844866124,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,0,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,0,1.555225920498583,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.1561229928163668,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.9496417613279526,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,0,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.7290804790539986,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,0,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.56818210551618,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.5530751563168435,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,1.9799933601274966,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,2.0111348371284867,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,2.1019339579287974,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,0,step_up,1,2.133374075738264,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,6,step_up,1,3.682224423299787,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,1,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,6,step_up,1,3.68396298413153,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,1,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,68,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,6,step_up,1,3.689487663363638,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,1,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999964,0.0,68,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,6,step_up,1,3.6907717150556243,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,1,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,6,step_up,1,3.684131092232171,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,1,2026-09-01T07:36:29Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,0.0,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment off --results-csv outputs/yawm/grid_ab.csv,,6,step_up,1,3.6920450052927465,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,1,2026-09-01T07:36:29Z,goal,1,TROT,0.9999999999999982,0.0,68,0.0,1,nan,0.0,,off,nan,0.0,0.0,
