argv,curv_deg_per_m,dt,duty,entry_turn,executed_switches,foot_comp,gate_deferrals,heading,hip_effort_limit_nm,hip_sat_frac,initial,main_skill,main_verdict,max_cmd_jump_rad,min_switch_gap_s,n_steps,pairs,planner_switches,refused_skills,refused_ticks,run_utc,schedule,seg_not_ok,seg_ok,segments,speed_gate,speed_refusals,stride_hz,switch_blend_s,switch_entry,switch_gate,tau_hip_peak_nm,term_reason,terminated_s,vx_mean,vy_mean,yaw_moment,yaw_moment_cap_nm,yaw_moment_gain,yaw_moment_nm,yaw_moment_skill,yaw_rate_deg_s
--schedule pairs --initial WALK --heading heading-only --headless --device cpu --entry-turn rule --results-csv outputs/yawm/entryturn.csv,1.3897268790003814,0.02,0.5911290322580646,rule,1,on,0,heading-only,23.700000762939453,0.0,WALK,WALK,ok,0.2916351556777954,,378,WALK>TROT,2,RUN,60,2026-09-01T07:47:40Z,pairs,1,1,2,off,0,1.3513513513513513,0.0,contact,off,0.0,roll,7.54,0.22751903533935547,-0.00490949209779501,off,nan,0.0,0.0,TROT,0.31618931889533997
--schedule pairs --initial WALK --heading heading-only --headless --device cpu --entry-turn measured --results-csv outputs/yawm/entryturn.csv,1.3897268790003814,0.02,0.5911290322580646,measured,1,on,0,heading-only,23.700000762939453,0.0,WALK,WALK,ok,0.2916351556777954,,378,WALK>TROT,2,RUN,60,2026-09-01T07:47:40Z,pairs,1,1,2,off,0,1.3513513513513513,0.0,contact,off,0.0,roll,7.54,0.22751903533935547,-0.00490949209779501,off,nan,0.0,0.0,TROT,0.31618931889533997
