argv,curv_deg_per_m,dt,duty,entry_turn,executed_switches,foot_comp,gate_deferrals,heading,hip_effort_limit_nm,hip_sat_frac,initial,main_skill,main_verdict,max_cmd_jump_rad,min_switch_gap_s,n_steps,pairs,planner_switches,refused_skills,refused_ticks,run_utc,schedule,seg_not_ok,seg_ok,segments,speed_gate,speed_refusals,stride_hz,switch_blend_s,switch_entry,switch_gate,tau_hip_peak_nm,term_reason,terminated_s,vx_mean,vy_mean,yaw_moment,yaw_moment_cap_nm,yaw_moment_gain,yaw_moment_nm,yaw_moment_skill,yaw_rate_deg_s
--schedule hold_walk --initial WALK --heading heading-only --headless --device cpu --results-csv outputs/yawm/ctrl.csv,0.23763125466601728,0.02,0.588375,rule,0,on,0,heading-only,23.700000762939453,0.0,WALK,WALK,ok,,,2000,,0,,0,2026-09-01T07:36:29Z,hold_walk,0,1,1,off,0,1.3513513513513513,0.0,contact,off,0.0,,,0.2350652664899826,-0.0068002864718437195,off,nan,0.0,0.0,TROT,0.055858854204416275
--schedule hold_walk --initial WALK --heading heading-only --headless --device cpu --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --results-csv outputs/yawm/ctrl.csv,0.23763125466601728,0.02,0.588375,rule,0,on,0,heading-only,23.700000762939453,0.0,WALK,WALK,ok,,,2000,,0,,0,2026-09-01T07:36:29Z,hold_walk,0,1,1,off,0,1.3513513513513513,0.0,contact,off,10.918022,,,0.2350652664899826,-0.0068002864718437195,hold,2.0,5.0,0.0,TROT,0.055858854204416275
