argv,curv_deg_per_m,dt,duty,entry_turn,executed_switches,foot_comp,gate_deferrals,heading,hip_effort_limit_nm,hip_sat_frac,initial,main_skill,main_verdict,max_cmd_jump_rad,min_switch_gap_s,n_steps,pairs,planner_switches,refused_skills,refused_ticks,run_utc,schedule,seg_not_ok,seg_ok,segments,speed_gate,speed_refusals,stride_hz,switch_blend_s,switch_entry,switch_gate,tau_hip_peak_nm,term_reason,terminated_s,vx_mean,vy_mean,yaw_moment,yaw_moment_cap_nm,yaw_moment_gain,yaw_moment_nm,yaw_moment_skill,yaw_rate_deg_s
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 24 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,51.27198468204796,0.02,0.532608695652174,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,69,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,1.5151515151515151,0.0,contact,off,22.660519,roll,1.36,0.11253631860017776,-0.27436408400535583,hold,2.0,5.0,0.0,TROT,5.769960403442383
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 24 --yaw-moment off,14.508979416632448,0.02,0.5321428571428571,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,70,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,1.5625,0.0,contact,off,0.0,roll,1.3800000000000001,0.1312897503376007,-0.2591453492641449,off,nan,0.0,0.0,TROT,1.9048802852630615
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 28 --yaw-moment off,590.5663210111163,0.02,0.48936170212765956,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,47,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,nan,0.0,contact,off,0.0,roll,0.92,0.09986254572868347,-0.34430551528930664,off,nan,0.0,0.0,TROT,-58.97545623779297
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 28 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,620.4605997590286,0.02,0.5,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,47,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,nan,0.0,contact,off,21.558989,roll,0.92,0.08059947192668915,-0.3462677001953125,hold,2.0,5.0,0.0,TROT,-50.00879669189453
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 26 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,730.9762914314098,0.02,0.5397727272727273,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,44,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,nan,0.0,contact,off,17.208344,roll,0.86,0.07388870418071747,-0.367550253868103,hold,2.0,5.0,0.0,TROT,-54.01089096069336
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 30 --yaw-moment off,102.09834924320322,0.02,0.5189393939393939,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,66,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,2.6315789473684212,0.0,contact,off,0.0,roll,1.3,0.2534310817718506,0.22977353632450104,off,nan,0.0,0.0,TROT,25.874895095825195
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 25 --yaw-moment off,76.00265610064861,0.02,0.4698275862068966,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,ok,,,58,,0,,0,2026-09-01T07:44:43Z,hold,0,1,1,off,0,1.5151515151515151,0.0,contact,off,0.0,roll,1.1400000000000001,0.20077656209468842,-0.2919079661369324,off,nan,0.0,0.0,TROT,-15.259552001953125
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 29 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,29.483989685949044,0.02,0.51953125,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,ok,,,128,,0,,0,2026-09-01T07:44:43Z,hold,0,1,1,off,0,1.6666666666666667,0.0,contact,off,18.710049,roll,2.54,0.3687448501586914,-0.2210068702697754,hold,2.0,5.0,0.0,TROT,-10.872069358825684
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 27 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,625.7040033988227,0.02,0.5388888888888889,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,45,,0,,0,2026-09-01T07:44:43Z,hold,1,0,1,off,0,nan,0.0,contact,off,19.296232,roll,0.88,0.0830194503068924,-0.3613429665565491,hold,2.0,5.0,0.0,TROT,-51.94560241699219
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 27 --yaw-moment off,601.1161303734849,0.02,0.5388888888888889,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,45,,0,,0,2026-09-01T07:44:43Z,hold,1,0,1,off,0,nan,0.0,contact,off,0.0,roll,0.88,0.09751798957586288,-0.35875388979911804,off,nan,0.0,0.0,TROT,-58.61963653564453
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 31 --yaw-moment off,43.43201010955855,0.02,0.4867021276595745,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,94,,0,,0,2026-09-01T07:44:43Z,hold,1,0,1,off,0,1.8181818181818181,0.0,contact,off,0.0,roll,1.86,0.34986093640327454,0.21242184937000275,off,nan,0.0,0.0,TROT,15.19516372680664
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 25 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,25.65459030496529,0.02,0.5127118644067796,rule,0,on,0,heading-only,23.700000762939453,0.05084745762711865,TROT,TROT,FAIL,,,59,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,1.3888888888888888,0.0,contact,off,23.7,roll,1.16,0.16195252537727356,-0.2895060181617737,hold,2.0,5.0,0.0,TROT,4.154825687408447
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 30 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,83.56871752378284,0.02,0.5,rule,0,on,0,heading-only,23.700000762939453,0.12307692307692308,TROT,TROT,FAIL,,,65,,0,,0,2026-09-01T07:44:43Z,hold,1,0,1,off,0,2.6315789473684212,0.0,contact,off,23.7,roll,1.28,0.24723070859909058,0.2368094027042389,hold,2.0,5.0,0.0,TROT,20.66075325012207
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 31 --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0,47.802508478219046,0.02,0.5142045454545454,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,FAIL,,,88,,0,,0,2026-09-01T07:44:42Z,hold,1,0,1,off,0,1.7543859649122806,0.0,contact,off,21.573875,roll,1.74,0.3821597397327423,0.24954648315906525,hold,2.0,5.0,0.0,TROT,18.2681941986084
--schedule hold --initial TROT --headless --device cpu --heading heading-only --results-csv outputs/yawm/phase32.csv --entry-offset 29 --yaw-moment off,1.8257460566308175,0.02,0.551875,rule,0,on,0,heading-only,23.700000762939453,0.0,TROT,TROT,ok,,,2000,,0,,0,2026-09-01T07:44:42Z,hold,0,1,1,off,0,1.5625,0.0,contact,off,0.0,,,0.6589528322219849,0.027377506718039513,off,nan,0.0,0.0,TROT,1.2030805349349976
