task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,end_cause,upright_s,yaw_cum_deg,yaw_rate_deg_s,base_h_max_m,vx_mean_ms,end_roll_deg,end_pitch_deg,peak_roll_deg,peak_pitch_deg,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,terrain,planner_set,perception,turn_target,swing_lift_mm,foot_yaw_turn,roll_couple,roll_gain,roll_damp,roll_cap_nm,roll_sign,partial,skill,start_phase,foot_comp,steps
5,sphere_bump,5,0,0,1,off,0.0,1.07708740234375,1.3355941772460938,0.6688628894694355,0.7875850192618269,13.139721083152189,0,roll,3.68,8.085109996259177,2.1970407598530373,0.32525983452796936,0.020947663680366848,87.65290180013221,3.678132520644436,87.65290180013221,13.673423664886425,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
5,sphere_bump,6,0,1,1,off,0.0,1.4722534179687727,1.3820571899414062,0.7777381354198208,1.2338836748089612,12.59291715204629,0,roll,6.76,-46.48064307513897,-6.875834774428842,0.32655200362205505,0.06985997307230365,92.43236861485433,-0.6847092498923739,92.43236861485433,18.35298506279302,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
5,sphere_bump,7,0,1,1,off,0.0,1.9892913818359546,2.341144561767578,1.046459292184118,1.010747411382964,11.765655392428464,0,roll,13.76,-42.19444304226147,-3.066456616443421,0.338957816362381,0.07189617600551995,-86.22674628738878,7.0712382629775945,86.22674628738878,33.69292599638988,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
5,sphere_bump,8,0,1,1,off,0.0,4.753216552734386,2.414295196533203,3.776013109297937,1.9395668887525443,8.656702865050683,1,timeout,20.0,-28.912804894473766,-1.4456402447236882,0.33252811431884766,0.18766082763671932,1.5173901193709065,-0.2689059288777703,14.568167892630509,8.801075949162138,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
5,sphere_bump,9,0,1,1,off,0.0,2.428533935546909,1.5614547729492188,1.4943330021043375,1.1405509364166189,10.830348549344055,0,roll,10.66,15.6415479522812,1.467312190645516,0.32523128390312195,0.13400881196500086,90.63089529857362,-7.913137453967312,90.63089529857362,18.038870832724346,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,0,0,1,1,off,0.0,2.054577589035034,3.096360778808588,1.5212300446036158,1.2502681432118947,9.459173813699193,0,roll,6.5200000000000005,-6.186830815657288,-0.9489004318492772,0.32938140630722046,0.1617450289931034,-88.20246239403339,44.75656381402812,88.20246239403339,44.75656381402812,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,1,0,1,1,off,0.0,1.9832817077636733,2.612107849121088,1.1582395847916314,0.807795259546649,9.286912507751055,0,roll,8.38,-27.075983382408822,-3.231024269977186,0.3352532982826233,0.11733671930354095,-86.29703714023826,11.813719782760774,86.29703714023826,28.69856211401641,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,2,0,2,1,off,0.0,3.024989318847659,1.8003059387206974,2.034811897831671,0.8621993353200552,8.477363019462862,0,below,9.96,13.552317420662575,1.3606744398255597,0.3305242359638214,0.20331218060719466,25.929908148878454,58.239393313946515,25.929908148878454,59.687024885909366,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,3,0,0,1,off,0.0,0.7444122314453239,2.6055198669433537,0.6572514105712177,0.9682805302455129,10.622859606799834,0,roll,1.8800000000000001,19.479772441382494,10.36158108584175,0.325375497341156,-0.1359509407205724,-87.91561432783476,4.069681253946818,87.91561432783476,16.197693701049282,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,4,0,0,1,off,0.0,0.8801483154296932,2.6267219543456974,0.6380790188943928,0.8814740602669698,11.337187595198724,0,roll,2.38,15.490786071336913,6.508733643418871,0.31687986850738525,-0.05035785065979278,-90.18021649020275,6.76096478668226,90.18021649020275,12.066838062811785,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,5,0,0,1,off,0.0,1.237274169921875,2.4463935852050724,0.5055356215187542,0.5179692024652413,10.871894025070269,0,roll,4.44,-7.479316650841554,-1.684530777216566,0.31232506036758423,0.05344012836078265,-93.7862243251119,8.133233276106164,93.7862243251119,14.210669857109286,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,6,0,2,1,off,0.0,3.4808135986328352,2.534490203857416,2.537738341354589,0.6711568543961893,8.336338654272156,0,roll,9.16,-34.23526339159699,-3.7374741693883173,0.32200923562049866,0.2708311788900475,-87.47840608440198,19.40679624495875,87.47840608440198,19.40679624495875,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,7,0,0,1,off,0.0,1.2455169677734546,2.695287322998041,0.737362219663073,0.7403958908671762,10.577359620391068,0,roll,3.8200000000000003,4.245945942496206,1.1115041734283262,0.3252798914909363,0.06427145753231794,-88.00484731076321,5.873194542179437,88.00484731076321,13.27829975254044,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,8,0,0,1,off,0.0,1.1161315917968864,2.620278930664057,0.6310566523213462,0.7294524704476214,11.051289427092566,0,roll,3.42,-3.7605593420073546,-1.0995787549729108,0.34581616520881653,0.033956605788563264,-92.57710627238977,-11.795699507464036,92.57710627238977,13.785585635925,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
6,box_jump_even,9,0,1,1,off,0.0,2.565466308593784,2.828740692138666,1.7712978005261353,0.8483922679163614,9.670111198204896,0,roll,5.82,-16.348296488625778,-2.8089856509666284,0.32650265097618103,0.26898046539412096,-93.97568245554083,40.94820190556389,93.97568245554083,40.94820190556389,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,0,0,0,1,off,0.0,0.7965418100357056,1.3596603393554645,0.671885493263477,0.9512561726591845,11.521266649516058,0,roll,1.74,-14.246223544649638,-8.187484795775655,0.304625928401947,-0.11692999423235312,86.10543010557184,3.8064535066703717,86.10543010557184,13.807090711458924,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,1,0,1,1,off,0.0,3.0531860351562514,0.9973442077636676,2.2849270300527573,1.1682329291182119,9.599321617543644,0,roll,10.16,-25.3979858156776,-2.4998017535115746,0.3424263000488281,0.20208523968073341,87.45382541955279,31.207774658981652,87.45382541955279,31.207774658981652,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,2,0,0,1,off,0.0,1.1474716186523466,1.3298370361328082,0.6861969662183024,0.7572282732405438,11.122735942957982,0,roll,3.34,-11.43672767848355,-3.4241699636178295,0.3285963535308838,0.04415317923722952,88.19757743698243,2.4637117673072577,88.19757743698243,8.105007850746647,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,3,0,1,1,off,0.0,1.4702117919921989,2.8695251464843707,0.9885206673090762,1.4450335846620899,11.512671769883987,0,roll,6.58,27.763224831565395,4.219335080785014,0.33595916628837585,0.0714607586614284,-89.13979223929249,-1.2231397057527982,89.13979223929249,19.363417113149186,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,4,0,0,1,off,0.0,1.4513153076171932,2.9538490295410114,1.0552314807879506,0.9550906608425913,11.13959738375176,0,roll,10.08,22.506133356900733,2.2327513250893585,0.3311798572540283,0.04477334400964218,-92.69906009961528,1.9337157980363873,92.69906009961528,19.993484207320556,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,5,0,1,1,off,0.0,1.380279541015625,2.5241806030273395,0.6475938803796402,1.2063787268911772,11.281904295297014,0,roll,9.8,57.94559430482522,5.912815745390328,0.3290456533432007,0.03880403479751275,-85.94448587508776,5.2919601362730475,85.94448587508776,18.15423890492232,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,6,0,1,1,off,0.0,1.5489898681640852,1.3421775817871051,0.8568081519513459,1.0011751868250227,10.721210201071443,0,roll,5.1000000000000005,-16.15785921514822,-3.168207689244749,0.32026776671409607,0.10764507218903631,86.69627293601266,3.323935037643084,86.69627293601266,14.085795535166675,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,7,0,1,1,off,0.0,1.400805664062517,1.2830993652343707,0.8213353154905477,1.2864368012697898,10.224358738930597,0,roll,6.0200000000000005,-35.92840388099344,-5.968173402158379,0.3277263343334198,0.06657901396387327,90.44051504440836,0.8357985101844547,90.44051504440836,16.30370786702986,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,8,0,0,1,off,0.0,1.2687194824218864,1.4280731201171832,0.6319102121073693,0.6169206057052188,11.695273185620001,0,roll,2.16,12.311540933887187,5.6997874693922155,0.32124271988868713,0.12440716778791035,87.2547599059457,2.646148767153031,87.2547599059457,12.773702045119666,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
7,box_jump_uneven,9,0,1,1,off,0.0,1.271856689453159,1.4952613830566364,0.5732949773322028,1.237318655415355,11.988773008086856,0,roll,9.44,-44.38799529551787,-4.702118145711639,0.3322378993034363,0.02879837812003804,90.83755812220612,2.931728711215046,90.83755812220612,16.231751134884615,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000
