task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,end_cause,upright_s,yaw_cum_deg,yaw_rate_deg_s,base_h_max_m,vx_mean_ms,end_roll_deg,end_pitch_deg,peak_roll_deg,peak_pitch_deg,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,terrain,planner_set,perception,turn_target,swing_lift_mm,foot_yaw_turn,roll_couple,roll_gain,roll_damp,roll_cap_nm,roll_sign,partial,skill,start_phase,foot_comp,steps
3,forward_ramp_no_lips,7,0,1,1,off,0.0,1.728900146484392,1.5270889282226534,0.8688730087616756,0.913984611790645,9.882421626296125,0,roll,8.1,-6.901824398616412,-0.8520770862489399,0.3412386476993561,0.0899876724054805,89.55478181179122,2.194183624282506,89.55478181179122,19.477828252077124,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
3,forward_ramp_no_lips,8,0,1,1,off,0.0,1.2380798339843864,2.5575740814208956,0.6062762271624944,1.2415137145085677,10.277056696834473,0,roll,5.18,1.689357158133589,0.32613072550841493,0.3296743631362915,0.045961357912043706,-86.01818580199935,-0.3326605339633704,86.01818580199935,17.084990188499113,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
3,forward_ramp_no_lips,9,0,1,1,off,0.0,1.734259033203159,2.2925289154052706,0.790385661679551,0.7184361753082857,9.420284025450828,0,roll,8.540000000000001,1.1026241844172375,0.12911290215658516,0.3281228244304657,0.08597880950856664,-89.84063552719176,1.242259218060448,89.84063552719176,17.695520178798215,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,0,0,1,1,off,0.0,1.3869837522506714,2.882406616210936,0.9635340475763393,1.464138193957623,12.743603240523116,0,roll,5.76,25.351399087837763,4.401284563860723,0.336405873298645,0.067184679210186,-92.16795664124888,-10.150680999043919,92.16795664124888,14.016242661800549,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,1,0,1,1,off,0.0,1.175443267822267,1.2734550476074205,0.7474275269691982,1.7932962698383144,13.144651269014295,0,roll,12.44,-62.612417506087496,-5.0331525326436894,0.3313857316970825,0.014103156577352657,88.86472617255279,9.120831141199087,88.86472617255279,16.340796120542546,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,2,0,1,1,off,0.0,1.5323974609375028,2.5900939941406236,0.7947691352421369,1.3153735380379892,11.782388571052598,0,roll,5.48,23.307733844642087,4.253236103036877,0.32549211382865906,0.09715282133896036,-89.55866050542417,0.8974166740065037,89.55866050542417,18.920340310717126,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,3,0,1,1,off,0.0,1.5329406738281364,2.910929107666014,1.0553755734398957,1.3025535621245659,13.198531855404324,0,roll,4.96,18.408408068325258,3.711372594420415,0.32668769359588623,0.10744771649760813,-88.88306089322813,-7.4835559684256925,88.88306089322813,12.267061261941203,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,4,0,1,1,off,0.0,1.4915832519531307,2.682833099365233,0.8413769281300416,1.2086961748209994,12.72674810325193,0,roll,4.0600000000000005,-13.37963679498958,-3.295477043100881,0.33642101287841797,0.12107961870766765,-87.67737592996447,1.7042142978884343,87.67737592996447,11.692900703988153,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,5,0,1,1,off,0.0,1.3783416748046875,2.7744926452636705,0.8619636189895334,1.6768948718375234,13.543820831688942,0,roll,7.8,25.514877302181276,3.2711381156642663,0.3389604985713959,0.048505342923677884,-91.17199607177506,-1.217364493928514,91.17199607177506,11.135457494202319,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
4,flush_a_frame,6,0,0,1,off,0.0,1.3913970947265852,2.576548004150389,0.6968495439118898,0.5866874739787986,13.820633914427184,0,roll,2.98,-25.304346069733043,-8.491391298568136,0.322266161441803,0.13134130695522994,-86.15448004983736,1.819826950254901,86.15448004983736,20.368813493113677,,,,,,,off,5.0,legged_eval-seed1,,n/a,settle,0.0,auto,off,,,,,0,WALK,first,on,1000
