task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,end_cause,upright_s,yaw_cum_deg,yaw_rate_deg_s,base_h_max_m,vx_mean_ms,vy_mean_ms,cross_track_m,cross_track_abs_max_m,curvature_rad_m,fell,episode_s,end_roll_deg,end_pitch_deg,peak_roll_deg,peak_pitch_deg,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,terrain,planner_set,perception,turn_target,swing_lift_mm,foot_yaw_turn,roll_couple,roll_gain,roll_damp,roll_cap_nm,roll_sign,partial,skill,start_phase,foot_comp,steps,terrain_seed,measurement_seed,episode_length_s,episodes,num_envs,rate,gutter,spawn_z,settle_s,foot_clip_rad,steering,cross_track,cross_track_gain,cross_track_cap,cmd_mean_feet_down,cmd_frac_below_3_feet
0,jump_on_and_off_box,0,0,1,1,heading-only,0.0,1.6708887815475464,2.0350279808044434,0.6718025875549959,0.9380406172503138,16.5791482215841,1,timeout,20.0,-9.071413156545702,-0.4535706578272851,0.3270399272441864,0.03354443907737732,0.0017513990402221679,-0.001300811767578125,0.0,-0.23599444758226834,0,20.0,18.92160005719504,-12.220078999717094,19.02393033620047,16.892308161854476,0,8,1000,1.0,0.0,0.0,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,1,0,1,1,heading-only,0.0,1.6189094543457045,2.621699571609497,0.877245273579704,1.2234444144495835,16.54277682210457,0,roll,3.98,-32.33295584223259,-8.123858251817234,0.3530462086200714,0.15550488802655893,0.15620592251494902,0.6076154708862305,0.0,-0.9117917530367607,1,3.98,-89.11603613497604,-6.368619571582733,89.11603613497604,14.181841513014778,1,8,199,0.7035175879396985,0.0,0.2964824120603015,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.661,0.5442
0,jump_on_and_off_box,2,0,1,1,heading-only,0.0,1.6876403808593778,1.597050666809082,0.797005306448731,0.9364407226332615,16.01742890534571,0,roll,7.08,14.210483526648602,2.007130441617034,0.3342289328575134,0.09712434757900817,-0.05691374762583587,-0.4307575225830078,0.0,0.36068231701354,1,7.08,87.2162875237239,-8.252644631567003,87.2162875237239,9.715958143057847,6,8,354,0.8728813559322034,0.0,0.1271186440677966,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.654,0.5576
0,jump_on_and_off_box,3,0,1,1,heading-only,0.0,1.6537139892578239,2.0355029106140137,0.6546773529101529,0.9128867824756844,15.896325656955426,1,timeout,20.0,3.5292718875098785,0.17646359437549392,0.32405295968055725,0.032685699462891196,0.0017751455307006836,0.043201565742492676,0.0,0.09422685707713742,0,20.0,-0.7341807372505309,-6.506694527508492,10.463999611189644,7.178159303804735,0,8,1000,1.0,0.0,0.0,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,4,0,1,1,heading-only,0.0,1.6548370361328182,2.0407769680023193,0.6561054069360167,0.9253518592001871,15.695215934273328,1,timeout,20.0,9.832318166324967,0.49161590831624835,0.32486870884895325,0.03274185180664091,0.0020388484001159666,0.04773521423339844,0.0,0.2620595898476577,0,20.0,2.4038615676560204,-3.8243113952850174,7.8076648963505795,6.650752367808225,0,8,1000,1.0,0.0,0.0,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,5,0,1,1,heading-only,0.0,1.21295166015625,1.671581506729126,0.39141680634026704,1.3656847296278884,15.84045323926277,0,roll,7.38,-56.47880862571847,-7.652955098335837,0.35102373361587524,0.02885523850355691,-0.04450115084971193,-0.3196948766708374,0.0,-4.628943335775306,1,7.38,86.19528713471557,4.944669624257574,86.19528713471557,11.546543173583375,1,0,369,0.6775067750677507,0.0,0.3224932249322493,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.662,0.5422
0,jump_on_and_off_box,6,0,1,1,heading-only,0.0,1.5790954589843977,1.5781055688858032,0.7164820036968982,1.1350879020104847,15.076808634303548,0,roll,7.12,-6.2374981286222635,-0.8760531079525651,0.3409833014011383,0.08133363187983114,-0.059254835830645614,-0.43362390995025635,0.0,-0.1879912503931003,1,7.12,90.44071682972799,-3.0349189713368436,90.44071682972799,9.990481541320946,1,8,356,0.8567415730337079,0.0,0.14325842696629212,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.654,0.5563
0,jump_on_and_off_box,7,0,1,1,heading-only,0.0,1.3193695068359546,1.5682984590530396,0.5369945086801363,1.235710246802553,15.536629291311957,0,roll,6.1000000000000005,4.541201483160648,0.7444592595345325,0.3556652367115021,0.0523556568583532,-0.07077074441753449,-0.46330273151397705,0.0,0.24817309161051124,1,6.1000000000000005,88.37684027438706,0.07001822750154146,88.37684027438706,13.428174504991787,5,8,305,0.5901639344262295,0.0,0.4098360655737705,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.665,0.5353
0,jump_on_and_off_box,8,0,1,1,heading-only,0.0,1.1269958496093864,2.080449104309082,0.15033297775984963,1.4435554032924942,15.273216027943569,0,roll,9.34,-86.57118795708831,-9.26886380696877,0.3459834158420563,0.013596986039548863,0.008613394465640474,0.05048346519470215,0.0,-11.897650764662302,1,9.34,89.65466645081796,-1.107078311404638,89.65466645081796,8.002770074818011,1,8,467,0.4603854389721627,0.0,0.5396145610278372,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.67,0.5251
0,jump_on_and_off_box,9,0,1,1,heading-only,0.0,0.9078430175781591,1.6286277770996094,0.38263590703314415,1.716713229507998,14.546898192719366,0,roll,6.28,-42.851425600905344,-6.823475414156902,0.33819031715393066,-0.0146746787295925,-0.05913570428350169,-0.37621212005615234,0.0,8.115483452851626,1,6.28,88.63521781056339,2.674673769525993,88.63521781056339,8.698964005764921,5,0,314,0.589171974522293,0.0,0.410828025477707,off,5.0,legged_eval-seed2,,depth,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,PLANNER,first,on,1000,2,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.665,0.5352
