argv,drift_max_m,entry_frame,entry_frame_arg,family,fell,final_dist_m,foot_com_height_m,foot_comp,foot_gain,foot_len_bias,foot_offset_clip_m,foot_vy_avg_n,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,hip_saturated,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,tau_hip_max_nm,yaw_cum_deg,yaw_moment,yaw_moment_cap_nm,yaw_moment_gain,yaw_moment_nm,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-frame 1 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --swing-lift 70 --trace-npz outputs/lift/trace_trot70_1.npz --results-csv outputs/lift/lift.csv,,1,1,step_up,1,4.153362625272617,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-09-01T08:26:40Z,goal,1,TROT,1.0,0.0,59,70.0,1,nan,14.028787612915039,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-frame 1 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --swing-lift 70 --trace-npz outputs/lift/trace_trot70_1.npz --results-csv outputs/lift/lift.csv,,1,1,step_up,1,4.156104614298826,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-09-01T08:26:40Z,goal,1,TROT,1.0,0.0,59,70.0,1,nan,13.706872940063477,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-frame 1 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --swing-lift 70 --trace-npz outputs/lift/trace_trot70_1.npz --results-csv outputs/lift/lift.csv,,1,1,step_up,1,4.112010973652696,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-09-01T08:26:40Z,goal,1,TROT,0.9999999999999982,0.0,59,70.0,1,nan,16.32612419128418,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 1 --entry-frame 1 --skip-unsupported --foot-comp on --heading heading-only --yaw-moment hold --yaw-moment-gain 5 --yaw-moment-cap-nm 2.0 --swing-lift 70 --trace-npz outputs/lift/trace_trot70_1.npz --results-csv outputs/lift/lift.csv,,1,1,step_up,1,4.112019192179021,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-09-01T08:26:40Z,goal,1,TROT,0.9999999999999964,0.0,59,70.0,1,nan,17.634136199951172,,hold,2.0,5.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,0.7698737568511054,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_WALK_MAX,step_up_0p02,0,0,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,766,60.0,1,nan,16.538331985473633,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,0.940207859559095,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_WALK_MAX,step_up_0p04,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,766,60.0,1,nan,16.624923706054688,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,1.0027120184825535,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_WALK_MAX,step_up_0p06,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,766,60.0,1,nan,15.829554557800293,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.091935810382256,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_WALK_MAX,step_up_0p08,0,0,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,766,60.0,1,nan,18.728195190429688,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.1360354770065273,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_WALK_MAX,step_up_0p10,0,0,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,766,60.0,1,nan,15.340075492858887,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.0881966590934273,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_WALK_MAX,step_up_0p12,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,766,60.0,1,nan,16.913780212402344,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.050845152593902,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.14,15,skill.STEP_WALK_MAX,step_up_0p14,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,766,60.0,1,nan,17.92197036743164,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.0294113356772083,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.16,15,skill.STEP_WALK_MAX,step_up_0p16,0,0,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,766,60.0,1,nan,18.16176414489746,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.1020352161742015,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.18,15,skill.STEP_WALK_MAX,step_up_0p18,0,0,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,766,60.0,1,nan,13.775044441223145,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.0978982796178927,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.2,15,skill.STEP_WALK_MAX,step_up_0p20,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,766,60.0,1,nan,19.844743728637695,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.0248949804146896,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.22,15,skill.STEP_WALK_MAX,step_up_0p22,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,766,60.0,1,nan,21.53485679626465,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.1499435084256917,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.24,15,skill.STEP_WALK_MAX,step_up_0p24,0,0,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,766,60.0,1,nan,13.17258071899414,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,1.4982491778759832,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_WALK_MAX,step_up_0p26,0,0,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,766,60.0,1,nan,12.677909851074219,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.0588753581208916,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_WALK_MAX,step_up_0p28,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,766,60.0,1,nan,20.770883560180664,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,0,0,step_up,1,2.0238338096624853,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_WALK_MAX,step_up_0p30,0,0,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,766,60.0,1,nan,22.59241485595703,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,13.357740511376722,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_WALK_MAX,step_up_0p02,0,1,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1380,60.0,1,nan,12.874923706054688,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,0.996338808799007,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_WALK_MAX,step_up_0p04,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1380,60.0,1,nan,15.448444366455078,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.1037748721693905,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_WALK_MAX,step_up_0p06,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1380,60.0,1,nan,20.6043758392334,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.11649384787016,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_WALK_MAX,step_up_0p08,0,1,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1380,60.0,1,nan,19.522552490234375,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.0905495938511676,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_WALK_MAX,step_up_0p10,0,1,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1380,60.0,1,nan,23.313077926635742,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.040567581206557,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_WALK_MAX,step_up_0p12,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1380,60.0,1,nan,22.447376251220703,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.118418801698705,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.14,15,skill.STEP_WALK_MAX,step_up_0p14,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1380,60.0,1,nan,22.059717178344727,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,1.999993228775974,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.16,15,skill.STEP_WALK_MAX,step_up_0p16,0,1,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1380,60.0,1,nan,21.695819854736328,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.1062425340766264,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.18,15,skill.STEP_WALK_MAX,step_up_0p18,0,1,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1380,60.0,1,nan,17.140644073486328,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.1163459363013453,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.2,15,skill.STEP_WALK_MAX,step_up_0p20,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1380,60.0,1,nan,19.28742218017578,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.1676197722127766,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.22,15,skill.STEP_WALK_MAX,step_up_0p22,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1380,60.0,1,nan,20.46502113342285,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.053989509744752,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,1,obstacle,0.24,15,skill.STEP_WALK_MAX,step_up_0p24,0,1,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1380,60.0,1,nan,23.700000762939453,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.130536300241661,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_WALK_MAX,step_up_0p26,0,1,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1380,60.0,1,nan,19.85049819946289,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,2.4176930979028524,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_WALK_MAX,step_up_0p28,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1380,60.0,1,nan,13.083788871765137,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,7,0,step_up,1,1.4256839298368762,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_WALK_MAX,step_up_0p30,0,1,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1380,60.0,1,nan,12.868197441101074,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.4188932955448124,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.02,15,skill.STEP_WALK_MAX,step_up_0p02,0,2,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1266,60.0,1,nan,14.007984161376953,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.809423310248713,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.04,15,skill.STEP_WALK_MAX,step_up_0p04,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1266,60.0,1,nan,13.90536117553711,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.6940978447340274,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.06,15,skill.STEP_WALK_MAX,step_up_0p06,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1266,60.0,1,nan,15.920835494995117,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.705459490789012,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.08,15,skill.STEP_WALK_MAX,step_up_0p08,0,2,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1266,60.0,1,nan,16.631912231445312,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.6855998589724357,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.1,15,skill.STEP_WALK_MAX,step_up_0p10,0,2,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1266,60.0,1,nan,13.453522682189941,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.7610016752820274,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.12,15,skill.STEP_WALK_MAX,step_up_0p12,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1266,60.0,1,nan,14.424148559570312,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,1.8527444546552436,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.14,15,skill.STEP_WALK_MAX,step_up_0p14,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1266,60.0,1,nan,19.150249481201172,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.689632978971682,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.16,15,skill.STEP_WALK_MAX,step_up_0p16,0,2,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1266,60.0,1,nan,14.812752723693848,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.7233563431977506,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.18,15,skill.STEP_WALK_MAX,step_up_0p18,0,2,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1266,60.0,1,nan,17.001014709472656,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.847594986163453,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.2,15,skill.STEP_WALK_MAX,step_up_0p20,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1266,60.0,1,nan,11.895562171936035,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.9651139110841505,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.22,15,skill.STEP_WALK_MAX,step_up_0p22,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1266,60.0,1,nan,13.852743148803711,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.8262806004771543,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.24,15,skill.STEP_WALK_MAX,step_up_0p24,0,2,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1266,60.0,1,nan,12.652539253234863,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.64316035846229,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.26,15,skill.STEP_WALK_MAX,step_up_0p26,0,2,2026-09-01T08:26:40Z,goal,1,WALK,1.0,0.0,1266,60.0,1,nan,14.118051528930664,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,3.923441911772029,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.28,15,skill.STEP_WALK_MAX,step_up_0p28,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999982,0.0,1266,60.0,1,nan,16.585208892822266,,off,nan,0.0,0.0,
--headless --device cpu --params skill.STEP_WALK_MAX --reps 5 --skip-unsupported --foot-comp on --heading heading-only --swing-lift 60 --trace-npz outputs/lift/trace_walk60.npz --results-csv outputs/lift/lift.csv,,15,0,step_up,1,4.016357753076104,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,0,obstacle,0.3,15,skill.STEP_WALK_MAX,step_up_0p30,0,2,2026-09-01T08:26:40Z,goal,1,WALK,0.9999999999999964,0.0,1266,60.0,1,nan,22.946950912475586,,off,nan,0.0,0.0,
