ablation,base_height_mean_m,best_mapping,best_mapping_r,cap_effort_target,cap_runtime_gains,clip,clip_archive,decimation,dt,duty,duty_per_leg,flight_frac,gain_writes,handover_ang_dps,handover_feet_loaded,handover_speed_mps,hip_sign,mode_requested,mode_used,n_cycles,n_steps,phys_dt,rate,settle_mode,start_feet_down,start_foot_spread_m,start_frame,start_phase,stride_cv,stride_hz,terminated_s,torque_saturated_frac,verdict,vx_mean,vy_mean,yaw_rate_deg_s
none,0.32260915637016296,identity,0.6304408713961797,True,True,WALK_FULL,full_sessions.npz,4,0.02,0.645343137254902,"[0.6901960784313725, 0.9009803921568628, 0.8627450980392157, 0.12745098039215685]",0.0,0,10.156377743914009,3,0.056970492005348206,keep,position,position,38,1020,0.005,lo,stand,,nan,0,first,0.6169156188342274,2.272727272727273,,0.0,WARN,0.06452450901269913,0.0011149253696203232,-0.6490805149078369
