ablation,argv,balance_comp,balance_kd_pitch,balance_kd_roll,balance_kp_pitch,balance_kp_roll,balance_max_rad,base_height_mean_m,best_mapping,best_mapping_r,cap_effort_target,cap_runtime_gains,clip,clip_archive,cmd_jump_rad,contact_rule,contact_threshold_n,decimation,dev_cmd_max_rad,dev_cmd_rms_calf_stance,dev_cmd_rms_calf_swing,dev_cmd_rms_hip_stance,dev_cmd_rms_hip_swing,dev_cmd_rms_thigh_stance,dev_cmd_rms_thigh_swing,dev_meas_rms_calf_stance,dev_meas_rms_calf_swing,dev_meas_rms_hip_stance,dev_meas_rms_hip_swing,dev_meas_rms_thigh_stance,dev_meas_rms_thigh_swing,dt,duty,duty_bare_threshold,duty_per_leg,fall_height_m,flight_frac,foot_axis,foot_cap_hit_frac,foot_clip_rad,foot_comp,foot_hip_x_front_m,foot_k,foot_len_bias,foot_lever_m,foot_sign,foot_swing_source,foot_t_stance_s,foot_vel_filter_hz,foot_vx_des,foot_vy_log,foot_vy_target,foot_wz_log,foot_yaw,foot_yaw_bias,gain_writes,ground_friction_mu,handover_ang_dps,handover_feet_loaded,handover_speed_mps,hip_offset_rad_max,hip_sign,mode_requested,mode_used,n_cycles,n_steps,overwrite_frac_legsteps,overwrite_frac_time,phys_dt,plant_comp,plant_comp_alpha,rate,run_utc,settle_mode,start_feet_down,start_foot_spread_m,start_frame,start_phase,stride_cv,stride_hz,stride_hz_bare_threshold,swing_frac,swing_lift_added_mm,swing_lift_calf_max_rad,swing_lift_mm,swing_lift_sym,swing_lift_thigh_max_rad,switch_after_cycles,switch_step,switch_t_s,tag,term_reason,terminated_s,then_clip,torque_saturated_frac,verdict,via_clip,vx_mean,vy_mean,yaw_rate_deg_s
none,--clip-archive data/skill_clips.npz --clip JUMP --rate lo --headless --device cpu --hip-sign keep --contact-threshold-n 30 --settle-mode stand --cycles 1 --results-csv outputs/video_baseline.csv --tag base_JUMP,off,0.0,0.0,0.0,0.0,0.0,0.29011213779449463,left_right_swapped + hip sign flipped,0.6460458139578501,True,True,JUMP,skill_clips.npz,,schmitt+despeckle on force,30.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19381865859031677,0.1670544445514679,0.20417051017284393,0.06832002103328705,0.06997773051261902,0.060532405972480774,0.02,0.6413043478260869,0.4891304347826087,"[0.6086956521739131, 0.6521739130434783, 0.6521739130434783, 0.6521739130434783]",0.15,0.30434782608695654,,0.0,0.0,off,0.0,0.0,0.0,0.0,0,,1.1099999999999999,0.0,0.006316836468584555,-0.105389,,0.0132303,,0.0,0,1.3,11.004529290705037,3,0.07256386429071426,0.0,keep,position,position,0,23,0.0,0.0,0.005,off,0.0,lo,2026-08-31T16:15:32Z,stand,,nan,0,first,nan,nan,10.0,0.8369565217391305,{},0.0,0.0,1,0.0,,,,base_JUMP,height,0.44,,0.0,FAIL,,-0.06332285702228546,-0.008981266990303993,-3.326427936553955
