argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.5637862682342529,18,step_down,1,4.476336846195765,on,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_down@TURN,step_down_0p06,0,2,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,398,0.0,1,nan,-48.69013272535321,58.73084469012986
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.572731614112854,18,gap,1,3.999154519604249,on,3,3,off,0.0,0,0.04,spawn,0.05,9,probe.gap@TURN,gap_0p05,0,2,2026-08-31T02:18:37Z,inplace,TURN,1.0,0.0,398,0.0,1,nan,-49.93059380629006,54.583733049355686
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.5689151287078857,18,gap,1,4.053245167648758,on,3,3,off,0.0,0,0.04,spawn,0.1,9,probe.gap@TURN,gap_0p10,0,2,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999982,0.0,398,0.0,1,nan,-43.18060033930098,54.811574333051425
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.5776348114013672,18,gap,1,4.105357042119735,on,3,3,off,0.0,0,0.04,spawn,0.15,9,probe.gap@TURN,gap_0p15,0,2,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,398,0.0,1,nan,-46.54578478793161,54.37586895159424
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.5770134925842285,27,step_up,1,4.487365171270186,on,3,3,off,0.0,0,0.04,spawn,0.02,9,probe.step_up@TURN,step_up_0p02,0,3,2026-08-31T02:18:37Z,inplace,TURN,1.0,0.0,295,0.0,1,nan,-41.96887295810333,51.89445584074113
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.3844969868659973,27,step_up,1,4.347693986035764,on,3,3,off,0.0,0,0.04,spawn,0.04,9,probe.step_up@TURN,step_up_0p04,0,3,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999982,0.0,295,0.0,1,nan,-42.12283441503425,48.27569389303878
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.4724181592464447,27,step_up,1,4.428712510060752,on,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_up@TURN,step_up_0p06,0,3,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,295,0.0,1,nan,-39.89065624954168,54.20776825694634
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.5494222640991211,27,step_down,1,4.480810624552002,on,3,3,off,0.0,0,0.04,spawn,0.02,9,probe.step_down@TURN,step_down_0p02,0,3,2026-08-31T02:18:37Z,inplace,TURN,1.0,0.0,295,0.0,1,nan,-39.68599980559978,51.872208328601914
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.3847300708293915,27,step_down,1,4.339287785261376,on,3,3,off,0.0,0,0.04,spawn,0.04,9,probe.step_down@TURN,step_down_0p04,0,3,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999982,0.0,295,0.0,1,nan,-40.28775947352386,47.60335312701466
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.4035413861274719,27,step_down,1,4.382499114612235,on,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_down@TURN,step_down_0p06,0,3,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,295,0.0,1,nan,-38.84450491472009,58.348237431129235
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.5708122253417969,27,gap,1,4.034439278051154,on,3,3,off,0.0,0,0.04,spawn,0.05,9,probe.gap@TURN,gap_0p05,0,3,2026-08-31T02:18:37Z,inplace,TURN,1.0,0.0,295,0.0,1,nan,-40.51439977228537,51.920400025880326
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.41811203956604004,27,gap,1,3.9898301125616586,on,3,3,off,0.0,0,0.04,spawn,0.1,9,probe.gap@TURN,gap_0p10,0,3,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999982,0.0,295,0.0,1,nan,-41.217633842152566,56.527293849073516
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.5668143033981323,27,gap,1,4.126205483130645,on,3,3,off,0.0,0,0.04,spawn,0.15,9,probe.gap@TURN,gap_0p15,0,3,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,295,0.0,1,nan,-38.37523580807073,51.0547715628353
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.171190544962883,36,step_up,0,3.859123153809987,on,3,3,off,0.0,0,0.04,spawn,0.02,9,probe.step_up@TURN,step_up_0p02,1,4,2026-08-31T02:18:37Z,inplace,TURN,1.0,0.0,314,0.0,1,5.88,-94.08625162754976,94.08625162754976
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.1999325007200241,36,step_up,0,3.829153485997884,on,3,3,off,0.0,0,0.04,spawn,0.04,9,probe.step_up@TURN,step_up_0p04,1,4,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999982,0.0,314,0.0,1,6.22,-91.74796251850418,91.74796251850418
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.1575443148612976,36,step_up,0,3.8727838751617276,on,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_up@TURN,step_up_0p06,1,4,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,314,0.0,1,6.26,-90.78857844063828,90.78857844063828
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.1620907187461853,36,step_down,0,3.867084304074764,on,3,3,off,0.0,0,0.04,spawn,0.02,9,probe.step_down@TURN,step_down_0p02,1,4,2026-08-31T02:18:37Z,inplace,TURN,1.0,0.0,314,0.0,1,6.26,-90.61220733228345,90.61220733228345
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.1714508831501007,36,step_down,0,3.85925948988992,on,3,3,off,0.0,0,0.04,spawn,0.04,9,probe.step_down@TURN,step_down_0p04,1,4,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999982,0.0,314,0.0,1,5.84,-94.67936640196035,94.67936640196035
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.21953512728214264,36,step_down,0,3.8105032684629485,on,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_down@TURN,step_down_0p06,1,4,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,314,0.0,1,5.82,-95.21287759422435,95.21287759422435
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.1859014332294464,36,gap,0,3.392999386039273,on,3,3,off,0.0,0,0.04,spawn,0.05,9,probe.gap@TURN,gap_0p05,1,4,2026-08-31T02:18:37Z,inplace,TURN,1.0,0.0,314,0.0,1,6.24,-90.84782899401947,90.84782899401947
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.19951780140399933,36,gap,0,3.4295427149543425,on,3,3,off,0.0,0,0.04,spawn,0.1,9,probe.gap@TURN,gap_0p10,1,4,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999982,0.0,314,0.0,1,6.26,-90.60277792761664,90.60277792761664
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 5 --foot-comp on --heading off --results-csv outputs/turn_inplace_flat.csv,0.16992264986038208,36,gap,0,3.5108123226914643,on,3,3,off,0.0,0,0.04,spawn,0.15,9,probe.gap@TURN,gap_0p15,1,4,2026-08-31T02:18:37Z,inplace,TURN,0.9999999999999964,0.0,314,0.0,1,5.86,-94.64132611236718,94.64132611236718
