argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,15,roughness,1,2.7256736242370674,on,5,4,heading-only,0.0,0,0.04,obstacle,0.045,20,probe.roughness@WALK,roughness_0p045,0,2,2026-08-31T02:27:13Z,goal,1,WALK,0.9999999999999982,0.0,1841,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,15,roughness,1,2.3954802515544213,on,5,4,heading-only,0.0,0,0.04,obstacle,0.05,20,probe.roughness@WALK,roughness_0p050,0,2,2026-08-31T02:27:13Z,goal,1,WALK,0.9999999999999964,0.0,1841,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,15,roughness,1,2.2149085134849282,on,5,4,heading-only,0.0,0,0.04,obstacle,0.055,20,probe.roughness@WALK,roughness_0p055,0,2,2026-08-31T02:27:13Z,goal,1,WALK,1.0,0.0,1841,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,15,roughness,1,2.5665012038945267,on,5,4,heading-only,0.0,0,0.04,obstacle,0.06,20,probe.roughness@WALK,roughness_0p060,0,2,2026-08-31T02:27:13Z,goal,1,WALK,0.9999999999999929,0.0,1841,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,22,slope,1,1.6827815726109705,on,5,4,heading-only,0.0,0,0.04,obstacle,5.0,20,probe.slope@WALK,slope_5p00,1,3,2026-08-31T02:27:13Z,goal,1,WALK,1.0,0.0,1848,0.0,1,29.92,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,22,slope,1,2.8140655879013456,on,5,4,heading-only,0.0,0,0.04,obstacle,10.0,20,probe.slope@WALK,slope_10p00,0,3,2026-08-31T02:27:13Z,goal,1,WALK,0.9999999999999982,0.0,1848,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,22,slope,1,2.5005246991795125,on,5,4,heading-only,0.0,0,0.04,obstacle,15.0,20,probe.slope@WALK,slope_15p00,0,3,2026-08-31T02:27:13Z,goal,1,WALK,0.9999999999999964,0.0,1848,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,22,slope,1,3.0151805113369208,on,5,4,heading-only,0.0,0,0.04,obstacle,20.0,20,probe.slope@WALK,slope_20p00,0,3,2026-08-31T02:27:13Z,goal,1,WALK,1.0,0.0,1848,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,22,slope,1,2.94082562878953,on,5,4,heading-only,0.0,0,0.04,obstacle,25.0,20,probe.slope@WALK,slope_25p00,0,3,2026-08-31T02:27:13Z,goal,1,WALK,0.9999999999999929,0.0,1848,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,22,slope,1,3.1386596844121315,on,5,4,heading-only,0.0,0,0.04,obstacle,30.0,20,probe.slope@WALK,slope_30p00,0,3,2026-08-31T02:27:13Z,goal,1,WALK,1.0,0.0,1848,0.0,1,nan,,
--headless --device cpu --probes data/calibration_probes_v2.npz --families slope roughness --skill WALK --reps 5 --foot-comp on --heading heading-only --results-csv outputs/v2_walk.csv,,22,slope,1,3.197286519969674,on,5,4,heading-only,0.0,0,0.04,obstacle,35.0,20,probe.slope@WALK,slope_35p00,0,3,2026-08-31T02:27:13Z,goal,1,WALK,0.9999999999999982,0.0,1848,0.0,1,nan,,
