switch_delay_s,task,level,skill,t_start_s,t_end_s,x_start_m,x_end_m,duration_s
0.6,box_jump_even,8,WALK,20.9,26,6.38833,7.40231,5.1
0.6,box_jump_even,8,RUN,26,26.7,7.40231,7.73736,0.7
0.6,box_jump_even,8,WALK,26.7,32.1,7.73736,8.80371,5.4
0.6,box_jump_even,8,RUN,32.1,33.1,8.80371,9.28341,1
0.6,box_jump_even,8,WALK,33.1,38.2,9.28341,10.2964,5.1
0.6,box_jump_even,8,RUN,38.2,40.2,10.2964,11.25,2
0.6,box_jump_even,9,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_even,9,RUN,0.6,2.2,1.33,2.07599,1.6
0.6,box_jump_even,9,WALK,2.2,7.7,2.07599,3.16217,5.5
0.6,box_jump_even,9,RUN,7.7,8.9,3.16217,3.73765,1.2
0.6,box_jump_even,9,WALK,8.9,14.8,3.73765,4.90763,5.9
0.6,box_jump_even,9,RUN,14.8,15.7,4.90763,5.33961,0.9
0.6,box_jump_even,9,WALK,15.7,21.3,5.33961,6.449,5.6
0.6,box_jump_even,9,RUN,21.3,22,6.449,6.78494,0.7
0.6,box_jump_even,9,WALK,22,27.6,6.78494,7.89972,5.6
0.6,box_jump_even,9,RUN,27.6,28.7,7.89972,8.42764,1.1
0.6,box_jump_even,9,WALK,28.7,34.4,8.42764,9.5573,5.7
0.6,box_jump_even,9,RUN,34.4,35.6,9.5573,10.1329,1.2
0.6,box_jump_even,9,WALK,35.6,41.5,10.1329,11.3112,5.9
0.6,box_jump_even,9,RUN,41.5,43.5,11.3112,12.25,2
0.6,box_jump_uneven,0,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,0,RUN,0.6,3.2,1.33,2.55358,2.6
0.6,box_jump_uneven,0,WALK,3.2,7,2.55358,3.3039,3.8
0.6,box_jump_uneven,0,RUN,7,8.2,3.3039,3.87903,1.2
0.6,box_jump_uneven,0,WALK,8.2,12.1,3.87903,4.64975,3.9
0.6,box_jump_uneven,0,RUN,12.1,14.3,4.64975,5.70569,2.2
0.6,box_jump_uneven,0,WALK,14.3,18.3,5.70569,6.49891,4
0.6,box_jump_uneven,0,RUN,18.3,20.3,6.49891,7.45874,2
0.6,box_jump_uneven,0,WALK,20.3,24.4,7.45874,8.25973,4.1
0.6,box_jump_uneven,0,RUN,24.4,26.5,8.25973,9.26764,2.1
0.6,box_jump_uneven,0,WALK,26.5,30.5,9.26764,10.0528,4
0.6,box_jump_uneven,0,RUN,30.5,32.7,10.0528,11.1088,2.2
0.6,box_jump_uneven,0,WALK,32.7,36.5,11.1088,11.8582,3.8
0.6,box_jump_uneven,0,RUN,36.5,38.5,11.8582,12.8,2
0.6,box_jump_uneven,1,TROT,0,1.8,1,1.93878,1.8
0.6,box_jump_uneven,1,RUN,1.8,2.8,1.93878,2.41745,1
0.6,box_jump_uneven,1,WALK,2.8,6.8,2.41745,3.21548,4
0.6,box_jump_uneven,1,RUN,6.8,8,3.21548,3.79063,1.2
0.6,box_jump_uneven,1,WALK,8,12.1,3.79063,4.59978,4.1
0.6,box_jump_uneven,1,RUN,12.1,13.2,4.59978,5.12705,1.1
0.6,box_jump_uneven,1,WALK,13.2,17.4,5.12705,5.95808,4.2
0.6,box_jump_uneven,1,RUN,17.4,18.7,5.95808,6.58118,1.3
0.6,box_jump_uneven,1,WALK,18.7,22.8,6.58118,7.39962,4.1
0.6,box_jump_uneven,1,RUN,22.8,24.8,7.39962,8.35866,2
0.6,box_jump_uneven,1,WALK,24.8,28.9,8.35866,9.16276,4.1
0.6,box_jump_uneven,1,RUN,28.9,31.1,9.16276,10.215,2.2
0.6,box_jump_uneven,1,WALK,31.1,35.1,10.215,10.9961,4
0.6,box_jump_uneven,1,RUN,35.1,37.1,10.9961,11.95,2
0.6,box_jump_uneven,2,TROT,0,1.8,1,1.93983,1.8
0.6,box_jump_uneven,2,RUN,1.8,3,1.93983,2.51562,1.2
0.6,box_jump_uneven,2,WALK,3,7.5,2.51562,3.40917,4.5
0.6,box_jump_uneven,2,RUN,7.5,9.5,3.40917,4.36917,2
0.6,box_jump_uneven,2,WALK,9.5,14,4.36917,5.24997,4.5
0.6,box_jump_uneven,2,RUN,14,16.3,5.24997,6.35302,2.3
0.6,box_jump_uneven,2,WALK,16.3,20.6,6.35302,7.20326,4.3
0.6,box_jump_uneven,2,RUN,20.6,22.8,7.20326,8.2591,2.2
0.6,box_jump_uneven,2,WALK,22.8,26.8,8.2591,9.05369,4
0.6,box_jump_uneven,2,RUN,26.8,28.1,9.05369,9.67716,1.3
0.6,box_jump_uneven,2,WALK,28.1,32,9.67716,10.4465,3.9
0.6,box_jump_uneven,2,RUN,32,33.3,10.4465,11.0705,1.3
0.6,box_jump_uneven,2,WALK,33.3,37.5,11.0705,11.9032,4.2
0.6,box_jump_uneven,2,RUN,37.5,39.5,11.9032,12.85,2
0.6,box_jump_uneven,3,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,3,WALK,0.6,3.3,1.33,1.85846,2.7
0.6,box_jump_uneven,3,RUN,3.3,4,1.85846,2.19303,0.7
0.6,box_jump_uneven,3,WALK,4,7.6,2.19303,2.90477,3.6
0.6,box_jump_uneven,3,RUN,7.6,9.7,2.90477,3.91081,2.1
0.6,box_jump_uneven,3,WALK,9.7,14.5,3.91081,4.85874,4.8
0.6,box_jump_uneven,3,RUN,14.5,15.8,4.85874,5.4821,1.3
0.6,box_jump_uneven,3,WALK,15.8,17.4,5.4821,5.79156,1.6
0.6,box_jump_uneven,3,JUMP,17.4,18.2,5.79156,5.79156,0.8
0.6,box_jump_uneven,3,WALK,18.2,21.3,5.79156,6.41155,3.1
0.6,box_jump_uneven,3,RUN,21.3,23.3,6.41155,7.37153,2
0.6,box_jump_uneven,3,WALK,23.3,27.5,7.37153,8.198,4.2
0.6,box_jump_uneven,3,RUN,27.5,29.6,8.198,9.20572,2.1
0.6,box_jump_uneven,3,WALK,29.6,31.2,9.20572,9.51204,1.6
0.6,box_jump_uneven,3,JUMP,31.2,32,9.51204,9.51204,0.8
0.6,box_jump_uneven,3,WALK,32,35,9.51204,10.1117,3
0.6,box_jump_uneven,3,RUN,35,37.2,10.1117,11.167,2.2
0.6,box_jump_uneven,3,WALK,37.2,41.5,11.167,12.013,4.3
0.6,box_jump_uneven,3,RUN,41.5,43.5,12.013,12.95,2
0.6,box_jump_uneven,4,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,4,WALK,0.6,3.3,1.33,1.85984,2.7
0.6,box_jump_uneven,4,RUN,3.3,4,1.85984,2.19568,0.7
0.6,box_jump_uneven,4,WALK,4,4.8,2.19568,2.35561,0.8
0.6,box_jump_uneven,4,JUMP,4.8,5.6,2.35561,2.35561,0.8
0.6,box_jump_uneven,4,WALK,5.6,8.7,2.35561,2.95576,3.1
0.6,box_jump_uneven,4,RUN,8.7,9.6,2.95576,3.38606,0.9
0.6,box_jump_uneven,4,WALK,9.6,14.5,3.38606,4.35776,4.9
0.6,box_jump_uneven,4,RUN,14.5,16.4,4.35776,5.26833,1.9
0.6,box_jump_uneven,4,WALK,16.4,17.9,5.26833,5.55764,1.5
0.6,box_jump_uneven,4,JUMP,17.9,18.7,5.55764,5.55764,0.8
0.6,box_jump_uneven,4,WALK,18.7,21.7,5.55764,6.15762,3
0.6,box_jump_uneven,4,RUN,21.7,22.6,6.15762,6.58961,0.9
0.6,box_jump_uneven,4,WALK,22.6,27.5,6.58961,7.56167,4.9
0.6,box_jump_uneven,4,RUN,27.5,28.9,7.56167,8.2336,1.4
0.6,box_jump_uneven,4,WALK,28.9,30.8,8.2336,8.6134,1.9
0.6,box_jump_uneven,4,JUMP,30.8,31.6,8.6134,8.6134,0.8
0.6,box_jump_uneven,4,WALK,31.6,34.6,8.6134,9.21321,3
0.6,box_jump_uneven,4,RUN,34.6,36.7,9.21321,10.2209,2.1
0.6,box_jump_uneven,4,WALK,36.7,41.2,10.2209,11.1017,4.5
0.6,box_jump_uneven,4,RUN,41.2,43.2,11.1017,12.05,2
0.6,box_jump_uneven,5,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,5,WALK,0.6,1.3,1.33,1.47,0.7
0.6,box_jump_uneven,5,JUMP,1.3,2.1,1.47,1.47,0.8
0.6,box_jump_uneven,5,WALK,2.1,4.1,1.47,1.85866,2
0.6,box_jump_uneven,5,RUN,4.1,4.8,1.85866,2.1934,0.7
0.6,box_jump_uneven,5,WALK,4.8,8.9,2.1934,3.00617,4.1
0.6,box_jump_uneven,5,RUN,8.9,9.9,3.00617,3.48417,1
0.6,box_jump_uneven,5,WALK,9.9,14.8,3.48417,4.45051,4.9
0.6,box_jump_uneven,5,RUN,14.8,15.8,4.45051,4.9304,1
0.6,box_jump_uneven,5,WALK,15.8,17.9,4.9304,5.34248,2.1
0.6,box_jump_uneven,5,JUMP,17.9,18.7,5.34248,5.34248,0.8
0.6,box_jump_uneven,5,WALK,18.7,21.8,5.34248,5.96174,3.1
0.6,box_jump_uneven,5,RUN,21.8,23.1,5.96174,6.585,1.3
0.6,box_jump_uneven,5,WALK,23.1,25,6.585,6.95774,1.9
0.6,box_jump_uneven,5,JUMP,25,25.8,6.95774,6.95774,0.8
0.6,box_jump_uneven,5,WALK,25.8,28.8,6.95774,7.55674,3
0.6,box_jump_uneven,5,RUN,28.8,30.8,7.55674,8.51516,2
0.6,box_jump_uneven,5,WALK,30.8,35.6,8.51516,9.465,4.8
0.6,box_jump_uneven,5,RUN,35.6,37.7,9.465,10.4717,2.1
0.6,box_jump_uneven,5,WALK,37.7,42.4,10.4717,11.409,4.7
0.6,box_jump_uneven,5,RUN,42.4,44.4,11.409,12.35,2
0.6,box_jump_uneven,6,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,6,WALK,0.6,3.3,1.33,1.85893,2.7
0.6,box_jump_uneven,6,RUN,3.3,4,1.85893,2.19394,0.7
0.6,box_jump_uneven,6,WALK,4,8.2,2.19394,3.01416,4.2
0.6,box_jump_uneven,6,RUN,8.2,9.1,3.01416,3.44615,0.9
0.6,box_jump_uneven,6,WALK,9.1,13.9,3.44615,4.40441,4.8
0.6,box_jump_uneven,6,RUN,13.9,15.2,4.40441,5.02776,1.3
0.6,box_jump_uneven,6,WALK,15.2,20.1,5.02776,6.00522,4.9
0.6,box_jump_uneven,6,RUN,20.1,21.2,6.00522,6.5331,1.1
0.6,box_jump_uneven,6,WALK,21.2,23.1,6.5331,6.90758,1.9
0.6,box_jump_uneven,6,JUMP,23.1,23.9,6.90758,6.90758,0.8
0.6,box_jump_uneven,6,WALK,23.9,26.9,6.90758,7.50755,3
0.6,box_jump_uneven,6,RUN,26.9,28.9,7.50755,8.46752,2
0.6,box_jump_uneven,6,WALK,28.9,33.9,8.46752,9.4545,5
0.6,box_jump_uneven,6,RUN,33.9,34.8,9.4545,9.88644,0.9
0.6,box_jump_uneven,6,WALK,34.8,39.7,9.88644,10.8585,4.9
0.6,box_jump_uneven,6,RUN,39.7,41.7,10.8585,11.8,2
0.6,box_jump_uneven,7,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,7,WALK,0.6,3.3,1.33,1.85991,2.7
0.6,box_jump_uneven,7,RUN,3.3,4,1.85991,2.19583,0.7
0.6,box_jump_uneven,7,WALK,4,9.1,2.19583,3.20106,5.1
0.6,box_jump_uneven,7,RUN,9.1,10.7,3.20106,3.96765,1.6
0.6,box_jump_uneven,7,WALK,10.7,16.2,3.96765,5.04863,5.5
0.6,box_jump_uneven,7,RUN,16.2,18.1,5.04863,5.96063,1.9
0.6,box_jump_uneven,7,WALK,18.1,23.2,5.96063,6.9599,5.1
0.6,box_jump_uneven,7,RUN,23.2,24.9,6.9599,7.77372,1.7
0.6,box_jump_uneven,7,WALK,24.9,29.9,7.77372,8.75253,5
0.6,box_jump_uneven,7,RUN,29.9,30.9,8.75253,9.23087,1
0.6,box_jump_uneven,7,WALK,30.9,36.6,9.23087,10.3581,5.7
0.6,box_jump_uneven,7,RUN,36.6,37.6,10.3581,10.8354,1
0.6,box_jump_uneven,7,WALK,37.6,42.7,10.8354,11.8458,5.1
0.6,box_jump_uneven,7,RUN,42.7,44.7,11.8458,12.8,2
0.6,box_jump_uneven,8,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,8,WALK,0.6,3.3,1.33,1.85948,2.7
0.6,box_jump_uneven,8,RUN,3.3,4.5,1.85948,2.43465,1.2
0.6,box_jump_uneven,8,WALK,4.5,10.4,2.43465,3.59753,5.9
0.6,box_jump_uneven,8,RUN,10.4,11.3,3.59753,4.02943,0.9
0.6,box_jump_uneven,8,WALK,11.3,16.4,4.02943,5.04687,5.1
0.6,box_jump_uneven,8,RUN,16.4,18.1,5.04687,5.86279,1.7
0.6,box_jump_uneven,8,WALK,18.1,23.6,5.86279,6.9527,5.5
0.6,box_jump_uneven,8,RUN,23.6,24.9,6.9527,7.57634,1.3
0.6,box_jump_uneven,8,WALK,24.9,30.8,7.57634,8.75421,5.9
0.6,box_jump_uneven,8,RUN,30.8,31.5,8.75421,9.09017,0.7
0.6,box_jump_uneven,8,WALK,31.5,37.1,9.09017,10.2005,5.6
0.6,box_jump_uneven,8,RUN,37.1,38.8,10.2005,11.0151,1.7
0.6,box_jump_uneven,8,WALK,38.8,43.5,11.0151,11.9502,4.7
0.6,box_jump_uneven,8,RUN,43.5,45.5,11.9502,12.9,2
0.6,box_jump_uneven,9,TROT,0,0.6,1,1.33,0.6
0.6,box_jump_uneven,9,WALK,0.6,3.3,1.33,1.85965,2.7
0.6,box_jump_uneven,9,RUN,3.3,4.3,1.85965,2.33918,1
0.6,box_jump_uneven,9,WALK,4.3,10.2,2.33918,3.50626,5.9
0.6,box_jump_uneven,9,RUN,10.2,11.4,3.50626,4.08218,1.2
0.6,box_jump_uneven,9,WALK,11.4,16.8,4.08218,5.15594,5.4
0.6,box_jump_uneven,9,RUN,16.8,18.1,5.15594,5.77983,1.3
0.6,box_jump_uneven,9,WALK,18.1,23.2,5.77983,6.79621,5.1
0.6,box_jump_uneven,9,RUN,23.2,24.4,6.79621,7.37204,1.2
0.6,box_jump_uneven,9,WALK,24.4,30.4,7.37204,8.55646,6
0.6,box_jump_uneven,9,RUN,30.4,31.2,8.55646,8.94004,0.8
0.6,box_jump_uneven,9,WALK,31.2,37.1,8.94004,10.1138,5.9
0.6,box_jump_uneven,9,RUN,37.1,38.6,10.1138,10.8337,1.5
0.6,box_jump_uneven,9,WALK,38.6,44.8,10.8337,12.0535,6.2
0.6,box_jump_uneven,9,RUN,44.8,46.8,12.0535,13,2
0.6,flat_circle_jump,0,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,0,WALK,0.6,1.3,1.33,1.47,0.7
0.6,flat_circle_jump,0,JUMP,1.3,2.1,1.47,1.47,0.8
0.6,flat_circle_jump,0,WALK,2.1,4.1,1.47,1.85638,2
0.6,flat_circle_jump,0,RUN,4.1,5.9,1.85638,2.69321,1.8
0.6,flat_circle_jump,0,TROT,5.9,7.7,2.69321,3.66334,1.8
0.6,flat_circle_jump,0,RUN,7.7,8.4,3.66334,3.99596,0.7
0.6,flat_circle_jump,0,TROT,8.4,11.4,3.99596,5.57453,3
0.6,flat_circle_jump,0,RUN,11.4,12.1,5.57453,5.90995,0.7
0.6,flat_circle_jump,0,WALK,12.1,16.4,5.90995,6.74948,4.3
0.6,flat_circle_jump,0,RUN,16.4,17.1,6.74948,7.08519,0.7
0.6,flat_circle_jump,0,WALK,17.1,20.8,7.08519,7.80738,3.7
0.6,flat_circle_jump,0,RUN,20.8,22.8,7.80738,8.75,2
0.6,flat_circle_jump,1,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,1,WALK,0.6,3.3,1.33,1.85602,2.7
0.6,flat_circle_jump,1,RUN,3.3,4.1,1.85602,2.23577,0.8
0.6,flat_circle_jump,1,WALK,4.1,6.1,2.23577,2.61767,2
0.6,flat_circle_jump,1,RUN,6.1,7.4,2.61767,3.22955,1.3
0.6,flat_circle_jump,1,TROT,7.4,9,3.22955,4.06498,1.6
0.6,flat_circle_jump,1,RUN,9,10.8,4.06498,4.88542,1.8
0.6,flat_circle_jump,1,WALK,10.8,15.7,4.88542,5.85841,4.9
0.6,flat_circle_jump,1,RUN,15.7,16.4,5.85841,6.19325,0.7
0.6,flat_circle_jump,1,WALK,16.4,20.8,6.19325,7.05793,4.4
0.6,flat_circle_jump,1,RUN,20.8,21.5,7.05793,7.39241,0.7
0.6,flat_circle_jump,1,WALK,21.5,26.3,7.39241,8.34872,4.8
0.6,flat_circle_jump,1,RUN,26.3,28.3,8.34872,9.3,2
0.6,flat_circle_jump,2,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,2,WALK,0.6,5.3,1.33,2.25948,4.7
0.6,flat_circle_jump,2,RUN,5.3,6,2.25948,2.59525,0.7
0.6,flat_circle_jump,2,WALK,6,14,2.59525,4.16608,8
0.6,flat_circle_jump,2,RUN,14,14.7,4.16608,4.49797,0.7
0.6,flat_circle_jump,2,WALK,14.7,19.1,4.49797,5.35172,4.4
0.6,flat_circle_jump,2,RUN,19.1,19.8,5.35172,5.68275,0.7
0.6,flat_circle_jump,2,WALK,19.8,24.5,5.68275,6.6053,4.7
0.6,flat_circle_jump,2,RUN,24.5,25.2,6.6053,6.93891,0.7
0.6,flat_circle_jump,2,WALK,25.2,28.7,6.93891,7.61258,3.5
0.6,flat_circle_jump,2,RUN,28.7,29.7,7.61258,8.0841,1
0.6,flat_circle_jump,2,WALK,29.7,34.4,8.0841,9.00869,4.7
0.6,flat_circle_jump,2,RUN,34.4,36.4,9.00869,9.95,2
0.6,flat_circle_jump,3,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,3,WALK,0.6,1.3,1.33,1.47,0.7
0.6,flat_circle_jump,3,JUMP,1.3,2.1,1.47,1.47,0.8
0.6,flat_circle_jump,3,WALK,2.1,5.1,1.47,2.06,3
0.6,flat_circle_jump,3,RUN,5.1,5.8,2.06,2.396,0.7
0.6,flat_circle_jump,3,WALK,5.8,10.2,2.396,3.25967,4.4
0.6,flat_circle_jump,3,RUN,10.2,13.7,3.25967,4.90561,3.5
0.6,flat_circle_jump,3,WALK,13.7,18.6,4.90561,5.86221,4.9
0.6,flat_circle_jump,3,RUN,18.6,21,5.86221,6.97469,2.4
0.6,flat_circle_jump,3,WALK,21,27,6.97469,8.16,6
0.6,flat_circle_jump,3,RUN,27,27.7,8.16,8.496,0.7
0.6,flat_circle_jump,3,WALK,27.7,32.5,8.496,9.44872,4.8
0.6,flat_circle_jump,3,RUN,32.5,34.5,9.44872,10.4,2
0.6,flat_circle_jump,4,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,4,WALK,0.6,1.3,1.33,1.47,0.7
0.6,flat_circle_jump,4,JUMP,1.3,2.1,1.47,1.47,0.8
0.6,flat_circle_jump,4,WALK,2.1,4.8,1.47,1.99968,2.7
0.6,flat_circle_jump,4,RUN,4.8,5.6,1.99968,2.38344,0.8
0.6,flat_circle_jump,4,WALK,5.6,10.5,2.38344,3.35953,4.9
0.6,flat_circle_jump,4,RUN,10.5,11.2,3.35953,3.69518,0.7
0.6,flat_circle_jump,4,WALK,11.2,15.8,3.69518,4.59793,4.6
0.6,flat_circle_jump,4,RUN,15.8,16.5,4.59793,4.93277,0.7
0.6,flat_circle_jump,4,WALK,16.5,20.7,4.93277,5.76,4.2
0.6,flat_circle_jump,4,RUN,20.7,21.4,5.76,6.096,0.7
0.6,flat_circle_jump,4,WALK,21.4,27.7,6.096,7.34805,6.3
0.6,flat_circle_jump,4,RUN,27.7,29.7,7.34805,8.286,2
0.6,flat_circle_jump,4,WALK,29.7,37.1,8.286,9.74869,7.4
0.6,flat_circle_jump,4,RUN,37.1,39.1,9.74869,10.7,2
0.6,flat_circle_jump,5,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,5,WALK,0.6,4.5,1.33,2.09967,3.9
0.6,flat_circle_jump,5,RUN,4.5,5.9,2.09967,2.77129,1.4
0.6,flat_circle_jump,5,WALK,5.9,9.1,2.77129,3.39891,3.2
0.6,flat_circle_jump,5,RUN,9.1,10.5,3.39891,4.06907,1.4
0.6,flat_circle_jump,5,WALK,10.5,15.3,4.06907,5.0053,4.8
0.6,flat_circle_jump,5,RUN,15.3,16,5.0053,5.33891,0.7
0.6,flat_circle_jump,5,WALK,16,21.2,5.33891,6.35535,5.2
0.6,flat_circle_jump,5,RUN,21.2,21.9,6.35535,6.6893,0.7
0.6,flat_circle_jump,5,WALK,21.9,26.8,6.6893,7.64694,4.9
0.6,flat_circle_jump,5,RUN,26.8,30.7,7.64694,9.51,3.9
0.6,flat_circle_jump,5,WALK,30.7,36.8,9.51,10.7047,6.1
0.6,flat_circle_jump,5,RUN,36.8,38.8,10.7047,11.65,2
0.6,flat_circle_jump,6,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,6,WALK,0.6,5.8,1.33,2.3581,5.2
0.6,flat_circle_jump,6,RUN,5.8,6.5,2.3581,2.69335,0.7
0.6,flat_circle_jump,6,WALK,6.5,12.1,2.69335,3.79965,5.6
0.6,flat_circle_jump,6,RUN,12.1,13.5,3.79965,4.47136,1.4
0.6,flat_circle_jump,6,WALK,13.5,18.3,4.47136,5.41137,4.8
0.6,flat_circle_jump,6,RUN,18.3,19.5,5.41137,5.98046,1.2
0.6,flat_circle_jump,6,TROT,19.5,20.2,5.98046,6.35374,0.7
0.6,flat_circle_jump,6,WALK,20.2,21.8,6.35374,6.66644,1.6
0.6,flat_circle_jump,6,RUN,21.8,23,6.66644,7.22929,1.2
0.6,flat_circle_jump,6,WALK,23,28.2,7.22929,8.24965,5.2
0.6,flat_circle_jump,6,RUN,28.2,29.2,8.24965,8.72945,1
0.6,flat_circle_jump,6,WALK,29.2,33.2,8.72945,9.50966,4
0.6,flat_circle_jump,6,RUN,33.2,34.4,9.50966,10.0851,1.2
0.6,flat_circle_jump,6,WALK,34.4,40.8,10.0851,11.3597,6.4
0.6,flat_circle_jump,6,RUN,40.8,42.8,11.3597,12.3,2
0.6,flat_circle_jump,7,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,7,WALK,0.6,7.6,1.33,2.70901,7
0.6,flat_circle_jump,7,RUN,7.6,8.3,2.70901,3.04198,0.7
0.6,flat_circle_jump,7,WALK,8.3,14.9,3.04198,4.34951,6.6
0.6,flat_circle_jump,7,RUN,14.9,15.6,4.34951,4.68535,0.7
0.6,flat_circle_jump,7,WALK,15.6,20.9,4.68535,5.71143,5.3
0.6,flat_circle_jump,7,RUN,20.9,21.6,5.71143,6.03942,0.7
0.6,flat_circle_jump,7,WALK,21.6,26.5,6.03942,6.99966,4.9
0.6,flat_circle_jump,7,RUN,26.5,27.9,6.99966,7.67133,1.4
0.6,flat_circle_jump,7,WALK,27.9,32.7,7.67133,8.6156,4.8
0.6,flat_circle_jump,7,RUN,32.7,33.4,8.6156,8.94954,0.7
0.6,flat_circle_jump,7,WALK,33.4,38.8,8.94954,10.0071,5.4
0.6,flat_circle_jump,7,RUN,38.8,40.4,10.0071,10.7721,1.6
0.6,flat_circle_jump,7,WALK,40.4,46.1,10.7721,11.9097,5.7
0.6,flat_circle_jump,7,RUN,46.1,48.1,11.9097,12.85,2
0.6,flat_circle_jump,8,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,8,WALK,0.6,7.6,1.33,2.7034,7
0.6,flat_circle_jump,8,RUN,7.6,8.3,2.7034,3.03483,0.7
0.6,flat_circle_jump,8,WALK,8.3,15.3,3.03483,4.40296,7
0.6,flat_circle_jump,8,RUN,15.3,16,4.40296,4.73384,0.7
0.6,flat_circle_jump,8,WALK,16,16.9,4.73384,4.91111,0.9
0.6,flat_circle_jump,8,JUMP,16.9,17.7,4.91111,4.91111,0.8
0.6,flat_circle_jump,8,WALK,17.7,22.5,4.91111,5.85193,4.8
0.6,flat_circle_jump,8,RUN,22.5,23.2,5.85193,6.18478,0.7
0.6,flat_circle_jump,8,WALK,23.2,27.6,6.18478,7.05,4.4
0.6,flat_circle_jump,8,RUN,27.6,29.2,7.05,7.818,1.6
0.6,flat_circle_jump,8,WALK,29.2,42.6,7.818,10.45,13.4
0.6,flat_circle_jump,8,RUN,42.6,44,10.45,11.122,1.4
0.6,flat_circle_jump,8,WALK,44,49.5,11.122,12.21,5.5
0.6,flat_circle_jump,8,RUN,49.5,51.5,12.21,13.15,2
0.6,flat_circle_jump,9,TROT,0,0.6,1,1.33,0.6
0.6,flat_circle_jump,9,WALK,0.6,7.5,1.33,2.69966,6.9
0.6,flat_circle_jump,9,RUN,7.5,8.9,2.69966,3.37147,1.4
0.6,flat_circle_jump,9,WALK,8.9,13.6,3.37147,4.29713,4.7
0.6,flat_circle_jump,9,RUN,13.6,15.2,4.29713,5.06197,1.6
0.6,flat_circle_jump,9,WALK,15.2,18.7,5.06197,5.74968,3.5
0.6,flat_circle_jump,9,RUN,18.7,20.1,5.74968,6.42125,1.4
0.6,flat_circle_jump,9,WALK,20.1,25.1,6.42125,7.40965,5
0.6,flat_circle_jump,9,RUN,25.1,26.4,7.40965,8.03336,1.3
0.6,flat_circle_jump,9,WALK,26.4,41.3,8.03336,10.9473,14.9
0.6,flat_circle_jump,9,RUN,41.3,42,10.9473,11.2777,0.7
0.6,flat_circle_jump,9,WALK,42,50,11.2777,12.8648,8
0.6,flat_circle_jump,9,RUN,50,52,12.8648,13.8,2
0.6,bump_jump,0,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,0,WALK,0.6,43.6,1.33,9.80967,43
0.6,bump_jump,0,RUN,43.6,45.6,9.80967,10.75,2
0.6,bump_jump,1,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,1,WALK,0.6,45.2,1.33,10.1,44.6
0.6,bump_jump,1,RUN,45.2,47.2,10.1,11.05,2
0.6,bump_jump,2,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,2,WALK,0.6,44.4,1.33,9.9987,43.8
0.6,bump_jump,2,RUN,44.4,46.4,9.9987,10.95,2
0.6,bump_jump,3,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,3,WALK,0.6,46.4,1.33,10.36,45.8
0.6,bump_jump,3,RUN,46.4,48.4,10.36,11.3,2
0.6,bump_jump,4,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,4,WALK,0.6,46.1,1.33,10.2997,45.5
0.6,bump_jump,4,RUN,46.1,48.1,10.2997,11.25,2
0.6,bump_jump,5,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,5,WALK,0.6,47.2,1.33,10.55,46.6
0.6,bump_jump,5,RUN,47.2,49.2,10.55,11.5,2
0.6,bump_jump,6,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,6,WALK,0.6,47.3,1.33,10.5117,46.7
0.6,bump_jump,6,RUN,47.3,49.3,10.5117,11.45,2
0.6,bump_jump,7,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,7,WALK,0.6,48.9,1.33,10.907,48.3
0.6,bump_jump,7,RUN,48.9,50.9,10.907,11.85,2
0.6,bump_jump,8,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,8,WALK,0.6,49.4,1.33,10.9147,48.8
0.6,bump_jump,8,RUN,49.4,51.4,10.9147,11.85,2
0.6,bump_jump,9,TROT,0,0.6,1,1.33,0.6
0.6,bump_jump,9,WALK,0.6,49.4,1.33,10.9547,48.8
0.6,bump_jump,9,RUN,49.4,51.4,10.9547,11.9,2
0.6,sideways_ramp,0,TROT,0,0.6,1,1.33,0.6
0.6,sideways_ramp,0,WALK,0.6,3.6,1.33,1.87219,3
0.6,sideways_ramp,0,RUN,3.6,4.4,1.87219,2.21247,0.8
