switch_delay_s,task,level,skill,t_start_s,t_end_s,x_start_m,x_end_m,duration_s
0.21,flat_circle_jump,6,RUN,5.7,6.2,2.27827,2.51774,0.5
0.21,flat_circle_jump,6,WALK,6.2,12.3,2.51774,3.71969,6.1
0.21,flat_circle_jump,6,RUN,12.3,13.8,3.71969,4.43938,1.5
0.21,flat_circle_jump,6,WALK,13.8,18.4,4.43938,5.33233,4.6
0.21,flat_circle_jump,6,RUN,18.4,19.7,5.33233,5.94885,1.3
0.21,flat_circle_jump,6,TROT,19.7,20,5.94885,6.11187,0.3
0.21,flat_circle_jump,6,WALK,20,22.4,6.11187,6.57361,2.4
0.21,flat_circle_jump,6,RUN,22.4,23.8,6.57361,7.23027,1.4
0.21,flat_circle_jump,6,WALK,23.8,28.6,7.23027,8.16969,4.8
0.21,flat_circle_jump,6,RUN,28.6,29.8,8.16969,8.74544,1.2
0.21,flat_circle_jump,6,WALK,29.8,33.3,8.74544,9.42974,3.5
0.21,flat_circle_jump,6,RUN,33.3,34.7,9.42974,10.1011,1.4
0.21,flat_circle_jump,6,WALK,34.7,40.6,10.1011,11.2797,5.9
0.21,flat_circle_jump,6,RUN,40.6,42.8,11.2797,12.3,2.2
0.21,flat_circle_jump,7,TROT,0,0.2,1,1.11,0.2
0.21,flat_circle_jump,7,RUN,0.2,0.5,1.11,1.254,0.3
0.21,flat_circle_jump,7,WALK,0.5,7.5,1.254,2.62973,7
0.21,flat_circle_jump,7,RUN,7.5,8,2.62973,2.86757,0.5
0.21,flat_circle_jump,7,WALK,8,15.1,2.86757,4.26955,7.1
0.21,flat_circle_jump,7,RUN,15.1,15.4,4.26955,4.41348,0.3
0.21,flat_circle_jump,7,WALK,15.4,21.6,4.41348,5.63333,6.2
0.21,flat_circle_jump,7,RUN,21.6,21.9,5.63333,5.7739,0.3
0.21,flat_circle_jump,7,WALK,21.9,27.7,5.7739,6.9197,5.8
0.21,flat_circle_jump,7,RUN,27.7,29.2,6.9197,7.63935,1.5
0.21,flat_circle_jump,7,WALK,29.2,33.8,7.63935,8.53609,4.6
0.21,flat_circle_jump,7,RUN,33.8,34.3,8.53609,8.77462,0.5
0.21,flat_circle_jump,7,WALK,34.3,40.1,8.77462,9.92737,5.8
0.21,flat_circle_jump,7,RUN,40.1,41.8,9.92737,10.7402,1.7
0.21,flat_circle_jump,7,WALK,41.8,47.3,10.7402,11.8297,5.5
0.21,flat_circle_jump,7,RUN,47.3,49.5,11.8297,12.85,2.2
0.21,flat_circle_jump,8,TROT,0,0.2,1,1.11,0.2
0.21,flat_circle_jump,8,RUN,0.2,0.5,1.11,1.254,0.3
0.21,flat_circle_jump,8,WALK,0.5,7.5,1.254,2.62449,7
0.21,flat_circle_jump,8,RUN,7.5,7.8,2.62449,2.76653,0.3
0.21,flat_circle_jump,8,WALK,7.8,15.8,2.76653,4.32417,8
0.21,flat_circle_jump,8,RUN,15.8,16.1,4.32417,4.46598,0.3
0.21,flat_circle_jump,8,WALK,16.1,18.3,4.46598,4.89929,2.2
0.21,flat_circle_jump,8,JUMP,18.3,19.1,4.89929,4.89929,0.8
0.21,flat_circle_jump,8,WALK,19.1,23.6,4.89929,5.77268,4.5
0.21,flat_circle_jump,8,RUN,23.6,23.9,5.77268,5.91533,0.3
0.21,flat_circle_jump,8,WALK,23.9,29.2,5.91533,6.97,5.3
0.21,flat_circle_jump,8,RUN,29.2,30.9,6.97,7.786,1.7
0.21,flat_circle_jump,8,WALK,30.9,44,7.786,10.37,13.1
0.21,flat_circle_jump,8,RUN,44,45.5,10.37,11.09,1.5
0.21,flat_circle_jump,8,WALK,45.5,50.8,11.09,12.13,5.3
0.21,flat_circle_jump,8,RUN,50.8,53,12.13,13.15,2.2
0.21,flat_circle_jump,9,TROT,0,0.2,1,1.11,0.2
0.21,flat_circle_jump,9,RUN,0.2,0.5,1.11,1.254,0.3
0.21,flat_circle_jump,9,WALK,0.5,7.4,1.254,2.61968,6.9
0.21,flat_circle_jump,9,RUN,7.4,8.9,2.61968,3.33948,1.5
0.21,flat_circle_jump,9,WALK,8.9,13.4,3.33948,4.21745,4.5
0.21,flat_circle_jump,9,RUN,13.4,15.1,4.21745,5.0301,1.7
0.21,flat_circle_jump,9,WALK,15.1,18.4,5.0301,5.66973,3.3
0.21,flat_circle_jump,9,RUN,18.4,19.9,5.66973,6.38927,1.5
0.21,flat_circle_jump,9,WALK,19.9,24.7,6.38927,7.32969,4.8
0.21,flat_circle_jump,9,RUN,24.7,26.2,7.32969,8.04936,1.5
0.21,flat_circle_jump,9,WALK,26.2,34,8.04936,9.57849,7.8
0.21,flat_circle_jump,9,RUN,34,34.3,9.57849,9.72011,0.3
0.21,flat_circle_jump,9,WALK,34.3,40.2,9.72011,10.8686,5.9
0.21,flat_circle_jump,9,RUN,40.2,40.5,10.8686,11.0102,0.3
0.21,flat_circle_jump,9,WALK,40.5,49.5,11.0102,12.7851,9
0.21,flat_circle_jump,9,RUN,49.5,51.7,12.7851,13.8,2.2
0.21,bump_jump,0,TROT,0,0.3,1,1.165,0.3
0.21,bump_jump,0,WALK,0.3,43.7,1.165,9.7297,43.4
0.21,bump_jump,0,RUN,43.7,45.9,9.7297,10.75,2.2
0.21,bump_jump,1,TROT,0,0.3,1,1.165,0.3
0.21,bump_jump,1,WALK,0.3,45.3,1.165,10.02,45
0.21,bump_jump,1,RUN,45.3,47.5,10.02,11.05,2.2
0.21,bump_jump,2,TROT,0,0.2,1,1.11,0.2
0.21,bump_jump,2,WALK,0.2,44.7,1.11,9.91883,44.5
0.21,bump_jump,2,RUN,44.7,46.9,9.91883,10.95,2.2
0.21,bump_jump,3,TROT,0,0.5,1,1.275,0.5
0.21,bump_jump,3,WALK,0.5,46.2,1.275,10.28,45.7
0.21,bump_jump,3,RUN,46.2,48.4,10.28,11.3,2.2
0.21,bump_jump,4,TROT,0,0.2,1,1.11,0.2
0.21,bump_jump,4,WALK,0.2,46.4,1.11,10.2197,46.2
0.21,bump_jump,4,RUN,46.4,48.6,10.2197,11.25,2.2
0.21,bump_jump,5,TROT,0,0.2,1,1.11,0.2
0.21,bump_jump,5,RUN,0.2,0.7,1.11,1.35,0.5
0.21,bump_jump,5,WALK,0.7,46.8,1.35,10.47,46.1
0.21,bump_jump,5,RUN,46.8,49,10.47,11.5,2.2
0.21,bump_jump,6,TROT,0,0.2,1,1.11,0.2
0.21,bump_jump,6,RUN,0.2,0.5,1.11,1.254,0.3
0.21,bump_jump,6,TROT,0.5,0.8,1.254,1.419,0.3
0.21,bump_jump,6,WALK,0.8,46.7,1.419,10.4324,45.9
0.21,bump_jump,6,RUN,46.7,48.9,10.4324,11.45,2.2
0.21,bump_jump,7,TROT,0,0.2,1,1.11,0.2
0.21,bump_jump,7,RUN,0.2,0.5,1.11,1.254,0.3
0.21,bump_jump,7,WALK,0.5,48.8,1.254,10.8273,48.3
0.21,bump_jump,7,RUN,48.8,51,10.8273,11.85,2.2
0.21,bump_jump,8,TROT,0,0.2,1,1.11,0.2
0.21,bump_jump,8,RUN,0.2,0.5,1.11,1.254,0.3
0.21,bump_jump,8,WALK,0.5,49.3,1.254,10.8351,48.8
0.21,bump_jump,8,RUN,49.3,51.5,10.8351,11.85,2.2
0.21,bump_jump,9,TROT,0,0.2,1,1.11,0.2
0.21,bump_jump,9,RUN,0.2,0.5,1.11,1.254,0.3
0.21,bump_jump,9,WALK,0.5,49.3,1.254,10.8751,48.8
0.21,bump_jump,9,RUN,49.3,51.5,10.8751,11.9,2.2
0.21,sideways_ramp,0,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,0,RUN,0.2,0.5,1.11,1.254,0.3
0.21,sideways_ramp,0,WALK,0.5,3.5,1.254,1.80129,3
0.21,sideways_ramp,0,RUN,3.5,4.5,1.80129,2.22665,1
0.21,sideways_ramp,0,WALK,4.5,7.4,2.22665,2.75814,2.9
0.21,sideways_ramp,0,RUN,7.4,9,2.75814,3.48286,1.6
0.21,sideways_ramp,0,WALK,9,11.8,3.48286,4.01841,2.8
0.21,sideways_ramp,0,RUN,11.8,13.3,4.01841,4.73628,1.5
0.21,sideways_ramp,0,WALK,13.3,16.7,4.73628,5.36341,3.4
0.21,sideways_ramp,0,RUN,16.7,18.4,5.36341,6.10427,1.7
0.21,sideways_ramp,0,WALK,18.4,21.5,6.10427,6.66265,3.1
0.21,sideways_ramp,0,RUN,21.5,23.2,6.66265,7.40265,1.7
0.21,sideways_ramp,0,WALK,23.2,26.3,7.40265,7.96471,3.1
0.21,sideways_ramp,0,RUN,26.3,28,7.96471,8.72934,1.7
0.21,sideways_ramp,0,WALK,28,31.1,8.72934,9.3101,3.1
0.21,sideways_ramp,0,RUN,31.1,33.3,9.3101,10.3,2.2
0.21,sideways_ramp,1,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,1,WALK,0.2,3.6,1.11,1.78,3.4
0.21,sideways_ramp,1,RUN,3.6,4.3,1.78,2.116,0.7
0.21,sideways_ramp,1,WALK,4.3,7.8,2.116,2.77333,3.5
0.21,sideways_ramp,1,RUN,7.8,9.6,2.77333,3.55856,1.8
0.21,sideways_ramp,1,WALK,9.6,12.6,3.55856,4.13221,3
0.21,sideways_ramp,1,RUN,12.6,13.9,4.13221,4.75444,1.3
0.21,sideways_ramp,1,WALK,13.9,17.3,4.75444,5.40341,3.4
0.21,sideways_ramp,1,RUN,17.3,19,5.40341,6.18564,1.7
0.21,sideways_ramp,1,WALK,19,22.1,6.18564,6.78409,3.1
0.21,sideways_ramp,1,RUN,22.1,23.4,6.78409,7.40765,1.3
0.21,sideways_ramp,1,WALK,23.4,26.8,7.40765,8.0523,3.4
0.21,sideways_ramp,1,RUN,26.8,28.2,8.0523,8.69223,1.4
0.21,sideways_ramp,1,WALK,28.2,31.4,8.69223,9.29798,3.2
0.21,sideways_ramp,1,RUN,31.4,33.7,9.29798,10.3,2.3
0.21,sideways_ramp,2,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,2,JUMP,0.2,1,1.11,1.11,0.8
0.21,sideways_ramp,2,WALK,1,4.4,1.11,1.77959,3.4
0.21,sideways_ramp,2,RUN,4.4,5,1.77959,2.06716,0.6
0.21,sideways_ramp,2,WALK,5,23.7,2.06716,5.55641,18.7
0.21,sideways_ramp,2,RUN,23.7,25,5.55641,6.13267,1.3
0.21,sideways_ramp,2,WALK,25,28.8,6.13267,6.81833,3.8
0.21,sideways_ramp,2,RUN,28.8,30.3,6.81833,7.47112,1.5
0.21,sideways_ramp,2,WALK,30.3,31.1,7.47112,7.61619,0.8
0.21,sideways_ramp,2,JUMP,31.1,31.9,7.61619,7.61619,0.8
0.21,sideways_ramp,2,WALK,31.9,34.4,7.61619,8.08491,2.5
0.21,sideways_ramp,2,RUN,34.4,35.6,8.08491,8.66047,1.2
0.21,sideways_ramp,2,WALK,35.6,38.9,8.66047,9.31722,3.3
0.21,sideways_ramp,2,RUN,38.9,41.1,9.31722,10.35,2.2
0.21,sideways_ramp,3,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,3,WALK,0.2,3.6,1.11,1.77831,3.4
0.21,sideways_ramp,3,RUN,3.6,4.2,1.77831,2.06458,0.6
0.21,sideways_ramp,3,WALK,4.2,8.5,2.06458,2.88594,4.3
0.21,sideways_ramp,3,RUN,8.5,9.7,2.88594,3.43766,1.2
0.21,sideways_ramp,3,WALK,9.7,13.5,3.43766,4.15678,3.8
0.21,sideways_ramp,3,RUN,13.5,14.8,4.15678,4.74713,1.3
0.21,sideways_ramp,3,WALK,14.8,25.5,4.74713,6.78704,10.7
0.21,sideways_ramp,3,RUN,25.5,27,6.78704,7.50287,1.5
0.21,sideways_ramp,3,WALK,27,30.6,7.50287,8.21684,3.6
0.21,sideways_ramp,3,RUN,30.6,32.1,8.21684,8.93642,1.5
0.21,sideways_ramp,3,WALK,32.1,36.2,8.93642,9.71393,4.1
0.21,sideways_ramp,3,RUN,36.2,38.4,9.71393,10.7,2.2
0.21,sideways_ramp,4,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,4,JUMP,0.2,1,1.11,1.11,0.8
0.21,sideways_ramp,4,WALK,1,3.8,1.11,1.66,2.8
0.21,sideways_ramp,4,JUMP,3.8,4.6,1.66,1.66,0.8
0.21,sideways_ramp,4,WALK,4.6,5.3,1.66,1.8,0.7
0.21,sideways_ramp,4,RUN,5.3,5.8,1.8,2.04,0.5
0.21,sideways_ramp,4,WALK,5.8,9.8,2.04,2.82449,4
0.21,sideways_ramp,4,RUN,9.8,10.9,2.82449,3.35212,1.1
0.21,sideways_ramp,4,WALK,10.9,15,3.35212,4.1411,4.1
0.21,sideways_ramp,4,RUN,15,15.4,4.1411,4.32505,0.4
0.21,sideways_ramp,4,TROT,15.4,16.1,4.32505,4.69391,0.7
0.21,sideways_ramp,4,RUN,16.1,16.4,4.69391,4.83187,0.3
0.21,sideways_ramp,4,WALK,16.4,20,4.83187,5.53342,3.6
0.21,sideways_ramp,4,RUN,20,21.2,5.53342,6.10605,1.2
0.21,sideways_ramp,4,WALK,21.2,22.3,6.10605,6.32476,1.1
0.21,sideways_ramp,4,JUMP,22.3,23.1,6.32476,6.32476,0.8
0.21,sideways_ramp,4,WALK,23.1,25.9,6.32476,6.87588,2.8
0.21,sideways_ramp,4,RUN,25.9,27,6.87588,7.40388,1.1
0.21,sideways_ramp,4,WALK,27,30.9,7.40388,8.18088,3.9
0.21,sideways_ramp,4,RUN,30.9,32,8.18088,8.70888,1.1
0.21,sideways_ramp,4,WALK,32,36.3,8.70888,9.52017,4.3
0.21,sideways_ramp,4,RUN,36.3,38.6,9.52017,10.5,2.3
0.21,sideways_ramp,5,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,5,RUN,0.2,0.5,1.11,1.254,0.3
0.21,sideways_ramp,5,WALK,0.5,5.8,1.254,2.1721,5.3
0.21,sideways_ramp,5,TROT,5.8,6.1,2.1721,2.31072,0.3
0.21,sideways_ramp,5,WALK,6.1,9.4,2.31072,2.92937,3.3
0.21,sideways_ramp,5,RUN,9.4,10.5,2.92937,3.45737,1.1
0.21,sideways_ramp,5,WALK,10.5,11.8,3.45737,3.71737,1.3
0.21,sideways_ramp,5,JUMP,11.8,12.6,3.71737,3.71737,0.8
0.21,sideways_ramp,5,WALK,12.6,15.4,3.71737,4.27273,2.8
0.21,sideways_ramp,5,RUN,15.4,16.5,4.27273,4.80037,1.1
0.21,sideways_ramp,5,WALK,16.5,20.7,4.80037,5.62377,4.2
0.21,sideways_ramp,5,RUN,20.7,21.7,5.62377,6.10377,1
0.21,sideways_ramp,5,WALK,21.7,29,6.10377,7.4972,7.3
0.21,sideways_ramp,5,RUN,29,29.3,7.4972,7.63384,0.3
0.21,sideways_ramp,5,WALK,29.3,30.3,7.63384,7.82363,1
0.21,sideways_ramp,5,JUMP,30.3,31.1,7.82363,7.82363,0.8
0.21,sideways_ramp,5,WALK,31.1,33.7,7.82363,8.321,2.6
0.21,sideways_ramp,5,RUN,33.7,34.7,8.321,8.79802,1
0.21,sideways_ramp,5,WALK,34.7,38.9,8.79802,9.6228,4.2
0.21,sideways_ramp,5,RUN,38.9,41.1,9.6228,10.65,2.2
0.21,sideways_ramp,6,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,6,WALK,0.2,3.6,1.11,1.77829,3.4
0.21,sideways_ramp,6,RUN,3.6,4.2,1.77829,2.06453,0.6
0.21,sideways_ramp,6,WALK,4.2,8.7,2.06453,2.9395,4.5
0.21,sideways_ramp,6,RUN,8.7,9.5,2.9395,3.30914,0.8
0.21,sideways_ramp,6,TROT,9.5,9.8,3.30914,3.46797,0.3
0.21,sideways_ramp,6,WALK,9.8,14.3,3.46797,4.31156,4.5
0.21,sideways_ramp,6,TROT,14.3,15.4,4.31156,4.88129,1.1
0.21,sideways_ramp,6,WALK,15.4,19.8,4.88129,5.72018,4.4
0.21,sideways_ramp,6,RUN,19.8,20.9,5.72018,6.24685,1.1
0.21,sideways_ramp,6,WALK,20.9,25.3,6.24685,7.12539,4.4
0.21,sideways_ramp,6,RUN,25.3,26.5,7.12539,7.70104,1.2
0.21,sideways_ramp,6,WALK,26.5,30.9,7.70104,8.56792,4.4
0.21,sideways_ramp,6,RUN,30.9,32.1,8.56792,9.14357,1.2
0.21,sideways_ramp,6,WALK,32.1,36.6,9.14357,10.0273,4.5
0.21,sideways_ramp,6,RUN,36.6,38.8,10.0273,11.05,2.2
0.21,sideways_ramp,7,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,7,RUN,0.2,1.3,1.11,1.58432,1.1
0.21,sideways_ramp,7,JUMP,1.3,2.1,1.58432,1.58432,0.8
0.21,sideways_ramp,7,WALK,2.1,3.3,1.58432,1.79511,1.2
0.21,sideways_ramp,7,RUN,3.3,3.7,1.79511,1.96374,0.4
0.21,sideways_ramp,7,WALK,3.7,8.5,1.96374,2.84226,4.8
0.21,sideways_ramp,7,TROT,8.5,9.2,2.84226,3.20986,0.7
0.21,sideways_ramp,7,RUN,9.2,9.7,3.20986,3.439,0.5
0.21,sideways_ramp,7,WALK,9.7,14.3,3.439,4.33193,4.6
0.21,sideways_ramp,7,RUN,14.3,15.4,4.33193,4.85993,1.1
0.21,sideways_ramp,7,WALK,15.4,28.1,4.85993,7.28391,12.7
0.21,sideways_ramp,7,RUN,28.1,29.1,7.28391,7.75073,1
0.21,sideways_ramp,7,WALK,29.1,33.9,7.75073,8.68021,4.8
0.21,sideways_ramp,7,RUN,33.9,34.9,8.68021,9.15752,1
0.21,sideways_ramp,7,WALK,34.9,39.5,9.15752,10.0729,4.6
0.21,sideways_ramp,7,RUN,39.5,41.7,10.0729,11.1,2.2
0.21,sideways_ramp,8,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,8,WALK,0.2,3.6,1.11,1.78,3.4
0.21,sideways_ramp,8,RUN,3.6,3.9,1.78,1.924,0.3
0.21,sideways_ramp,8,WALK,3.9,8.4,1.924,2.81647,4.5
0.21,sideways_ramp,8,RUN,8.4,9.3,2.81647,3.24732,0.9
0.21,sideways_ramp,8,WALK,9.3,14.5,3.24732,4.25181,5.2
0.21,sideways_ramp,8,TROT,14.5,15.5,4.25181,4.77099,1
0.21,sideways_ramp,8,WALK,15.5,20.2,4.77099,5.67557,4.7
0.21,sideways_ramp,8,RUN,20.2,21.2,5.67557,6.15557,1
0.21,sideways_ramp,8,WALK,21.2,26.1,6.15557,7.12749,4.9
0.21,sideways_ramp,8,RUN,26.1,27.1,7.12749,7.60749,1
0.21,sideways_ramp,8,WALK,27.1,32,7.60749,8.57933,4.9
0.21,sideways_ramp,8,RUN,32,32.8,8.57933,8.96238,0.8
0.21,sideways_ramp,8,WALK,32.8,37.9,8.96238,9.95056,5.1
0.21,sideways_ramp,8,RUN,37.9,40.1,9.95056,10.95,2.2
0.21,sideways_ramp,9,TROT,0,0.2,1,1.11,0.2
0.21,sideways_ramp,9,WALK,0.2,3.6,1.11,1.77954,3.4
0.21,sideways_ramp,9,RUN,3.6,3.9,1.77954,1.92331,0.3
0.21,sideways_ramp,9,WALK,3.9,9.4,1.92331,2.99044,5.5
0.21,sideways_ramp,9,RUN,9.4,9.8,2.99044,3.1757,0.4
0.21,sideways_ramp,9,TROT,9.8,10.3,3.1757,3.44105,0.5
0.21,sideways_ramp,9,WALK,10.3,15.3,3.44105,4.42259,5
0.21,sideways_ramp,9,RUN,15.3,16,4.42259,4.75859,0.7
0.21,sideways_ramp,9,WALK,16,21.2,4.75859,5.77752,5.2
0.21,sideways_ramp,9,RUN,21.2,22,5.77752,6.15921,0.8
0.21,sideways_ramp,9,WALK,22,24.4,6.15921,6.62304,2.4
0.21,sideways_ramp,9,JUMP,24.4,25.2,6.62304,6.62304,0.8
0.21,sideways_ramp,9,WALK,25.2,28,6.62304,7.18008,2.8
0.21,sideways_ramp,9,RUN,28,29,7.18008,7.65755,1
0.21,sideways_ramp,9,WALK,29,41.9,7.65755,10.1486,12.9
0.21,sideways_ramp,9,RUN,41.9,44.2,10.1486,11.15,2.3
0.21,stepping_stones_cylinder,0,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,0,RUN,0.2,11.9,1.11,6.45,11.7
0.21,stepping_stones_cylinder,1,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,1,WALK,0.2,3.9,1.11,1.83263,3.7
0.21,stepping_stones_cylinder,1,RUN,3.9,13.8,1.83263,6.35,9.9
0.21,stepping_stones_cylinder,2,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,2,WALK,0.2,3.9,1.11,1.83281,3.7
0.21,stepping_stones_cylinder,2,RUN,3.9,5.1,1.83281,2.396,1.2
0.21,stepping_stones_cylinder,2,WALK,5.1,7.5,2.396,2.876,2.4
0.21,stepping_stones_cylinder,2,RUN,7.5,14.7,2.876,6.15,7.2
0.21,stepping_stones_cylinder,3,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,3,WALK,0.2,3.9,1.11,1.83383,3.7
0.21,stepping_stones_cylinder,3,RUN,3.9,5.1,1.83383,2.396,1.2
0.21,stepping_stones_cylinder,3,WALK,5.1,15.3,2.396,4.42,10.2
0.21,stepping_stones_cylinder,3,RUN,15.3,18.4,4.42,5.85,3.1
0.21,stepping_stones_cylinder,4,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,4,WALK,0.2,18.8,1.11,4.77,18.6
0.21,stepping_stones_cylinder,4,RUN,18.8,21,4.77,5.8,2.2
0.21,stepping_stones_cylinder,5,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,5,WALK,0.2,10.2,1.11,3.08,10
0.21,stepping_stones_cylinder,5,RUN,10.2,11,3.08,3.464,0.8
0.21,stepping_stones_cylinder,5,WALK,11,15.5,3.464,4.33,4.5
0.21,stepping_stones_cylinder,5,RUN,15.5,16.2,4.33,4.666,0.7
0.21,stepping_stones_cylinder,5,WALK,16.2,20.6,4.666,5.52817,4.4
0.21,stepping_stones_cylinder,5,RUN,20.6,22.2,5.52817,6.25,1.6
0.21,stepping_stones_cylinder,6,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,6,WALK,0.2,21.3,1.11,5.26889,21.1
0.21,stepping_stones_cylinder,6,RUN,21.3,22.9,5.26889,6,1.6
0.21,stepping_stones_cylinder,7,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,7,WALK,0.2,20.3,1.11,5.06911,20.1
0.21,stepping_stones_cylinder,7,RUN,20.3,21.9,5.06911,5.8,1.6
0.21,stepping_stones_cylinder,8,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,8,WALK,0.2,19.6,1.11,4.92954,19.4
0.21,stepping_stones_cylinder,8,RUN,19.6,21.3,4.92954,5.7,1.7
0.21,stepping_stones_cylinder,9,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_cylinder,9,WALK,0.2,20.1,1.11,5.0199,19.9
0.21,stepping_stones_cylinder,9,RUN,20.1,21.8,5.0199,5.8,1.7
0.21,stepping_stones_randomly_arranged,0,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,0,RUN,0.2,11.7,1.11,6.4,11.5
0.21,stepping_stones_randomly_arranged,1,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,1,RUN,0.2,11.1,1.11,6.1,10.9
0.21,stepping_stones_randomly_arranged,2,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,2,RUN,0.2,11.1,1.11,6.1,10.9
0.21,stepping_stones_randomly_arranged,3,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,3,RUN,0.2,11,1.11,6.1,10.8
0.21,stepping_stones_randomly_arranged,4,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,4,RUN,0.2,11.8,1.11,6.25,11.6
0.21,stepping_stones_randomly_arranged,5,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,5,RUN,0.2,2.9,1.11,2.31363,2.7
0.21,stepping_stones_randomly_arranged,5,WALK,2.9,4.8,2.31363,2.69,1.9
0.21,stepping_stones_randomly_arranged,5,RUN,4.8,11.8,2.69,5.9,7
0.21,stepping_stones_randomly_arranged,6,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,6,RUN,0.2,3.9,1.11,2.74339,3.7
0.21,stepping_stones_randomly_arranged,6,WALK,3.9,6.9,2.74339,3.32499,3
0.21,stepping_stones_randomly_arranged,6,RUN,6.9,7.4,3.32499,3.56496,0.5
0.21,stepping_stones_randomly_arranged,6,WALK,7.4,8.8,3.56496,3.83998,1.4
0.21,stepping_stones_randomly_arranged,6,RUN,8.8,13.3,3.83998,5.9,4.5
0.21,stepping_stones_randomly_arranged,7,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,7,RUN,0.2,3.9,1.11,2.71752,3.7
0.21,stepping_stones_randomly_arranged,7,WALK,3.9,5.6,2.71752,3.04519,1.7
0.21,stepping_stones_randomly_arranged,7,RUN,5.6,6.2,3.04519,3.32097,0.6
0.21,stepping_stones_randomly_arranged,7,WALK,6.2,9.3,3.32097,3.925,3.1
0.21,stepping_stones_randomly_arranged,7,RUN,9.3,13.9,3.925,6,4.6
0.21,stepping_stones_randomly_arranged,8,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,8,RUN,0.2,3.9,1.11,2.72093,3.7
0.21,stepping_stones_randomly_arranged,8,WALK,3.9,4.6,2.72093,2.86083,0.7
0.21,stepping_stones_randomly_arranged,8,RUN,4.6,4.9,2.86083,3.00473,0.3
0.21,stepping_stones_randomly_arranged,8,WALK,4.9,9.4,3.00473,3.88,4.5
0.21,stepping_stones_randomly_arranged,8,RUN,9.4,9.8,3.88,4.07198,0.4
0.21,stepping_stones_randomly_arranged,8,WALK,9.8,13.8,4.07198,4.86988,4
0.21,stepping_stones_randomly_arranged,8,RUN,13.8,16.1,4.86988,5.9,2.3
0.21,stepping_stones_randomly_arranged,9,TROT,0,0.2,1,1.11,0.2
0.21,stepping_stones_randomly_arranged,9,RUN,0.2,2.6,1.11,2.16986,2.4
0.21,stepping_stones_randomly_arranged,9,WALK,2.6,3.3,2.16986,2.3082,0.7
0.21,stepping_stones_randomly_arranged,9,RUN,3.3,5.3,2.3082,3.19351,2
0.21,stepping_stones_randomly_arranged,9,WALK,5.3,7.1,3.19351,3.54418,1.8
0.21,stepping_stones_randomly_arranged,9,RUN,7.1,7.5,3.54418,3.696,0.4
0.21,stepping_stones_randomly_arranged,9,WALK,7.5,9.1,3.696,4.01599,1.6
0.21,stepping_stones_randomly_arranged,9,RUN,9.1,12.7,4.01599,5.6,3.6
0.21,staircase_walking_full_width,0,TROT,0,1.9,1,2,1.9
0.21,staircase_walking_full_width,0,WALK,1.9,7,2,3.02,5.1
0.21,staircase_walking_full_width,0,RUN,7,8.4,3.02,3.692,1.4
0.21,staircase_walking_full_width,0,TROT,8.4,9.8,3.692,4.45929,1.4
0.21,staircase_walking_full_width,0,WALK,9.8,16.4,4.45929,5.77929,6.6
0.21,staircase_walking_full_width,0,RUN,16.4,17.9,5.77929,6.45657,1.5
0.21,staircase_walking_full_width,0,JUMP,17.9,18.7,6.45657,6.45657,0.8
0.21,staircase_walking_full_width,0,WALK,18.7,21.5,6.45657,7.01657,2.8
0.21,staircase_walking_full_width,0,JUMP,21.5,22.3,7.01657,7.01657,0.8
0.21,staircase_walking_full_width,0,WALK,22.3,25.1,7.01657,7.57657,2.8
0.21,staircase_walking_full_width,0,JUMP,25.1,25.9,7.57657,7.57657,0.8
0.21,staircase_walking_full_width,0,WALK,25.9,28.7,7.57657,8.13286,2.8
