argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_comp,foot_len_bias,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.1893729865550995,4,step_down,0,3.8348949724509724,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_down@TURN,step_down_0p06,1,4,2026-08-31T15:46:57Z,inplace,1,TURN,0.9999999999999964,0.0,280,0.0,1,5.4,-96.1209959851208,96.1209959851208
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.13808095455169678,4,gap,0,3.433714965288268,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.05,9,probe.gap@TURN,gap_0p05,1,4,2026-08-31T15:46:57Z,inplace,1,TURN,1.0,0.0,280,0.0,1,5.58,-90.2918785182832,90.2918785182832
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.20259305834770203,4,gap,0,3.422718025766558,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.1,9,probe.gap@TURN,gap_0p10,1,4,2026-08-31T15:46:57Z,inplace,1,TURN,0.9999999999999982,0.0,280,0.0,1,5.34,-98.3187697313025,98.3187697313025
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.17940519750118256,4,gap,0,3.4932620460088306,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.15,9,probe.gap@TURN,gap_0p15,1,4,2026-08-31T15:46:57Z,inplace,1,TURN,0.9999999999999964,0.0,280,0.0,1,5.5,-92.25351281031976,92.25351281031976
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.19185379147529602,5,step_up,0,3.8325568018728453,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.02,9,probe.step_up@TURN,step_up_0p02,1,5,2026-08-31T15:46:57Z,inplace,1,TURN,1.0,0.0,268,0.0,1,5.3,-92.3017300258146,92.3017300258146
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.18828974664211273,5,step_up,0,3.8372039630469392,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.04,9,probe.step_up@TURN,step_up_0p04,1,5,2026-08-31T15:46:57Z,inplace,1,TURN,0.9999999999999982,0.0,268,0.0,1,5.32,-91.47976001805588,91.47976001805588
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.18729960918426514,5,step_up,0,3.8372410698830355,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_up@TURN,step_up_0p06,1,5,2026-08-31T15:46:57Z,inplace,1,TURN,0.9999999999999964,0.0,268,0.0,1,5.32,-91.10789909292623,91.10789909292623
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.1907498687505722,5,step_down,0,3.833318946383938,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.02,9,probe.step_down@TURN,step_down_0p02,1,5,2026-08-31T15:46:57Z,inplace,1,TURN,1.0,0.0,268,0.0,1,5.3,-91.92453074775679,91.92453074775679
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.19120098650455475,5,step_down,0,3.833111843699323,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.04,9,probe.step_down@TURN,step_down_0p04,1,5,2026-08-31T15:46:57Z,inplace,1,TURN,0.9999999999999982,0.0,268,0.0,1,5.3,-92.29180746768395,92.29180746768395
--headless --device cpu --families step_up step_down gap --skill TURN --score inplace --inplace-at spawn --max-probes 3 --reps 45 --foot-comp on --heading off --results-csv outputs/turn_phase_sweep.csv,0.18802069127559662,5,step_down,0,3.835934836261826,on,0.0,0.0,3,3,off,0.0,0,0.04,spawn,0.06,9,probe.step_down@TURN,step_down_0p06,1,5,2026-08-31T15:46:57Z,inplace,1,TURN,0.9999999999999964,0.0,268,0.0,1,5.34,-90.737374916454,90.737374916454
