argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_comp,foot_len_bias,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.6927569826180773,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,1,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.695530922560794,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,1,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.671432096610797,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,1,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.688705416685977,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,1,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.6920218432527836,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,1,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.6960652346800025,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,1,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.685415818726496,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,1,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.6858583412241037,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,1,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,6,step_up,1,3.688094998281303,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,1,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,67,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,3.7841846515566173,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,2,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.273606039420758,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.363268272342137,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.050859064996485,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,0,2.0560929861576627,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.097333662148806,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.219555014151621,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.3191754853304065,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,2,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.44144938567102,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,2,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.432517198720515,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,0,4.754870532984221,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.263667570698238,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,2,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.427741847238402,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,2,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.389576387679326,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,13,step_up,1,4.195552700655337,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,2,2026-08-31T02:30:34Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --foot-len-bias -0.04 --trace-npz outputs/trace_trot_E_ladder.npz --results-csv outputs/trot_step_ff.csv,,19,step_up,1,4.219803976272786,on,-0.04,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-08-31T02:30:34Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
