argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_com_height_m,foot_comp,foot_gain,foot_len_bias,foot_offset_clip_m,foot_vy_avg_n,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.3006988249413105,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,0,3.631585813368862,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,17.308610300547166,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,6.057648438861782,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.094109320660355,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.018043848115777,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,2,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.429786299113814,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,2,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.096368523816927,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.074526371888509,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.107261904265833,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,2,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.096233270812825,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,2,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.02747356604688,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.418392653406648,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.204182930805189,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.198058055421896,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.2031573769691715,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.210048641251271,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.20765208586948,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.199685851807723,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.209263153842052,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.207160759428128,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.201481241351716,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.214596849878006,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.210305495603518,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.2113520669272395,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,3,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.204428037974065,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,3,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.21174150578873,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,19,step_up,1,4.21220807721175,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,3,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,84,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.287378087575608,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,4,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.289337580308081,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.290591481070482,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.294773226955879,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,4,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.282814592068302,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,4,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.283768614240451,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.285805347860876,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.287727406767697,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,4,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.289503096589364,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,4,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.292505571498024,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.299041965580367,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.289823067021867,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,4,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.287785071758244,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,4,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.287635161424053,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,26,step_up,1,4.292177958205558,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,4,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,58,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,1.7029374889901814,0.3050636947154999,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,0,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,1.5150905331511317,0.30502018332481384,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,0,1.525370671999688,0.305078387260437,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,2.0692264031674132,0.3050400912761688,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,0,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,1.7864218836037828,0.3051048219203949,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,0,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,1.170903771189681,0.3050236403942108,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,0,1.379234986312746,0.3050588071346283,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,1.3965554141480712,0.30493807792663574,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,0,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,0,1.4428302439959155,0.30493131279945374,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,0,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,1.6666355048371628,0.3049478828907013,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,2.083038886294967,0.3051995635032654,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,2.148847776810327,0.3050561845302582,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,2.103643628752072,0.30498751997947693,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,2.0288907086845027,0.3050905168056488,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,0,step_up,1,2.144165786484183,0.3050049841403961,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-08-31T15:55:22Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_G.npz --foot-gain capture,,6,step_up,1,3.6799577745854566,0.3050636947154999,on,capture,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,1,2026-08-31T15:55:22Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
