argv,drift_max_m,entry_frame,family,fell,final_dist_m,foot_com_height_m,foot_comp,foot_gain,foot_len_bias,foot_offset_clip_m,foot_vy_avg_n,foot_yaw_bias,grid_cols,grid_rows,heading,heading_cap_rad,heading_len,heading_len_cap_rad,inplace_at,level_m,n_probes,param,probe,reached,rep,run_utc,score,settle_ok,skill,spawn_x,spawn_z0_m,steps,swing_lift_mm,swing_lift_sym,t_reached_s,yaw_cum_deg,yaw_ok_deg
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.5917477275484788,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,0,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,0,1.4894551929436997,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,0,1.4469564597266256,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.9064519078533149,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,0,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,0,1.4938548844866124,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,0,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,0,1.555225920498583,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.1561229928163668,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.9496417613279526,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,0,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.7290804790539986,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,0,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.56818210551618,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.5530751563168435,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,1.9799933601274966,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,2.0111348371284867,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,2.1019339579287974,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,0,step_up,1,2.133374075738264,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.682224423299787,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,1,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.68396298413153,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.689487663363638,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.06,15,skill.STEP_TROT_MAX,step_up_0p06,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6907717150556243,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.08,15,skill.STEP_TROT_MAX,step_up_0p08,0,1,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.684131092232171,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.1,15,skill.STEP_TROT_MAX,step_up_0p10,0,1,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6920450052927465,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.12,15,skill.STEP_TROT_MAX,step_up_0p12,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6868866170770884,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.14,15,skill.STEP_TROT_MAX,step_up_0p14,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6877463482998856,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.16,15,skill.STEP_TROT_MAX,step_up_0p16,0,1,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6830183170684525,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.18,15,skill.STEP_TROT_MAX,step_up_0p18,0,1,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6876888368719865,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.2,15,skill.STEP_TROT_MAX,step_up_0p20,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.690069132854354,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.22,15,skill.STEP_TROT_MAX,step_up_0p22,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.692023242306053,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.24,15,skill.STEP_TROT_MAX,step_up_0p24,0,1,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.686107365935508,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.26,15,skill.STEP_TROT_MAX,step_up_0p26,0,1,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6882902986571096,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.28,15,skill.STEP_TROT_MAX,step_up_0p28,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,6,step_up,1,3.6803453605440715,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.3,15,skill.STEP_TROT_MAX,step_up_0p30,0,1,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999964,0.0,68,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,0,3.861698050314221,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.02,15,skill.STEP_TROT_MAX,step_up_0p02,0,2,2026-08-31T15:54:31Z,goal,1,TROT,1.0,0.0,901,0.0,1,nan,,
--headless --device cpu --params skill.STEP_TROT_MAX --reps 5 --foot-comp on --heading heading-only --results-csv outputs/trot_capture.csv --trace-npz outputs/trace_trot_cap_A.npz,,13,step_up,1,4.0967776747489975,,on,half-stance,0.0,0.0,0,0.0,4,4,heading-only,0.0,0,0.04,obstacle,0.04,15,skill.STEP_TROT_MAX,step_up_0p04,0,2,2026-08-31T15:54:31Z,goal,1,TROT,0.9999999999999982,0.0,901,0.0,1,nan,,
