argv,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,level_m,n_probes,param,probe,reached,rep,run_utc,skill,steps,t_reached_s
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.815776511703506,on,7,6,0.08,42,skill.STEP_TROT_MAX,step_up_0p08,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.8829610717617933,on,7,6,0.1,42,skill.STEP_TROT_MAX,step_up_0p10,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.9436855031546425,on,7,6,0.12,42,skill.STEP_TROT_MAX,step_up_0p12,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.89584315018071,on,7,6,0.14,42,skill.STEP_TROT_MAX,step_up_0p14,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.4323913700690325,on,7,6,0.16,42,skill.STEP_TROT_MAX,step_up_0p16,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.9011471172390164,on,7,6,0.18,42,skill.STEP_TROT_MAX,step_up_0p18,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.6823469761484198,on,7,6,0.2,42,skill.STEP_TROT_MAX,step_up_0p20,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,2.0855755120696315,on,7,6,0.22,42,skill.STEP_TROT_MAX,step_up_0p22,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,2.079034934996809,on,7,6,0.24,42,skill.STEP_TROT_MAX,step_up_0p24,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,2.025165386645377,on,7,6,0.26,42,skill.STEP_TROT_MAX,step_up_0p26,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,2.0366746838825702,on,7,6,0.28,42,skill.STEP_TROT_MAX,step_up_0p28,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.3131058993392168,on,7,6,0.3,42,skill.STEP_TROT_MAX,step_up_0p30,0,0,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,9.663415410162902,on,7,6,0.02,42,skill.STEP_WALK_MAX,step_up_0p02,1,0,2026-08-29T13:54:06Z,WALK,2193,17.06
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,2.636266064800566,on,7,6,0.04,42,skill.STEP_WALK_MAX,step_up_0p04,1,0,2026-08-29T13:54:06Z,WALK,2193,21.900000000000002
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.692511811931427,on,7,6,0.06,42,skill.STEP_WALK_MAX,step_up_0p06,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.687137208407715,on,7,6,0.08,42,skill.STEP_WALK_MAX,step_up_0p08,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.6567963685065534,on,7,6,0.1,42,skill.STEP_WALK_MAX,step_up_0p10,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.7546950298034827,on,7,6,0.12,42,skill.STEP_WALK_MAX,step_up_0p12,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.7608966030812736,on,7,6,0.14,42,skill.STEP_WALK_MAX,step_up_0p14,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.7850625291275828,on,7,6,0.16,42,skill.STEP_WALK_MAX,step_up_0p16,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.7363523908762017,on,7,6,0.18,42,skill.STEP_WALK_MAX,step_up_0p18,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.8342402499252808,on,7,6,0.2,42,skill.STEP_WALK_MAX,step_up_0p20,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.6968092212119916,on,7,6,0.22,42,skill.STEP_WALK_MAX,step_up_0p22,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,0,1.2673543355546857,on,7,6,0.24,42,skill.STEP_WALK_MAX,step_up_0p24,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,4.709917052303057,on,7,6,0.26,42,skill.STEP_WALK_MAX,step_up_0p26,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,0,2.05152866664077,on,7,6,0.28,42,skill.STEP_WALK_MAX,step_up_0p28,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,0,step_up,1,1.9844572497057793,on,7,6,0.3,42,skill.STEP_WALK_MAX,step_up_0p30,0,0,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,0,0.8122787785718889,on,7,6,0.05,42,robot.FOOT_SPAN_X,gap_0p05,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.6020796337077406,on,7,6,0.1,42,robot.FOOT_SPAN_X,gap_0p10,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,0,0.8234869801369638,on,7,6,0.15,42,robot.FOOT_SPAN_X,gap_0p15,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.715763834103785,on,7,6,0.2,42,robot.FOOT_SPAN_X,gap_0p20,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.7143094318461289,on,7,6,0.25,42,robot.FOOT_SPAN_X,gap_0p25,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.8355473106650299,on,7,6,0.3,42,robot.FOOT_SPAN_X,gap_0p30,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.7218196334209058,on,7,6,0.35,42,robot.FOOT_SPAN_X,gap_0p35,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.7564928366577037,on,7,6,0.4,42,robot.FOOT_SPAN_X,gap_0p40,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.9556727747983275,on,7,6,0.45,42,robot.FOOT_SPAN_X,gap_0p45,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,0.7779228689767467,on,7,6,0.5,42,robot.FOOT_SPAN_X,gap_0p50,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,1.3485202850857163,on,7,6,0.55,42,robot.FOOT_SPAN_X,gap_0p55,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,gap,1,1.0339941500054846,on,7,6,0.6,42,robot.FOOT_SPAN_X,gap_0p60,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.6831897283865573,on,7,6,0.02,42,skill.STEP_TROT_MAX,step_up_0p02,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.6713627393368147,on,7,6,0.04,42,skill.STEP_TROT_MAX,step_up_0p04,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.6868327587295426,on,7,6,0.06,42,skill.STEP_TROT_MAX,step_up_0p06,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.6642183359824694,on,7,6,0.08,42,skill.STEP_TROT_MAX,step_up_0p08,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.678262766541578,on,7,6,0.1,42,skill.STEP_TROT_MAX,step_up_0p10,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.669058103561747,on,7,6,0.12,42,skill.STEP_TROT_MAX,step_up_0p12,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.70906086324462,on,7,6,0.14,42,skill.STEP_TROT_MAX,step_up_0p14,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.7694316511002786,on,7,6,0.16,42,skill.STEP_TROT_MAX,step_up_0p16,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.683968289520518,on,7,6,0.18,42,skill.STEP_TROT_MAX,step_up_0p18,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.693541059912552,on,7,6,0.2,42,skill.STEP_TROT_MAX,step_up_0p20,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.6850017348509656,on,7,6,0.22,42,skill.STEP_TROT_MAX,step_up_0p22,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.6626967364504086,on,7,6,0.24,42,skill.STEP_TROT_MAX,step_up_0p24,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.688736372379874,on,7,6,0.26,42,skill.STEP_TROT_MAX,step_up_0p26,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.666918701663832,on,7,6,0.28,42,skill.STEP_TROT_MAX,step_up_0p28,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,6,step_up,1,3.68378462072957,on,7,6,0.3,42,skill.STEP_TROT_MAX,step_up_0p30,0,1,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,2.5396950970862386,on,7,6,0.02,42,skill.STEP_WALK_MAX,step_up_0p02,1,1,2026-08-29T13:54:06Z,WALK,2193,17.02
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.3421638012088761,on,7,6,0.04,42,skill.STEP_WALK_MAX,step_up_0p04,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,2.091410240441054,on,7,6,0.06,42,skill.STEP_WALK_MAX,step_up_0p06,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.7389721457930203,on,7,6,0.08,42,skill.STEP_WALK_MAX,step_up_0p08,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.5394726280323472,on,7,6,0.1,42,skill.STEP_WALK_MAX,step_up_0p10,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.7054773088840032,on,7,6,0.12,42,skill.STEP_WALK_MAX,step_up_0p12,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.826417833910592,on,7,6,0.14,42,skill.STEP_WALK_MAX,step_up_0p14,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.7477926752447384,on,7,6,0.16,42,skill.STEP_WALK_MAX,step_up_0p16,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.8445502009598016,on,7,6,0.18,42,skill.STEP_WALK_MAX,step_up_0p18,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.7685451670153562,on,7,6,0.2,42,skill.STEP_WALK_MAX,step_up_0p20,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.7525681552839762,on,7,6,0.22,42,skill.STEP_WALK_MAX,step_up_0p22,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.9238825236415393,on,7,6,0.24,42,skill.STEP_WALK_MAX,step_up_0p24,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.9683763438134207,on,7,6,0.26,42,skill.STEP_WALK_MAX,step_up_0p26,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.9629977558356964,on,7,6,0.28,42,skill.STEP_WALK_MAX,step_up_0p28,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,7,step_up,1,1.8479779856037197,on,7,6,0.3,42,skill.STEP_WALK_MAX,step_up_0p30,0,1,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.9044618174433411,on,7,6,0.05,42,robot.FOOT_SPAN_X,gap_0p05,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,0,0.5987219935343563,on,7,6,0.1,42,robot.FOOT_SPAN_X,gap_0p10,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.8369202071537799,on,7,6,0.15,42,robot.FOOT_SPAN_X,gap_0p15,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.6779305551097278,on,7,6,0.2,42,robot.FOOT_SPAN_X,gap_0p20,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.7167906343930532,on,7,6,0.25,42,robot.FOOT_SPAN_X,gap_0p25,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.8115064736034213,on,7,6,0.3,42,robot.FOOT_SPAN_X,gap_0p30,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.7151692771498404,on,7,6,0.35,42,robot.FOOT_SPAN_X,gap_0p35,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.8059989203336483,on,7,6,0.4,42,robot.FOOT_SPAN_X,gap_0p40,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.8719641187629831,on,7,6,0.45,42,robot.FOOT_SPAN_X,gap_0p45,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,0.7611735449989379,on,7,6,0.5,42,robot.FOOT_SPAN_X,gap_0p50,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,1.025206776759398,on,7,6,0.55,42,robot.FOOT_SPAN_X,gap_0p55,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,15,gap,1,1.1305913631002724,on,7,6,0.6,42,robot.FOOT_SPAN_X,gap_0p60,0,2,2026-08-29T13:54:06Z,WALK,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,13,step_up,1,4.241921240424941,on,7,6,0.02,42,skill.STEP_TROT_MAX,step_up_0p02,0,2,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,13,step_up,1,4.285865533098236,on,7,6,0.04,42,skill.STEP_TROT_MAX,step_up_0p04,0,2,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,13,step_up,1,2.250230322263943,on,7,6,0.06,42,skill.STEP_TROT_MAX,step_up_0p06,0,2,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,13,step_up,1,4.232087997002228,on,7,6,0.08,42,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-29T13:54:06Z,TROT,2193,nan
--headless --device cpu --reps 5 --skip-unsupported --foot-comp on --heading heading-only --results-csv outputs/calibration_grid4.csv,13,step_up,1,4.206178983729057,on,7,6,0.1,42,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-29T13:54:06Z,TROT,2193,nan
