task,level,switch_delay_s,step_walk_max_m,lookahead_trot_m,px_ground_width_m,obs_step_up_max,obs_step_up_p95,obs_step_up_mean,true_step_up_max,true_step_up_p95,true_step_up_mean,ticks_in_jump_band,jump_gate,requests_dropped_busy,jump_detections,jump_tracks_missed,jump_band_ticks,jump_blocked_far,jump_blocked_retrigger,switches,jumps,goals_reached,goals_total,sim_time_s,travelled_m,stalled,timed_out,n_segments,warn_tick_frac,blind_tick_frac,stale_tick_frac,unsupported_fatal,unsupported_unverified,frac_WALK,frac_TROT,frac_RUN,frac_JUMP,sequence
staircase_spiral,0,0.45,0.1,0.2975,0.00454986,0.055,0.055,0.0294444,0.055,0.055,0.0294444,0,near_edge,0,0,0,0,0,0,9,0,8,8,19.8,9.18892,False,False,10,0.146465,0,0,0,0,0.151515,0.489899,0.358586,0,TROT→RUN→TROT→RUN→TROT→RUN→TROT→RUN→TROT→WALK
staircase_spiral,1,0.45,0.1,0.2975,0.00454986,0.07,0.07,0.0393651,0.07,0.07,0.0393651,0,near_edge,4,0,0,0,0,0,8,0,8,8,18.9,9.02389,False,False,9,0.0952381,0,0,0,0,0.100529,0.513228,0.386243,0,TROT→RUN→TROT→RUN→TROT→RUN→TROT→RUN→WALK
staircase_spiral,2,0.45,0.1,0.2975,0.00454986,0.095,0.09,0.0688527,0.095,0.09,0.0688527,0,near_edge,0,0,0,0,0,0,4,0,8,8,35.3,8.85918,False,False,5,0.810198,0,0,2,0,0.813031,0.0113314,0.175637,0,TROT→RUN→WALK→RUN→WALK
staircase_spiral,3,0.45,0.1,0.2975,0.00454986,0.115,0.115,0.0854331,0.115,0.115,0.0854331,283,near_edge,0,0,0,255,10,221,9,5,8,8,38.1,8.69479,False,False,15,0.818898,0,0,6,0,0.716535,0.0104987,0.167979,0.104987,TROT→RUN→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK
staircase_spiral,4,0.45,0.1,0.2975,0.00454986,0.14,0.14,0.103258,0.14,0.14,0.103258,295,near_edge,0,0,0,260,10,225,9,5,8,8,37.6,8.53071,False,False,15,0.816489,0,0,10,0,0.712766,0.0106383,0.170213,0.106383,TROT→RUN→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→RUN→WALK
staircase_spiral,5,0.45,0.1,0.2975,0.00454986,0.16,0.16,0.118625,0.16,0.16,0.118625,145,near_edge,0,0,0,124,5,100,7,5,8,8,37.1,8.36693,False,False,13,0.827493,0,0,28,0,0.722372,0.0107817,0.15903,0.107817,TROT→RUN→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK→JUMP→WALK
staircase_spiral,6,0.45,0.1,0.2975,0.00454986,0.18,0.18,0.128784,0.18,0.18,0.128784,17,near_edge,0,0,0,10,0,5,3,1,8,8,33.3,8.20346,False,False,5,0.801802,0,0,40,0,0.780781,0.012012,0.183183,0.024024,TROT→RUN→WALK→JUMP→WALK
staircase_spiral,7,0.45,0.1,0.2975,0.00454986,0.205,0.205,0.139473,0.205,0.205,0.139473,0,near_edge,0,0,0,0,0,0,2,0,8,8,31.3,8.04029,False,False,3,0.789137,0,0,41,0,0.792332,0.0127796,0.194888,0,TROT→RUN→WALK
staircase_spiral,8,0.45,0.1,0.2975,0.00454986,0.22,0.22,0.154401,0.22,0.22,0.154401,0,near_edge,0,0,0,0,0,0,2,0,8,8,30.9,7.87742,False,False,3,0.783172,0,0,50,0,0.786408,0.012945,0.200647,0,TROT→RUN→WALK
staircase_spiral,9,0.45,0.1,0.2975,0.00454986,0.25,0.25,0.175845,0.25,0.25,0.175845,0,near_edge,0,0,0,0,0,0,2,0,8,8,29.6,7.71484,False,False,3,0.77027,0,0,49,0,0.773649,0.0135135,0.212838,0,TROT→RUN→WALK
squeeze,0,0.45,0.1,0.2975,0.00454986,0.7,0.7,0.0928177,0.7,0.7,0.0928177,0,near_edge,0,0,0,0,0,0,5,0,8,8,18.1,7.67714,False,False,6,0.165746,0,0,8,0,0.165746,0.0220994,0.812155,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,1,0.45,0.1,0.2975,0.00454986,0.7,0.7,0.123529,0.7,0.7,0.123529,0,near_edge,0,0,0,0,0,0,5,0,8,8,18.7,7.92275,False,False,6,0.176471,0,0,11,0,0.176471,0.0213904,0.802139,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,2,0.45,0.1,0.2975,0.00454986,0.7,0.7,0.0856383,0.7,0.7,0.0856383,0,near_edge,0,0,0,0,0,0,5,0,8,8,18.8,8.26316,False,False,6,0.12234,0,0,8,0,0.12234,0.0212766,0.856383,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,3,0.45,0.1,0.2975,0.00454986,0.7,0.035,0.035,0.7,0.035,0.035,0,near_edge,0,0,0,0,0,0,3,0,8,8,18,8.26157,False,False,4,0.05,0,0,3,0,0.05,0.0222222,0.927778,0,TROT→RUN→WALK→RUN
squeeze,4,0.45,0.1,0.2975,0.00454986,0.7,0.7,0.0685567,0.7,0.7,0.0685567,0,near_edge,0,0,0,0,0,0,3,0,8,8,19.4,8.66834,False,False,4,0.0979381,0,0,6,0,0.0979381,0.0206186,0.881443,0,TROT→RUN→WALK→RUN
squeeze,5,0.45,0.1,0.2975,0.00454986,0.7,0.7,0.17907,0.7,0.7,0.17907,0,near_edge,0,0,0,0,0,0,9,0,8,8,30.1,8.54513,False,False,10,0.69103,0,0,52,0,0.69103,0.013289,0.295681,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
squeeze,6,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,3,0,8,8,37.7,8.75183,False,False,4,0.877984,0,0,68,0,0.877984,0.0106101,0.111406,0,TROT→RUN→WALK→RUN
squeeze,7,0.45,0.1,0.2975,0.00454986,0.7,0.7,0.097561,0.7,0.7,0.097561,0,near_edge,0,0,0,0,0,0,5,0,8,8,28.7,8.93066,False,False,6,0.595819,0,0,43,0,0.595819,0.0139373,0.390244,0,TROT→RUN→WALK→RUN→WALK→RUN
squeeze,8,0.45,0.1,0.2975,0.00454986,0.7,0,0.0270455,0.7,0,0.0270455,0,near_edge,0,0,0,0,0,0,2,0,8,8,44,9.46422,False,False,3,0.938636,0,0,88,0,0.938636,0.00909091,0.0522727,0,TROT→WALK→RUN
squeeze,9,0.45,0.1,0.2975,0.00454986,0.7,0.175,0.0353535,0.7,0.175,0.0353535,0,near_edge,0,0,0,0,0,0,3,0,8,8,39.6,9.20625,False,False,4,0.881313,0,0,72,0,0.881313,0.010101,0.108586,0,TROT→RUN→WALK→RUN
agility_poles,0,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.4,20.7012,False,False,3,0.114224,0,0,13,4,0.116379,0.00862069,0.875,0,TROT→RUN→WALK
agility_poles,1,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,41.7,19.8352,False,False,2,0,0,0,2,4,0,0.00959233,0.990408,0,TROT→RUN
agility_poles,2,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,40.3,19.268,False,False,2,0,0,0,0,0,0,0.00992556,0.990074,0,TROT→RUN
agility_poles,3,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,38.7,18.4342,False,False,2,0,0,0,0,0,0,0.0103359,0.989664,0,TROT→RUN
agility_poles,4,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,36.8,17.5046,False,False,2,0,0,0,0,0,0,0.0108696,0.98913,0,TROT→RUN
agility_poles,5,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,35.2,16.6932,False,False,2,0,0,0,0,0,0,0.0113636,0.988636,0,TROT→RUN
agility_poles,6,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,33.8,16.1675,False,False,2,0,0,0,0,0,0,0.0118343,0.988166,0,TROT→RUN
agility_poles,7,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,32.2,15.4046,False,False,2,0,0,0,0,0,0,0.0124224,0.987578,0,TROT→RUN
agility_poles,8,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,31.3,14.9152,False,False,2,0,0,0,0,0,0,0.0127796,0.98722,0,TROT→RUN
agility_poles,9,0.45,0.1,0.2975,0.00454986,1,0,0.00660066,1,0,0.00660066,0,near_edge,0,0,0,0,0,0,3,0,8,8,30.3,14.2136,False,False,4,0.029703,0,0,4,0,0.029703,0.0132013,0.957096,0,TROT→RUN→WALK→RUN
balance_beam,0,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,19.3,9,False,False,2,0,0,0,0,0,0,0.0207254,0.979275,0,TROT→RUN
balance_beam,1,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,20.5,9.6,False,False,2,0,0,0,0,0,0,0.0195122,0.980488,0,TROT→RUN
balance_beam,2,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,21,9.9,False,False,2,0,0,0,0,0,0,0.0190476,0.980952,0,TROT→RUN
balance_beam,3,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,22.4,10.5,False,False,2,0,0,0,0,0,0,0.0178571,0.982143,0,TROT→RUN
balance_beam,4,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,23.6,11.1,False,False,2,0,0,0,0,0,0,0.0169492,0.983051,0,TROT→RUN
balance_beam,5,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,24.1,11.4,False,False,2,0,0,0,0,0,0,0.0165975,0.983402,0,TROT→RUN
balance_beam,6,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,25.3,12,False,False,2,0,0,0,0,0,0,0.0158103,0.98419,0,TROT→RUN
balance_beam,7,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,26.5,12.6,False,False,2,0,0,0,0,0,0,0.0150943,0.984906,0,TROT→RUN
balance_beam,8,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,1,0,8,8,27.2,12.9,False,False,2,0,0,0,0,0,0,0.0147059,0.985294,0,TROT→RUN
balance_beam,9,0.45,0.1,0.2975,0.00454986,0,0,0,0,0,0,0,near_edge,0,0,0,0,0,0,2,0,8,8,65.5,13.5,False,False,3,0.970992,0,0,128,0,0.970992,0.00610687,0.0229008,0,TROT→WALK→RUN
jump_on_and_off_box,0,0.6,0.1,0.38,0.00757205,0.44,0.44,0.110585,0.44,0.44,0.111961,2,near_edge,0,0,0,2,2,0,25,0,8,8,70.9,17.6091,False,False,26,0.825106,0,0,84,3,0.826516,0.00846262,0.165021,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,1,0.6,0.1,0.38,0.00757205,0.465,0.465,0.125942,0.465,0.465,0.127504,1,near_edge,0,0,0,1,1,0,25,0,8,8,68.5,17.2596,False,False,26,0.811679,0,0,81,3,0.813139,0.00875912,0.178102,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,2,0.6,0.1,0.38,0.00757205,0.525,0.525,0.149601,0.525,0.525,0.151423,1,near_edge,0,0,0,1,1,0,25,0,8,8,67.1,16.959,False,False,26,0.80924,0,0,77,3,0.81073,0.00894188,0.180328,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,3,0.6,0.1,0.38,0.00757205,0.56,0.56,0.171974,0.56,0.56,0.173734,0,near_edge,0,0,0,0,0,0,25,0,8,8,63.2,16.4652,False,False,26,0.780063,0,0,74,3,0.781646,0.00949367,0.208861,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,4,0.6,0.1,0.38,0.00757205,0.59,0.59,0.19065,0.59,0.59,0.192937,0,near_edge,0,0,0,0,0,0,23,0,8,8,63.5,16.3563,False,False,24,0.790551,0,0,71,4,0.792126,0.00944882,0.198425,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK
jump_on_and_off_box,5,0.6,0.1,0.38,0.00757205,0.625,0.625,0.215839,0.625,0.625,0.218035,0,near_edge,0,0,0,0,0,0,22,0,8,8,62.6,16.0555,False,False,23,0.795527,0,0,68,3,0.795527,0.00958466,0.194888,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,6,0.6,0.1,0.38,0.00757205,0.66,0.66,0.232291,0.66,0.66,0.234639,0,near_edge,0,0,0,0,0,0,24,0,8,8,61,15.9114,False,False,25,0.778689,0,0,67,4,0.778689,0.00983607,0.211475,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,7,0.6,0.1,0.38,0.00757205,0.71,0.71,0.246109,0.71,0.71,0.248605,0,near_edge,0,0,0,0,0,0,20,0,8,8,62,15.5624,False,False,21,0.814516,0,0,67,0,0.814516,0.00967742,0.175806,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,8,0.6,0.1,0.38,0.00757205,0.775,0.775,0.269232,0.775,0.775,0.271938,0,near_edge,0,0,0,0,0,0,22,0,8,8,60.9,15.5588,False,False,23,0.799672,0,0,66,0,0.799672,0.00985222,0.190476,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
jump_on_and_off_box,9,0.6,0.1,0.38,0.00757205,0.795,0.795,0.298246,0.795,0.795,0.301248,0,near_edge,0,0,0,0,0,0,22,0,8,8,59.3,15.0627,False,False,23,0.804384,0,0,66,0,0.804384,0.010118,0.185497,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_lips,0,0.6,0.1,0.38,0.00757205,0.255,0.255,0.107245,0.255,0.255,0.107245,0,near_edge,0,0,0,0,0,0,4,0,8,8,59.9,13.2579,False,False,5,0.923205,0,0,58,0,0.923205,0.0217028,0.0550918,0,TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,1,0.6,0.1,0.38,0.00757205,0.27,0.26775,0.119396,0.27,0.26775,0.119396,0,near_edge,0,0,0,0,0,0,16,0,8,8,53,13.2293,False,False,17,0.833962,0,0,58,0,0.833962,0.0773585,0.0886792,0,TROT→WALK→TROT→WALK→TROT→WALK→RUN→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN→WALK→RUN
forward_ramp_lips,2,0.6,0.1,0.38,0.00757205,0.285,0.285,0.120018,0.285,0.285,0.120018,0,near_edge,0,0,0,0,0,0,12,0,8,8,55.4,13.2718,False,False,13,0.866426,0,0,58,0,0.866426,0.0613718,0.0722022,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN→WALK→TROT→WALK→RUN
forward_ramp_lips,3,0.6,0.1,0.38,0.00757205,0.29,0.28,0.12702,0.29,0.28,0.12702,0,near_edge,0,0,0,0,0,0,12,0,8,8,56.2,13.5076,False,False,13,0.868327,0,0,58,0,0.868327,0.0729537,0.0587189,0,TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→TROT→WALK→RUN
forward_ramp_lips,4,0.6,0.1,0.38,0.00757205,0.3,0.3,0.117313,0.3,0.3,0.117313,0,near_edge,0,0,0,0,0,0,18,0,8,8,52.1,13.2132,False,False,19,0.815739,0,0,58,0,0.815739,0.0518234,0.132438,0,TROT→WALK→TROT→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN
forward_ramp_lips,5,0.6,0.1,0.38,0.00757205,0.31,0.31,0.12952,0.31,0.31,0.12952,0,near_edge,0,0,0,0,0,0,14,0,8,8,47.9,11.853,False,False,15,0.82881,0,0,58,0,0.82881,0.0271399,0.14405,0,TROT→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_lips,6,0.6,0.1,0.38,0.00757205,0.31,0.31,0.112559,0.31,0.31,0.112559,0,near_edge,0,0,0,0,0,0,16,0,8,8,55.5,13.6066,False,False,17,0.83964,0,0,58,0,0.83964,0.036036,0.124324,0,TROT→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_lips,7,0.6,0.1,0.38,0.00757205,0.315,0.315,0.122791,0.315,0.315,0.122791,0,near_edge,0,0,0,0,0,0,18,0,8,8,54.1,13.6074,False,False,19,0.822551,0,0,58,0,0.822551,0.0499076,0.127542,0,TROT→WALK→TROT→WALK→RUN→WALK→TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→TROT→WALK→RUN
forward_ramp_lips,8,0.6,0.1,0.38,0.00757205,0.335,0.335,0.132103,0.335,0.335,0.132103,0,near_edge,0,0,0,0,0,0,12,0,8,8,53.5,12.7627,False,False,13,0.857944,0,0,58,0,0.857944,0.011215,0.130841,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_lips,9,0.6,0.1,0.38,0.00757205,0.34,0.315,0.119991,0.34,0.315,0.119991,0,near_edge,0,0,0,0,0,0,12,0,8,8,57.5,13.5611,False,False,13,0.867826,0,0,58,0,0.867826,0.0104348,0.121739,0,TROT→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,0,0.6,0.1,0.38,0.00757205,0.385,0.365,0.106023,0.385,0.365,0.107233,49,near_edge,9,0,0,42,17,12,16,2,8,8,69.4,16.6455,False,False,19,0.841499,0,0,61,0,0.818444,0.018732,0.139769,0.0230548,TROT→RUN→TROT→WALK→JUMP→WALK→RUN→WALK→JUMP→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,1,0.6,0.1,0.38,0.00757205,0.41,0.41,0.137001,0.41,0.41,0.138299,4,near_edge,2,0,0,4,4,0,13,0,8,8,67.6,16.052,False,False,14,0.862426,0,0,113,0,0.862426,0.00887574,0.128698,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,2,0.6,0.1,0.38,0.00757205,0.46,0.46,0.13924,0.46,0.46,0.140274,1,near_edge,0,0,0,1,1,0,15,0,8,8,63.8,15.4137,False,False,16,0.847962,0,0,111,0,0.847962,0.00940439,0.142633,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,3,0.6,0.1,0.38,0.00757205,0.485,0.485,0.159859,0.485,0.485,0.160804,1,near_edge,0,0,0,1,1,0,13,0,8,8,62.2,15.5522,False,False,14,0.819936,0,0,100,0,0.819936,0.0096463,0.170418,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,4,0.6,0.1,0.38,0.00757205,0.6,0.6,0.186025,0.6,0.6,0.186707,0,near_edge,0,0,0,0,0,0,9,0,8,8,58.3,14.2334,False,False,10,0.838765,0,0,62,0,0.838765,0.0102916,0.150943,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,5,0.6,0.1,0.38,0.00757205,0.605,0.605,0.189992,0.605,0.605,0.190729,0,near_edge,0,0,0,0,0,0,13,0,8,8,59.7,15.1251,False,False,14,0.80737,0,0,57,0,0.80737,0.0100503,0.18258,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,6,0.6,0.1,0.38,0.00757205,0.69,0.69,0.24231,0.69,0.69,0.243777,0,near_edge,0,0,0,0,0,0,9,0,8,8,55.2,13.4008,False,False,10,0.842391,0,0,94,0,0.842391,0.0108696,0.146739,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,7,0.6,0.1,0.38,0.00757205,0.62,0.62,0.239964,0.62,0.62,0.241482,0,near_edge,0,0,0,0,0,0,11,0,8,8,56,13.7508,False,False,12,0.832143,0,0,98,0,0.832143,0.0107143,0.157143,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,8,0.6,0.1,0.38,0.00757205,0.745,0.745,0.27122,0.745,0.745,0.272542,0,near_edge,0,0,0,0,0,0,11,0,8,8,53.3,13.3313,False,False,12,0.819887,0,0,74,0,0.819887,0.011257,0.168856,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
sphere_bump_lips,9,0.6,0.1,0.38,0.00757205,0.77,0.76175,0.314121,0.77,0.76175,0.316024,0,near_edge,0,0,0,0,0,0,9,0,8,8,53.2,13.2813,False,False,10,0.817669,0,0,86,0,0.817669,0.0112782,0.171053,0,TROT→RUN→WALK→RUN→WALK→RUN→WALK→RUN→WALK→RUN
forward_ramp_no_lips,0,0.6,0.1,0.38,0.00757205,0.025,0.025,0.0194073,0.025,0.025,0.0194073,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.4,10.0262,False,False,3,0.939655,0,0,0,0,0.939655,0.012931,0.0474138,0,TROT→WALK→RUN
forward_ramp_no_lips,1,0.6,0.1,0.38,0.00757205,0.03,0.03,0.0212576,0.03,0.03,0.0212614,0,near_edge,0,0,0,0,0,0,2,0,8,8,44,9.96393,False,False,3,0.906818,0,0,0,0,0.906818,0.0431818,0.05,0,TROT→WALK→RUN
forward_ramp_no_lips,2,0.6,0.1,0.38,0.00757205,0.03,0.03,0.0226017,0.03,0.03,0.0226056,0,near_edge,0,0,0,0,0,0,2,0,8,8,42.6,9.7189,False,False,3,0.899061,0,0,0,0,0.899061,0.0469484,0.0539906,0,TROT→WALK→RUN
forward_ramp_no_lips,3,0.6,0.1,0.38,0.00757205,0.035,0.035,0.0249444,0.035,0.035,0.0249444,0,near_edge,0,0,0,0,0,0,2,0,8,8,45,9.75892,False,False,3,0.935556,0,0,0,0,0.935556,0.0133333,0.0511111,0,TROT→WALK→RUN
forward_ramp_no_lips,4,0.6,0.1,0.38,0.00757205,0.035,0.035,0.0279077,0.035,0.035,0.0279077,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.6,10.1059,False,False,3,0.935622,0,0,0,0,0.935622,0.0128755,0.0515021,0,TROT→WALK→RUN
forward_ramp_no_lips,5,0.6,0.1,0.38,0.00757205,0.04,0.04,0.0278617,0.04,0.04,0.0278617,0,near_edge,0,0,0,0,0,0,2,0,8,8,47,10.2174,False,False,3,0.931915,0,0,0,0,0.931915,0.012766,0.0553191,0,TROT→WALK→RUN
forward_ramp_no_lips,6,0.6,0.1,0.38,0.00757205,0.045,0.045,0.0340724,0.045,0.045,0.0340724,0,near_edge,0,0,0,0,0,0,2,0,8,8,44.2,9.65526,False,False,3,0.929864,0,0,0,0,0.929864,0.0135747,0.0565611,0,TROT→WALK→RUN
forward_ramp_no_lips,7,0.6,0.1,0.38,0.00757205,0.045,0.045,0.037287,0.045,0.045,0.0372982,0,near_edge,0,0,0,0,0,0,2,0,8,8,44.6,9.75756,False,False,3,0.928251,0,0,0,0,0.928251,0.0134529,0.058296,0,TROT→WALK→RUN
forward_ramp_no_lips,8,0.6,0.1,0.38,0.00757205,0.045,0.045,0.0344839,0.045,0.045,0.0344839,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.5,10.1576,False,False,3,0.926882,0,0,0,0,0.926882,0.0129032,0.0602151,0,TROT→WALK→RUN
forward_ramp_no_lips,9,0.6,0.1,0.38,0.00757205,0.05,0.05,0.0372845,0.05,0.05,0.0372953,0,near_edge,0,0,0,0,0,0,2,0,8,8,46.4,10.1703,False,False,3,0.928879,0,0,0,0,0.928879,0.012931,0.0581897,0,TROT→WALK→RUN
flush_a_frame,0,0.6,0.1,0.38,0.00757205,0.04,0.04,0.025822,0.04,0.04,0.025822,0,near_edge,3,0,0,0,0,0,3,0,8,8,66.3,14.1064,False,False,4,0.953243,0,0,0,0,0.953243,0.025641,0.0211161,0,TROT→WALK→TROT→RUN
flush_a_frame,1,0.6,0.1,0.38,0.00757205,0.045,0.045,0.0290194,0.045,0.045,0.0290194,0,near_edge,0,0,0,0,0,0,2,0,8,8,61.7,13.1085,False,False,3,0.951378,0,0,0,0,0.951378,0.00972447,0.0388979,0,TROT→WALK→RUN
flush_a_frame,2,0.6,0.1,0.38,0.00757205,0.045,0.045,0.028992,0.045,0.045,0.028992,0,near_edge,0,0,0,0,0,0,2,0,8,8,62.5,13.3114,False,False,3,0.9488,0,0,0,0,0.9488,0.0096,0.0416,0,TROT→WALK→RUN
flush_a_frame,3,0.6,0.1,0.38,0.00757205,0.045,0.045,0.0294186,0.045,0.045,0.0294186,0,near_edge,0,0,0,0,0,0,2,0,8,8,64.5,13.7191,False,False,3,0.950388,0,0,0,0,0.950388,0.00930233,0.0403101,0,TROT→WALK→RUN
flush_a_frame,4,0.6,0.1,0.38,0.00757205,0.06,0.06,0.0303662,0.06,0.06,0.0303662,0,near_edge,0,0,0,0,0,0,2,0,8,8,66.9,14.2156,False,False,3,0.952167,0,0,0,0,0.952167,0.00896861,0.038864,0,TROT→WALK→RUN
flush_a_frame,5,0.6,0.1,0.38,0.00757205,0.06,0.06,0.0344707,0.06,0.06,0.0344707,0,near_edge,0,0,0,0,0,0,2,0,8,8,61.4,13.1045,False,False,3,0.946254,0,0,0,0,0.946254,0.00977199,0.0439739,0,TROT→WALK→RUN
