group,session,name,skill_key,primary_skill,gait_mode,motion_type,skill_seq,prereq_skills,cmd_vx,cmd_vy,cmd_wz,cmd_duration_s,speed_level,samples,fs_hz,rec_duration_s,win_start_s,win_end_s,win_span_s,active_s,n_segments,idle_dq_rad_s,peak_dq_rad_s,send_to_motion_s,trigger_skill,settle_s,vx_mean,vx_std,vx_p5,vx_p95,vx_max,vx_min,vx_absmax,vy_mean,vy_absmax,speed_mean,vx_steady_mean,speed_steady_mean,vy_steady_mean,yaw_rate_steady_mean,yaw_rate_mean,yaw_rate_absmax,odom_dist_m,odom_speed_mean,odom_yaw_deg,contact_thr_FR_N,duty_FR,contact_thr_FL_N,duty_FL,contact_thr_RR_N,duty_RR,contact_thr_RL_N,duty_RL,contact_thr_mean_N,duty_mean,duty_min,duty_max,stride_hz,stride_hz_leg_spread,stride_cv,n_stride_intervals,periodic,flight_frac,flight_max_s,flight_mean_s,n_flight_phases,swing_sync,phase_FL,phase_RR,phase_RL,gait_pattern,pair_score_trot,pair_score_pace,pair_score_bound,foot_force_tot_mean_N,foot_force_peak_N,foot_force_clipped_frac,height_mean_m,height_std_m,height_min_m,height_max_m,height_range_m,height_session_min_m,height_session_max_m,tau_rms_Nm,tau_peak_Nm,tau_rms_hip_Nm,tau_peak_hip_Nm,tau_rms_thigh_Nm,tau_peak_thigh_Nm,tau_rms_calf_Nm,tau_peak_calf_Nm,tau_peak_joint,posstop_frac,posstop_frac_session,posstop_rows_frac,posstop_first_s,posstop_total_s,kp_max,nan_frac_state,nan_frac_qdes,nan_frac_tau,has_events
04_turn,turn_right_20260824_223951,turn_right,default+move:yaw,move,default,yaw,move,,0,0,-0.6,4,,5647,419.2,13.554,5.57792,9.94333,4.36541,4.34678,1,0.0266981,1.2391,4.16059,move,0.228982,0.00612547,0.0197167,-0.0238864,0.0372641,0.104759,-0.0932825,0.104759,0.0128238,0.149795,0.0292896,0.00750999,0.0318544,0.0143151,-0.395449,-0.333434,0.769121,0.0687947,0.015759,-101.587,27.1,0.827113,27.85,0.750823,32.3,0.484083,27,0.799671,28.5625,0.715423,0.484083,0.827113,1.04044,0.174597,0.0936042,11,True,0,0,0,0,0,0.499616,0.668616,0.023436,trot,0.668639,-0.380161,-0.390045,120.778,68,0,0.319368,0.00184588,0.313824,0.325087,0.0112629,0.313824,0.32515,4.54933,14.4616,2.80279,11.5528,1.11128,4.08182,7.28001,14.4616,RR_calf,0,0,0,,0,40,0.00141668,0.00531256,0,True
05_lateral_and_backward,strafe_left_20260824_224217,strafe_left,default+move:lateral,move,default,lateral,move,,0,0.3,0,4,,5512,412.4,13.515,5.55743,9.98628,4.42885,4.37677,1,0.0271904,1.20215,4.1392,move,0.260018,0.0197023,0.0306771,-0.0163609,0.0770824,0.146185,-0.0773706,0.146185,0.12796,0.303974,0.135744,0.0242751,0.160107,0.150607,0.0119776,0.00802814,0.275903,0.548315,0.123805,4.62913,28.8,0.602216,26.4,0.58615,34.05,0.401662,32.85,0.691413,30.525,0.57036,0.401662,0.691413,1.36065,0.115434,0.152436,20,True,0,0,0,0,0,0.447188,0.591231,0.979949,trot,0.624504,-0.599801,-0.749149,128.019,84,0,0.320713,0.00523128,0.309103,0.327501,0.0183976,0.302272,0.327501,5.26248,18.0177,3.92315,10.3159,1.68009,5.44242,8.05402,18.0177,RL_calf,0,0,0,,0,40,0.00344702,0.00471698,0,True
05_lateral_and_backward,strafe_right_20260824_224246,strafe_right,default+move:lateral,move,default,lateral,move,,0,-0.3,0,4,,5607,416.8,13.564,5.57228,10.0473,4.47502,4.39742,1,0.0263278,1.196,4.14722,move,0.179305,0.00326398,0.0225364,-0.0306853,0.0454615,0.0921536,-0.0998648,0.0998648,-0.117898,0.282926,0.123197,0.00524999,0.14554,-0.137329,0.0411438,0.0305812,0.166181,0.518583,0.115884,11.8987,32.4,0.720676,25.6,0.63066,32.3,0.604474,37,0.583742,31.825,0.634888,0.583742,0.720676,1.47397,0.0435224,0.114716,20,True,0,0,0,0,0,0.528996,0.601084,0.187875,trot,0.617221,-0.510704,-0.54467,136.674,106,0,0.320522,0.00359962,0.311777,0.327394,0.0156169,0.310971,0.329853,4.84104,15.7892,3.49666,9.52424,1.181,3.98286,7.52898,15.7892,RL_calf,0,0,0,,0,40,0.00142679,0.00481541,0,True
05_lateral_and_backward,walk_back_20260804_174520,walk_back,gamepad:backward,gamepad,default,backward,(none: gamepad teleop),,,,,,,2609,414.1,6.233,1.88761,6.00806,4.12045,4.18228,1,0.0273882,2.52309,,,,-0.614689,0.445041,-1.10314,0.019422,0.0355696,-1.30418,1.30418,0.00623444,0.305634,0.6225,-0.752896,0.755946,0.00354772,-0.00981784,8.79521e-05,0.343015,2.49342,0.605135,1.69444,42,0.432448,50.45,0.521363,44.4,0.528291,49.65,0.366051,46.625,0.462038,0.366051,0.528291,2.24902,0.0512559,0.0892318,29,True,0.0242494,0.0144883,0.00921982,11,0.0242494,0.53731,0.509985,0.0601839,trot,0.839824,-0.82058,-0.808986,151.904,198,0,0.319221,0.0045153,0.311345,0.331682,0.0203376,0.302659,0.331682,5.22016,16.7375,2.57213,9.87057,5.02058,15.7088,7.06599,16.7375,RL_calf,0,0,0,,0,40,0.00268302,0.0122652,0,False
05_lateral_and_backward,walk_back_20260824_224147,walk_back,default+move:backward,move,default,backward,move,,-0.3,0,0,4,,5554,419.6,13.42,5.47428,9.90956,4.43527,4.25641,1,0.0270605,1.02782,4.05798,move,0.21007,-0.114221,0.0995778,-0.252739,0.000443121,0.142126,-0.323276,0.323276,0.00353099,0.0933625,0.115669,-0.14131,0.143249,0.00427508,0.0184454,0.0154881,0.102265,0.551041,0.12424,7.39552,29.35,0.428891,28.85,0.666853,33.75,0.773236,30.6,0.571109,30.6375,0.610022,0.428891,0.773236,1.52543,0.0863615,0.147917,23,True,0,0,0,0,0,0.299314,0.342853,0.809461,trot,0.657582,-0.618712,-0.574051,131.526,112,0,0.315408,0.00227405,0.310968,0.318892,0.00792336,0.308466,0.318892,5.18488,15.7892,2.67966,6.23405,2.36934,7.8173,8.23739,15.7892,RR_calf,0,0,0,,0,40,0.0014404,0.00486136,0,True
06_jump_four_leg_sync,front_jump_20260824_230358,front_jump,front_jump,front_jump,default,discrete,balance_stand→front_jump,balance_stand,,,,,,6827,429,16.284,9.43144,12.9074,3.47599,1.48008,3,0.0268767,7.99453,4.10909,front_jump,0.0996484,0.0034832,0.00782726,-9.09354e-05,0.0237564,0.0416069,-0.000236148,0.0416069,-0.00139325,0.0309561,0.00438366,-3.30276e-05,3.31425e-05,1.50512e-06,-0.00530244,-0.00463851,0.0426106,0.0232347,0.00668433,-1.49864,38.05,0.305512,36.9,0.319685,40.2,0.392126,43.1,0.32126,39.5625,0.334646,0.305512,0.392126,1.49064,0.730666,0.364194,6,False,0.562205,0.477821,0.208027,4,0.736082,0.00197667,0.774552,0.937797,four-leg-sync,0.68301,0.673944,0.876473,111.025,190,0,0.211509,0.0822612,0.11991,0.362505,0.242595,0.119904,0.365348,8.97615,56.1868,3.00913,15.7335,4.23693,28.0037,14.6529,56.1868,RL_calf,0.0015748,0.000146477,0.0015748,12.6026,0.00233084,70,0.00102534,0.00410136,0,True
06_jump_four_leg_sync,front_jump_20260824_232314,front_jump,front_jump,front_jump,default,discrete,balance_stand→front_jump,balance_stand,,,,,,6659,410.5,16.363,9.49433,13.3756,3.88125,2.86941,2,0.0271297,7.93522,4.14048,front_jump,0.184593,0.0116202,0.124013,-0.148547,0.114274,0.972557,-0.728751,0.972557,-0.0813533,1.62109,0.136601,0.00631684,0.204055,-0.105389,0.0132303,-0.0489633,0.820254,0.28988,0.0746872,-12.435,44.5525,0.236842,29.7,0.159593,37.4,0.541596,40.535,0.159593,38.0469,0.274406,0.159593,0.541596,1.49463,0.608422,0.496171,9,False,0.317487,0.4555,0.151833,6,0.34375,0.903366,0.546212,0.917126,asymmetric,0.255086,0.293452,0.331193,102.028,212,0.00573005,0.310033,0.0741664,0.119954,0.387304,0.26735,0.119468,0.387304,8.36007,54.6695,3.88413,19.1722,4.81382,26.1484,13.0925,54.6695,RR_calf,0.00169779,0.000300345,0.00169779,11.521,0.00487166,70,0.00105121,0.00405466,0,True
06_jump_four_leg_sync,front_jump_20260824_232348,front_jump,front_jump,front_jump,default,discrete,balance_stand→front_jump,balance_stand,,,,,,6830,419.9,16.379,9.4809,16.0685,6.58763,3.15552,5,0.027453,8.02936,4.09278,front_jump,,0.0828916,0.201273,-0.0124968,0.629321,1.05066,-0.0901738,1.05066,0.00620987,0.123479,0.092049,0.0381477,0.0489719,0.0181825,-0.0225238,-0.00410589,0.176834,0.574799,0.0872543,1.46756,33.9,0.483019,36.45,0.53283,34.25,0.556226,38.95,0.515472,35.8875,0.521887,0.483019,0.556226,1.62861,0.867857,0.306256,8,False,0.209057,0.433437,0.131936,5,0.238793,0.185,0.062757,0.0261748,trot,0.533157,-0.0317142,0.127595,125.645,212,0.00396226,0.271369,0.0709351,0.117558,0.327381,0.209824,0.116972,0.333611,7.55858,53.8161,2.67501,22.2397,4.64222,27.1626,11.9453,53.8161,RR_calf,0.00150943,0.000292826,0.00150943,11.5435,0.00476305,70,0.000878477,0.00409956,0,True
06_jump_four_leg_sync,front_jump_20260824_232421,front_jump,front_jump,front_jump,default,discrete,balance_stand→front_jump,balance_stand,,,,,,6848,423.2,16.326,9.4668,14.6876,5.22081,2.52824,4,0.0266787,7.88524,4.13955,front_jump,0.217188,0.0766316,0.231674,-0.0317144,0.760172,1.02405,-0.195127,1.02405,0.000168782,0.19923,0.0853885,-0.00427593,0.00562911,0.00186739,-0.00554281,-0.00993683,0.253533,0.62293,0.119317,-0.988854,43.35,0.365421,36,0.440187,37.85,0.439252,40.3,0.435514,39.375,0.420093,0.365421,0.440187,2.60676,1.01141,0.243072,9,True,0.272897,0.411134,0.172487,4,0.309979,0.122057,0.10609,0.0189312,trot,0.496076,-0.0386831,0.259183,122.523,212,0.00233645,0.260544,0.0756985,0.118242,0.324187,0.205945,0.117993,0.331101,8.05219,54.9066,2.83615,18.7764,5.00708,27.88,12.7043,54.9066,RL_calf,0.00280374,0.000438084,0.00280374,11.4351,0.00708851,70,0.00131425,0.00394276,0,True
06_jump_four_leg_sync,front_jump_20260824_232454,front_jump,front_jump,front_jump,default,discrete,balance_stand→front_jump,balance_stand,,,,,,7005,435.2,16.378,9.46227,12.9466,3.4843,1.42239,3,0.0282691,7.97819,4.1035,front_jump,0.0978644,0.00317102,0.00706635,-0.000629872,0.0196469,0.0352829,-0.00201266,0.0352829,-0.000336422,0.0167548,0.00367937,-2.91974e-05,2.9386e-05,2.7728e-06,-0.00973956,-0.00812802,0.0426106,0.0302032,0.00866838,0.205811,50.1,0.213247,52.2,0.258481,40.55,0.400646,42,0.483037,46.2125,0.338853,0.213247,0.483037,1.62189,0.277039,0.0827633,4,False,0.470113,0.475663,0.133737,5,0.557471,0.0364961,0.906961,0.905488,bound,0.41462,0.407386,0.827773,123.533,212,0.00403877,0.208734,0.0675838,0.118694,0.329434,0.21074,0.118538,0.331228,9.5334,54.5747,2.79262,17.8858,4.66316,27.0637,15.5921,54.5747,FR_calf,0.00161551,0.000142755,0.00161551,11.386,0.00229789,70,0.000999286,0.00356888,0,True
06_jump_four_leg_sync,front_pounce_20260824_230431,front_pounce,front_pounce,front_pounce,default,discrete,balance_stand→front_pounce,balance_stand,,,,,,6770,418,16.372,9.53278,13.0914,3.55863,2.54518,2,0.0264464,5.33409,4.11457,front_pounce,0.132948,-0.0143039,0.0998655,-0.200031,0.0142573,0.499596,-0.464516,0.499596,0.000353001,0.0384766,0.0340156,-0.0121266,0.0218034,0.000491062,-0.00667924,-0.00692322,0.0958738,0.170152,0.047814,3.1815,38.25,0.37782,38.9,0.37218,37.25,0.693609,37.35,0.723684,37.9375,0.541823,0.37218,0.723684,1.14353,2.14804,0.516151,8,False,0.134398,0.179407,0.114023,3,0.168433,0.00309902,0.641011,0.877669,bound,-0.156122,-0.155528,0.900156,131.189,210,0.00587406,0.291291,0.0596832,0.181434,0.347867,0.166433,0.181201,0.387687,7.38306,50.4022,1.87682,17.6137,6.56176,26.5442,10.8143,50.4022,FL_calf,0.0018797,0.000295421,0.0018797,12.8122,0.00478418,100,0.00118168,0.0042836,0,True
06_jump_four_leg_sync,front_pounce_20260824_232714,front_pounce,front_pounce,front_pounce,default,discrete,balance_stand→front_pounce,balance_stand,,,,,,7040,438.8,16.28,9.44533,15.5258,6.08046,3.6027,3,0.0279091,5.31759,4.09133,front_pounce,0.23962,-0.00897852,0.0841728,-0.0524665,0.0284938,0.536829,-0.48543,0.536829,0.00139686,0.196396,0.0260004,-0.0345689,0.0415625,-0.00120394,-0.000764417,-0.00159891,0.254598,0.738884,0.121518,4.8921,43.1,0.411765,36,0.433903,32.55,0.619861,37.25,0.689437,37.225,0.538741,0.411765,0.689437,1.49063,0.160236,0.3118,8,False,0.0872865,0.129888,0.104822,3,0.0989957,0.120025,0.564654,0.990053,bound,-0.0403767,-0.403464,0.470143,127.971,209,0.00379507,0.291812,0.044059,0.185046,0.32931,0.144264,0.184343,0.387336,6.99433,54.0057,2.02904,17.2921,6.42236,26.8163,10.0697,54.0057,FR_calf,0.000632511,0.000142045,0.000632511,12.6603,0.00227875,100,0.000994318,0.00383523,0,True
06_jump_four_leg_sync,front_pounce_20260824_232747,front_pounce,front_pounce,front_pounce,default,discrete,balance_stand→front_pounce,balance_stand,,,,,,6836,424.5,16.305,9.47532,12.85,3.37469,2.38856,2,0.0273209,5.36165,4.15094,front_pounce,1.06962,-0.0145118,0.0973995,-0.226418,0.024196,0.500808,-0.455615,0.500808,-0.00020182,0.0670146,0.030659,-0.0121167,0.0210416,0.000416668,-0.00295907,-0.0160725,0.143811,0.200682,0.0594669,3.70179,42.2,0.341223,44.1,0.253452,30.75,0.687377,34.9,0.695266,37.9875,0.494329,0.253452,0.695266,1.59649,1.78835,0.651217,6,False,0.138067,0.106001,0.0824454,4,0.152174,0.984336,0.0533999,0.0281161,bound,-0.327481,-0.327086,0.877073,125.952,209,0.00641026,0.274647,0.045374,0.182267,0.314492,0.132225,0.182124,0.387135,7.58703,52.441,1.89024,21.4481,6.74724,27.0142,11.1171,52.441,FR_calf,0.000986193,0.000146284,0.000986193,12.7074,0.00235558,100,0.00131656,0.00394968,0,True
07_posture_transition,stand_up_down_20260824_222143,stand_up_down,stand_down→recovery_stand,balance_stand,default,discrete,balance_stand→stand_down→recovery_stand→balance_stand,balance_stand→stand_down→recovery_stand,,,,,,10924,439.9,25.182,8.62831,16.4712,7.84289,1.42296,2,0.0259149,2.06542,2.78187,stand_down,0.131401,8.3549e-05,0.00862634,-0.0160743,0.0139013,0.0313187,-0.0374963,0.0374963,-0.00144613,0.0485075,0.0092271,0.00360659,0.0116444,-0.00662827,0.00823236,0.010411,0.150202,0.0084336,0.00107532,5.56272,28.35,0.464856,22.55,0.482428,21.7,0.824281,25.05,0.750799,24.4125,0.630591,0.464856,0.824281,3.7454,0.199469,0.21891,4,False,0.175719,0.127293,0.12502,2,0.303867,0.0655632,,0.172659,bound,0.424718,0.3898,0.854549,94.1246,74,0,0.237442,0.118441,0.0716879,0.326295,0.254608,0.0713648,0.340346,5.64398,21.3368,3.27546,8.53471,4.20561,12.5918,8.19437,21.3368,FR_calf,0,0.231051,0,9.29035,5.73729,100,0.000549249,0.00247162,0,True
