ablation,base_height_mean_m,best_mapping,best_mapping_r,cap_effort_target,cap_runtime_gains,clip,clip_archive,decimation,dt,duty,duty_per_leg,flight_frac,gain_writes,handover_ang_dps,handover_feet_loaded,handover_speed_mps,hip_sign,mode_requested,mode_used,n_cycles,n_steps,phys_dt,rate,settle_mode,start_feet_down,start_foot_spread_m,start_frame,start_phase,stride_cv,stride_hz,terminated_s,torque_saturated_frac,verdict,vx_mean,vy_mean,yaw_rate_deg_s
none,0.32502785325050354,left_right_swapped + hip/thigh/calf sign flipped,0.2837049501637618,True,True,RUN_FULL,full_sessions.npz,4,0.02,0.9601941747572815,"[0.9786407766990292, 0.9592233009708738, 0.9378640776699029, 0.9650485436893204]",0.005825242718446602,515,6.446744911329174,3,0.041241005063056946,keep,torque,torque,1,515,0.005,lo,stand,,nan,0,first,0.0,2.941176470588235,10.28,0.0,FAIL,0.035123828798532486,-0.019910061731934547,0.7145647406578064
