argv,entry_frame,family,fell,final_dist_m,foot_comp,grid_cols,grid_rows,level_m,n_probes,param,probe,reached,rep,run_utc,skill,steps,swing_lift_mm,swing_lift_sym,t_reached_s
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.4768012243769055,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.498725308027952,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.4853035145057123,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.485259673680606,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.4694216499874364,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.4474482387771688,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.5070070711074095,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.5395686803143698,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.4678298022243985,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.544388175731991,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,15,step_up,1,2.483126068848856,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,2,2026-08-30T15:25:24Z,WALK,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.236996321584868,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.270301061068754,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.2692239977922135,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.23496519694839,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.24223635917895,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.248912834637978,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.260029177919507,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.2620210766600914,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.260397211916436,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.240475819427592,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.259287316199641,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.2343082614678105,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.279022337391124,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.267167851739006,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,13,step_up,1,4.236492001495544,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,2,2026-08-30T15:25:24Z,TROT,763,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.029729028360687,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.051634720010761,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.075554149421062,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.055971796713962,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.112613083630292,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.094620949175013,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.11143071205128,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.089054101980971,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.033618428783078,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.090326915061449,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.067727129841424,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.109427054639323,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.073453348463271,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.083016537986968,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,22,step_up,1,4.0883818092374336,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,3,2026-08-30T15:25:24Z,WALK,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.3251524483139825,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.318137778129752,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.305552348855611,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.316690961127141,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.309392323886426,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.314498662386406,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.294692867186091,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.324307787651674,on,6,5,0.16,30,skill.STEP_TROT_MAX,step_up_0p16,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.308873277185262,on,6,5,0.18,30,skill.STEP_TROT_MAX,step_up_0p18,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.329890991007563,on,6,5,0.2,30,skill.STEP_TROT_MAX,step_up_0p20,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.3163978599529935,on,6,5,0.22,30,skill.STEP_TROT_MAX,step_up_0p22,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.311150489453533,on,6,5,0.24,30,skill.STEP_TROT_MAX,step_up_0p24,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.319289021801321,on,6,5,0.26,30,skill.STEP_TROT_MAX,step_up_0p26,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.324584767127958,on,6,5,0.28,30,skill.STEP_TROT_MAX,step_up_0p28,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,19,step_up,1,4.32362457334213,on,6,5,0.3,30,skill.STEP_TROT_MAX,step_up_0p30,0,3,2026-08-30T15:25:24Z,TROT,127,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.326066811906129,on,6,5,0.02,30,skill.STEP_WALK_MAX,step_up_0p02,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.3822463171200425,on,6,5,0.04,30,skill.STEP_WALK_MAX,step_up_0p04,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.436046835226659,on,6,5,0.06,30,skill.STEP_WALK_MAX,step_up_0p06,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.379044506111019,on,6,5,0.08,30,skill.STEP_WALK_MAX,step_up_0p08,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.310182143186564,on,6,5,0.1,30,skill.STEP_WALK_MAX,step_up_0p10,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.456097836807646,on,6,5,0.12,30,skill.STEP_WALK_MAX,step_up_0p12,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.396162181868371,on,6,5,0.14,30,skill.STEP_WALK_MAX,step_up_0p14,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.381035863298351,on,6,5,0.16,30,skill.STEP_WALK_MAX,step_up_0p16,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.314766476729126,on,6,5,0.18,30,skill.STEP_WALK_MAX,step_up_0p18,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.410996445274072,on,6,5,0.2,30,skill.STEP_WALK_MAX,step_up_0p20,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.304586617928519,on,6,5,0.22,30,skill.STEP_WALK_MAX,step_up_0p22,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.314929060553026,on,6,5,0.24,30,skill.STEP_WALK_MAX,step_up_0p24,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.3149320061786,on,6,5,0.26,30,skill.STEP_WALK_MAX,step_up_0p26,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.323804044060234,on,6,5,0.28,30,skill.STEP_WALK_MAX,step_up_0p28,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,30,step_up,1,4.31922184494645,on,6,5,0.3,30,skill.STEP_WALK_MAX,step_up_0p30,0,4,2026-08-30T15:25:24Z,WALK,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.428102277843045,on,6,5,0.02,30,skill.STEP_TROT_MAX,step_up_0p02,0,4,2026-08-30T15:25:24Z,TROT,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.427274825039092,on,6,5,0.04,30,skill.STEP_TROT_MAX,step_up_0p04,0,4,2026-08-30T15:25:24Z,TROT,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.436644217924324,on,6,5,0.06,30,skill.STEP_TROT_MAX,step_up_0p06,0,4,2026-08-30T15:25:24Z,TROT,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.43502051535622,on,6,5,0.08,30,skill.STEP_TROT_MAX,step_up_0p08,0,4,2026-08-30T15:25:24Z,TROT,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.441737497892554,on,6,5,0.1,30,skill.STEP_TROT_MAX,step_up_0p10,0,4,2026-08-30T15:25:24Z,TROT,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.430752636130569,on,6,5,0.12,30,skill.STEP_TROT_MAX,step_up_0p12,0,4,2026-08-30T15:25:24Z,TROT,112,60.0,1,nan
--headless --device cpu --reps 5 --foot-comp on --heading heading-only --params skill.STEP_WALK_MAX skill.STEP_TROT_MAX --swing-lift 60 --results-csv outputs/swing_lift_sym_steps.csv,26,step_up,1,4.4361091904501695,on,6,5,0.14,30,skill.STEP_TROT_MAX,step_up_0p14,0,4,2026-08-30T15:25:24Z,TROT,112,60.0,1,nan
