task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
4,flush_a_frame,9,0,1,1,heading-only,0.02,1.246588134765659,2.338064575195311,0.4184415911560334,1.4789836801218887,12.857856906745756,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,0,0,1,1,heading-only,0.02,2.66113543510437,2.621570587158203,1.7736180334501503,1.07227514084171,13.203503266405466,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,1,0,0,1,heading-only,0.02,1.0782829284667983,2.5416641235351562,0.5472917317249063,0.6864730957201808,14.681712497179745,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,2,0,1,1,heading-only,0.02,1.680384826660159,2.601856231689453,0.9083801164561031,1.2892869484753675,13.73281003393553,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,3,0,1,1,heading-only,0.02,2.3050964355468864,1.6515922546386719,1.3508014891555873,1.1757415597617544,12.599721574499242,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,4,0,1,1,heading-only,0.02,4.283316040039068,3.4383583068847656,3.5845555983639366,2.3707154965988644,10.416469773810102,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,5,0,1,1,heading-only,0.02,7.801513671875,17.201370239257812,16.65359556911647,16.386048189686107,16.53214994209225,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,6,0,1,1,heading-only,0.02,1.6383605957031477,2.7157249450683594,0.9590445490901784,1.2110342632693658,12.482176045855024,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,7,0,1,1,heading-only,0.02,3.8675262451172046,2.4251937866210938,2.8988784939381573,1.412655593843132,9.841662963983298,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,8,0,1,1,heading-only,0.02,2.3357666015625114,2.890064239501953,1.605143845357808,1.1832552345977876,11.149816069576362,0,,,,,,,off,5.0,0,TROT,first,on,1000
5,sphere_bump,9,0,1,1,heading-only,0.02,2.302923583984409,1.6822433471679688,1.3411111647144667,1.0223758775178007,10.951687146211937,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,0,0,1,1,heading-only,0.02,3.492006301879883,2.965890502929682,2.6726466044463875,1.4612033042540566,7.520280211857079,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,1,0,1,1,heading-only,0.02,2.989610290527345,2.952706909179682,2.2059464098139396,1.1391870176081222,8.315148141023132,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,2,0,2,1,heading-only,0.02,3.339778137207034,2.8028160095214787,2.4736764696491758,1.0122658270553704,8.149859643507307,0,,,,,,,off,5.0,0,TROT,first,on,1000
6,box_jump_even,3,0,2,1,heading-only,0.02,3.3676269531250114,1.723466491699213,2.383721495975813,0.5963124211388013,7.387550513156539,0,,,,,,,off,5.0,0,TROT,first,on,1000
