task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
0,jump_on_and_off_box,0,0,1,1,heading-only,0.0,1.4021673202514648,2.6582694053649902,0.771399483742258,1.3951495824010072,17.210426127515444,0,1,0,356,0.8848314606741573,0.0,0.1151685393258427,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,1,0,1,1,heading-only,0.0,1.3420616149902358,1.4983689785003662,0.6071571709042843,1.3137539319403835,16.915378036361393,0,3,0,547,0.6398537477148081,0.0,0.360146252285192,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,2,0,1,1,heading-only,0.0,1.6097213745117216,1.413404107093811,0.8460820859177153,1.163255105232915,16.35080427074349,0,3,0,349,0.7449856733524355,0.0,0.25501432664756446,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,3,0,1,1,heading-only,0.0,1.6538131713867301,1.842262625694275,0.6725717376842697,0.8668680435805475,15.796974374977896,1,3,0,1000,0.945,0.0,0.055,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,4,0,1,1,heading-only,0.0,1.6461547851562557,2.017019748687744,0.6463788967979391,0.9771238648177836,15.703854437800167,1,4,0,1000,0.97,0.0,0.03,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,5,0,1,1,heading-only,0.0,1.6451568603515625,2.033559799194336,0.6460291282756914,0.891804344953972,15.404879694995863,1,2,0,1000,0.985,0.0,0.015,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,6,0,1,1,heading-only,0.0,1.6450286865234602,2.0153441429138184,0.6452111663323411,0.8393163548905402,15.254979030392473,1,0,0,1000,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,7,0,1,1,heading-only,0.0,1.6373016357422046,2.020568609237671,0.6376334704245548,0.8278298327472833,14.912712549064393,1,4,0,1000,0.97,0.0,0.03,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,8,0,1,1,heading-only,0.0,1.6339538574218864,2.087315082550049,0.6399386040713682,0.9615821772767209,14.916301701533142,1,4,0,1000,0.97,0.0,0.03,hold,5.0,0,PLANNER,first,on,1000
0,jump_on_and_off_box,9,0,1,1,heading-only,0.0,1.632635498046909,2.0671021938323975,0.6361842325979019,0.9010709313666635,14.417520656707746,1,6,0,1000,0.955,0.0,0.045,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,0,0,1,1,heading-only,0.0,1.4941096305847168,2.6169839859008786,0.7904514949664532,1.139195858229898,12.770802964394983,0,7,0,385,0.8441558441558441,0.0,0.15584415584415584,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,1,0,1,1,heading-only,0.0,1.657132720947267,1.995682334899902,0.6571469053198647,0.8466160991958837,12.542868022193476,1,0,0,1000,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,2,0,1,1,heading-only,0.0,1.6664535522460966,1.9141593933105465,0.671959036741269,0.9250235279903755,12.583839231829716,1,1,0,1000,0.99,0.0,0.01,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,3,0,1,1,heading-only,0.0,1.6556213378906364,1.9957281112670895,0.6556352551006195,0.9496663845355033,12.84437937249923,1,0,0,1000,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,4,0,1,1,heading-only,0.0,1.4278625488281307,1.5180545806884762,0.6444670262201667,1.1789452596874164,12.781227110838072,0,13,0,828,0.7789855072463768,0.0,0.2210144927536232,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,5,0,1,1,heading-only,0.0,1.6597137451171875,2.0096984863281246,0.659785030243641,0.911498018118617,11.190290457662666,1,0,0,1000,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,6,0,1,1,heading-only,0.0,1.6540618896484602,2.065485572814941,0.657331967682552,0.9464435153796021,12.946103734996841,1,2,0,1000,0.985,0.0,0.015,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,7,0,1,1,heading-only,0.0,1.5402557373047046,1.4692035675048825,0.7573777884518359,1.235752843822374,13.070526579283333,0,5,0,774,0.8850129198966409,0.0,0.11498708010335917,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,8,0,1,1,heading-only,0.0,1.6502807617187614,1.9888969421386715,0.6503755430175742,0.6936183142355979,12.099724332526216,1,0,0,1000,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
1,forward_ramp_lips,9,0,1,1,heading-only,0.0,1.648321533203159,2.059504127502441,0.6510465049477815,0.9345120331925105,12.901815686243522,1,6,0,1000,0.955,0.0,0.045,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,0,0,1,1,heading-only,0.0,2.616910934448242,1.99129409790039,1.6169343717880622,0.547602322125279,13.733091825044667,0,3,42,566,0.7685512367491166,0.0,0.2314487632508834,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,1,0,1,1,heading-only,0.0,2.04994354248047,1.5064670562744134,1.160153528175854,1.1602557177281696,14.05872189162403,0,3,19,796,0.5653266331658291,0.0,0.43467336683417085,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,2,0,1,1,heading-only,0.0,1.7621948242187528,1.4611064910888665,0.9334597816791088,1.3038162132161897,13.948219217232756,0,1,64,420,0.8928571428571429,0.0,0.10714285714285714,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,3,0,1,1,heading-only,0.0,4.506367492675793,2.002553176879882,3.506368422229145,1.799133683013547,10.943632805155488,1,3,109,1000,0.905,0.0,0.095,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,4,0,1,1,heading-only,0.0,4.444860839843756,2.020009231567382,3.4449189504597846,2.04911766407238,10.305158585850762,1,0,108,1000,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,5,0,1,1,heading-only,0.0,4.3390045166015625,2.1830417633056634,3.3440178601496258,1.922996311708476,10.212635950091316,1,0,107,1000,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,6,0,1,1,heading-only,0.0,2.6584259033203352,1.3859817504882805,1.7684441997239568,1.2176542008187667,11.408110220841873,0,1,82,535,0.8691588785046729,0.0,0.1308411214953271,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,7,0,1,1,heading-only,0.0,2.3822357177734546,1.422648620605468,1.4979686895183977,1.1090436656183185,11.532225660132674,0,1,103,654,0.8715596330275229,0.0,0.12844036697247707,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,8,0,1,1,heading-only,0.0,3.9161193847656364,2.4100200653076165,2.9448036810899256,1.3476863869164872,9.592647397930348,1,1,73,1000,0.69,0.0,0.31,hold,5.0,0,PLANNER,first,on,1000
2,sphere_bump_lips,9,0,1,1,heading-only,0.0,4.080938720703159,2.178622436523437,3.086112340074092,1.473667079499969,9.070820164818086,1,2,97,1000,0.985,0.0,0.015,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,0,0,1,1,heading-only,0.0,1.6376063823699951,1.4626644134521456,0.833829377876361,1.035139881890917,9.377800583506229,0,1,0,330,0.9393939393939394,0.0,0.06060606060606061,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,1,0,1,1,heading-only,0.0,1.839536285400392,1.523806381225583,0.9651847165518956,0.8119701526020918,9.122900276644353,0,2,0,365,0.958904109589041,0.0,0.0410958904109589,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,2,0,1,1,heading-only,0.0,1.7799407958984403,2.685873794555661,1.0386195199228994,0.9736903323819442,8.9463891636087,0,3,0,579,0.6217616580310881,0.0,0.37823834196891193,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,3,0,1,1,heading-only,0.0,1.8241928100586051,1.4246337890624972,1.0051567364550062,0.9098596435331965,8.944332298651368,0,2,0,355,0.9436619718309859,0.0,0.056338028169014086,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,4,0,1,1,heading-only,0.0,1.6389068603515682,2.715233612060544,0.959041759270925,1.0879121875246704,9.488089508268969,0,5,0,369,0.8672086720867209,0.0,0.13279132791327913,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,5,0,1,1,heading-only,0.0,1.5483245849609375,1.432854461669919,0.7888687546862923,1.0626757194584846,9.66832417634602,0,1,0,322,0.9161490683229814,0.0,0.08385093167701864,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,6,0,1,1,heading-only,0.0,1.7530303955078352,2.673971939086911,1.0105903973595127,0.8866664596963696,8.92246077704655,0,2,0,298,0.9328859060402684,0.0,0.06711409395973154,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,7,0,1,1,heading-only,0.0,1.5563079833984546,2.578533935546872,0.8026083023319704,1.0410456441424683,9.211876812610003,0,1,0,277,0.9386281588447654,0.0,0.061371841155234655,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,8,0,1,1,heading-only,0.0,1.5454833984375114,2.638226318359372,0.8395742798689675,1.0174314197085905,9.625698519231504,0,1,0,276,0.8876811594202898,0.0,0.11231884057971014,hold,5.0,0,PLANNER,first,on,1000
3,forward_ramp_no_lips,9,0,1,1,heading-only,0.0,1.696142578125034,2.715121078491208,0.9980043316444062,1.0234108395348052,9.480865905076518,0,2,0,307,0.9511400651465798,0.0,0.048859934853420196,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,0,0,1,1,heading-only,0.0,1.4928373098373413,1.469076538085936,0.7244089565835876,1.5330104124211448,13.61751652097274,0,3,0,366,0.8879781420765027,0.0,0.11202185792349727,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,1,0,1,1,heading-only,0.0,1.2468696594238295,1.7505744934082017,0.3509383308825253,1.573993670135518,12.855550265748189,0,5,0,385,0.7532467532467533,0.0,0.24675324675324675,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,2,0,1,1,heading-only,0.0,1.4570800781250028,2.560396575927733,0.7231642414626749,1.3343410446494899,12.855140467610813,0,3,0,303,0.9240924092409241,0.0,0.07590759075907591,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,3,0,1,1,heading-only,0.0,1.5199630737304801,2.539400482177733,0.7492092352719764,1.430179281973564,13.191069943639967,0,3,0,279,0.9139784946236559,0.0,0.08602150537634409,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,4,0,1,1,heading-only,0.0,1.5698303222656307,2.5847419738769517,0.8164739874526721,1.3391689919705418,13.642706792269731,0,2,0,302,0.9503311258278145,0.0,0.04966887417218543,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,5,0,1,1,heading-only,0.0,1.4138641357421875,2.5668586730957017,0.7018634326686691,1.2024581351297747,12.698794112894026,0,3,0,297,0.8922558922558923,0.0,0.10774410774410774,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,6,0,1,1,heading-only,0.0,1.5441223144531477,2.676096343994139,0.867856762057018,1.3797465350412026,11.974978809923607,0,2,0,316,0.9367088607594937,0.0,0.06329113924050633,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,7,0,1,1,heading-only,0.0,1.433367919921892,2.5292839050292955,0.6840681297506029,1.152425615230513,12.178139333416606,0,3,0,287,0.9233449477351916,0.0,0.07665505226480836,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,8,0,1,1,heading-only,0.0,1.6636169433593864,2.6849922180175767,0.9537304578644296,1.0418624808791,13.25409562214136,0,2,0,305,0.9508196721311475,0.0,0.04918032786885246,hold,5.0,0,PLANNER,first,on,1000
4,flush_a_frame,9,0,1,1,heading-only,0.0,1.530004882812534,2.7267707824707017,0.8995003869138712,1.3445638741310824,12.59098776968552,0,2,0,274,0.9452554744525548,0.0,0.05474452554744526,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,0,0,1,1,heading-only,0.0,1.937786340713501,2.724201202392578,1.1848673353484238,1.3998993271314542,13.931050078267063,0,3,16,253,0.6324110671936759,0.3675889328063241,0.0,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,1,0,0,1,heading-only,0.0,0.8557907104492202,1.9340858459472656,0.15855912114169987,0.647572609402226,14.894355140006741,1,1,0,1000,0.87,0.0,0.13,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,2,0,1,1,heading-only,0.0,1.8457672119140653,2.6720314025878906,1.0802538510984994,1.2411655843162341,13.570882531349543,0,1,0,292,0.9075342465753424,0.0,0.09246575342465753,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,3,0,1,1,heading-only,0.0,2.40759735107423,1.4336700439453125,1.517254072947604,1.308153838371008,12.505233047089233,0,1,69,405,0.9876543209876543,0.0,0.012345679012345678,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,4,0,1,1,heading-only,0.0,2.184408569335943,2.722667694091797,1.3874697312735766,1.3483921808361234,12.436605612837555,0,1,17,361,0.9279778393351801,0.0,0.07202216066481995,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,5,0,1,1,heading-only,0.0,2.39349365234375,1.938568115234375,1.3948471011505816,0.6787374272562867,11.90666482619061,0,2,23,439,0.8861047835990888,0.0,0.11389521640091116,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,6,0,1,1,heading-only,0.0,1.8072906494140852,2.6549415588378906,1.03955117147951,1.0373588285517044,12.310144256810123,0,3,0,324,0.8796296296296297,0.0,0.12037037037037036,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,7,0,1,1,heading-only,0.0,2.1599151611328296,2.642566680908203,1.3260072097990956,1.3096439291919058,11.557960461416439,0,0,22,382,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,8,0,1,1,heading-only,0.0,1.9427612304687614,2.653545379638672,1.1471356942062385,1.2497964790446048,11.525782648577476,0,1,5,361,0.9279778393351801,0.0,0.07202216066481995,hold,5.0,0,PLANNER,first,on,1000
5,sphere_bump,9,0,1,1,heading-only,0.0,1.864141845703159,1.3407020568847656,1.0869291178780893,1.4611074086745666,11.404930499023825,0,1,47,308,0.9415584415584416,0.0,0.05844155844155844,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,0,0,2,1,heading-only,0.0,2.964656114578247,2.5917869567871037,2.0518492758419256,0.928462018969775,8.007242270011938,0,0,37,398,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,1,0,2,1,heading-only,0.0,3.3103691101074233,1.4024291992187443,2.3863981828028864,0.8851909021357199,7.962087008422022,0,0,47,458,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,2,0,2,1,heading-only,0.0,2.9729949951171903,1.5847068786621037,2.0162285652643788,1.0039268764103881,8.487171627193527,0,0,39,414,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,3,0,2,1,heading-only,0.0,3.2233398437500114,2.7457481384277287,2.345075765678957,1.0565401552798455,7.5635146191205,0,0,47,435,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,4,0,2,1,heading-only,0.0,2.988882446289068,2.7509971618652287,2.125946876637894,1.181871403324513,8.195598603068504,0,0,36,397,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,5,0,2,1,heading-only,0.0,2.86822509765625,2.6020523071289006,1.9628377406275683,1.1027661425862483,8.503115456969137,0,0,35,396,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,6,0,2,1,heading-only,0.0,3.1779876708984602,2.7318435668945256,2.297656480196855,1.1447732776884516,8.403938686415632,0,0,44,432,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,7,0,2,1,heading-only,0.0,3.002276611328142,2.659829711914057,2.108195170518208,1.1891673400222014,9.071751416713536,0,0,36,396,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,8,0,2,1,heading-only,0.0,2.6216857910156364,2.7874465942382756,1.802758148937197,1.3684752688401358,8.664172102846234,0,0,32,362,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
6,box_jump_even,9,0,2,1,heading-only,0.0,3.176275634765659,0.6730781555175724,2.548901178908143,1.6602426682174207,9.170234208438298,0,0,40,415,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,0,0,2,1,heading-only,0.0,3.582029104232788,1.0302154541015582,2.7581436439331113,1.1499790476792047,9.268844021811718,0,0,64,521,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,1,0,1,1,heading-only,0.0,2.2207275390625014,2.777136993408199,1.4471066412497475,0.7903481659981121,9.76026047427426,0,1,9,450,0.9333333333333333,0.0,0.06666666666666667,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,2,0,1,1,heading-only,0.0,2.2113754272460966,2.90055770874023,1.5094484464555642,1.0209030936553836,10.676672561560311,0,1,0,343,0.7871720116618076,0.0,0.21282798833819241,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,3,0,1,1,heading-only,0.0,1.5775878906250114,2.6981422424316364,0.9060962211951464,1.046092261172214,11.393821122701832,0,3,0,365,0.9178082191780822,0.0,0.0821917808219178,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,4,0,1,1,heading-only,0.0,1.4747375488281307,1.489375305175777,0.6972182723019189,1.0509668463276656,10.587582986221653,0,3,0,384,0.859375,0.0,0.140625,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,5,0,1,1,heading-only,0.0,1.6444549560546875,1.5692550659179645,0.77515378385246,0.953709751723165,10.7142071982102,0,4,16,335,0.9104477611940298,0.0,0.08955223880597014,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,6,0,1,1,heading-only,0.0,1.8863159179687727,2.61430282592773,1.078389478985966,0.7578724299329849,9.932698527603783,0,6,0,453,0.9006622516556292,0.0,0.09933774834437085,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,7,0,1,1,heading-only,0.0,1.4581939697265796,1.4459220886230426,0.7189882097570538,1.1573557508296317,11.355332067369144,0,3,0,418,0.8492822966507177,0.0,0.1507177033492823,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,8,0,1,1,heading-only,0.0,1.2443054199218864,1.8464347839355426,0.28856093600508836,1.3766209307097976,11.656706156528383,0,5,0,818,0.6295843520782396,0.0,0.3704156479217604,hold,5.0,0,PLANNER,first,on,1000
7,box_jump_uneven,9,0,1,1,heading-only,0.0,1.784796142578159,1.5324089050292926,0.9135351211100006,0.9358019713025922,11.22494717117304,0,4,0,375,0.92,0.0,0.08,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,0,0,1,1,heading-only,0.0,1.9513425827026367,1.4179046630859347,1.1152971312257656,0.7383069033051394,6.823531172276533,0,1,19,259,0.9652509652509652,0.0,0.03474903474903475,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,1,0,1,1,heading-only,0.0,1.9580589294433608,1.406407165527341,1.1270445268149099,0.7003390084463089,7.365897850001975,0,1,7,271,0.8487084870848709,0.0,0.15129151291512916,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,2,0,1,1,heading-only,0.0,2.176722717285159,1.1784179687499972,1.4351562240564089,1.024031801443567,7.816574489381109,0,0,4,230,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,3,0,1,1,heading-only,0.0,1.9353607177734489,1.599674987792966,1.0174280258338786,0.8630952133585852,8.474100441557882,0,0,16,229,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,4,0,1,1,heading-only,0.0,2.731863403320318,1.050022888183591,1.9752993091517248,1.014013875299401,8.024565865909565,0,0,12,228,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,5,0,1,1,heading-only,0.0,2.6983184814453125,1.2824295043945284,1.8436900717263178,0.7325722525733561,8.980395839037227,0,0,4,230,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,6,0,1,1,heading-only,0.0,2.1276641845703352,1.6638381958007784,1.1767035615502976,0.9037378893484396,10.177888813524925,0,0,4,230,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,7,0,1,1,heading-only,0.0,2.7318450927734546,1.7170913696289034,1.7548004782601199,0.8161538443530424,10.122109267330153,0,0,4,230,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,8,0,1,1,heading-only,0.0,2.2533081054687614,1.7040374755859347,1.287779104928808,1.2044647162052524,10.900710438324644,0,0,4,231,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
8,flat_circle_jump,9,0,1,1,heading-only,0.0,2.820379638671909,0.8179443359374972,2.1704924837081365,1.458001737703308,11.043066551996908,0,0,4,228,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,0,0,1,1,heading-only,0.0,1.8824400901794434,1.3336853027343665,1.1057467108466101,0.9665598508242287,8.892558351231042,0,1,0,296,0.9797297297297297,0.0,0.02027027027027027,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,1,0,1,1,heading-only,0.0,2.2859207153320327,1.3835586547851477,1.4260406790166762,0.7838075958498449,8.78573193536182,0,0,0,241,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,2,0,1,1,heading-only,0.0,2.894580078125003,0.919363403320304,2.1811027317647413,1.2149035186454398,8.127580548467305,0,0,0,228,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,3,0,1,1,heading-only,0.0,2.186680603027355,2.7859329223632727,1.4233416357487196,0.9869850453187061,9.147146057087548,0,2,0,223,0.9327354260089686,0.06726457399103139,0.0,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,4,0,1,1,heading-only,0.0,2.230398559570318,1.3519348144531165,1.3906362213428176,0.6344450554092772,9.042853456123188,0,0,0,230,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,5,0,1,1,heading-only,0.0,2.033782958984375,1.5858215332031165,1.1136655730715155,0.6475413859633433,9.475273551194858,0,0,5,230,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,6,0,1,1,heading-only,0.0,1.8185211181640852,1.9515060424804602,0.8199563920090454,0.8200356636630062,9.631600963244214,1,4,3,1000,0.195,0.025,0.78,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,7,0,1,1,heading-only,0.0,2.0500213623047046,1.573873901367179,1.1331938550981717,0.7359061201177349,9.809238744735499,0,0,3,228,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
9,bump_jump,8,0,1,1,heading-only,0.0,2.3262145996093864,0.8779357910156165,1.7372027093292353,1.088269623223973,9.589656742646088,0,0,4,229,1.0,0.0,0.0,hold,5.0,0,PLANNER,first,on,1000
