task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
13,staircase_walking_full_width,5,0,0,1,heading-only,0.04,1.589447021484375,2.670422363281247,0.8927003620053112,0.7861424128970932,11.430231205916153,0,,,,,,,off,5.0,0,WALK,first,on,1000
13,staircase_walking_full_width,6,0,0,1,heading-only,0.04,1.3908325195312727,2.5538223266601534,0.6778415949397236,0.8232886424382903,11.622370186802685,0,,,,,,,off,5.0,0,WALK,first,on,1000
13,staircase_walking_full_width,7,0,0,1,heading-only,0.04,1.452807617187517,2.573162841796872,0.7304453308767901,0.7924235906538051,11.561408546059543,0,,,,,,,off,5.0,0,WALK,first,on,1000
13,staircase_walking_full_width,8,0,0,1,heading-only,0.04,1.3093994140625114,2.4640472412109347,0.5577345600711011,0.8320270496640612,8.95263529243436,0,,,,,,,off,5.0,0,WALK,first,on,1000
13,staircase_walking_full_width,9,0,0,1,heading-only,0.04,1.355780029296909,2.5315444946289034,0.6396240919609,0.8351999284141418,8.910089137434259,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,0,0,1,1,heading-only,0.04,2.766390085220337,1.1717285156249915,1.9509401797578236,0.9760596149532296,2.85633625786784,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,1,0,1,1,heading-only,0.04,1.3548828125000014,2.7642807006835852,0.8426546149196023,1.1770130707835404,4.214987720924617,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,2,0,1,1,heading-only,0.04,1.6555358886718778,2.6919082641601477,0.9531339608627621,0.9122086524859555,3.9062310926650303,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,3,0,1,1,heading-only,0.04,1.6847122192382926,2.6991638183593665,0.9786014858342883,0.8990997274948677,3.87882081242901,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,4,0,1,1,heading-only,0.04,1.3932098388671932,2.5462402343749915,0.6730470793577591,0.9951146998247874,3.845780769173862,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,5,0,1,1,heading-only,0.04,1.3213043212890625,2.5256408691406165,0.6160639497567828,1.0454492828596298,3.91415105627794,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,6,0,1,1,heading-only,0.04,1.3078094482422102,2.4614624023437415,0.5547019066165457,1.0267356315092047,3.9194508339778134,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,7,0,1,1,heading-only,0.04,1.384265136718767,2.6001342773437415,0.7126154967023854,1.0329551109217663,3.8626407673640677,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,8,0,1,1,heading-only,0.04,1.8088806152343864,2.616781616210929,1.0172056880482556,0.7440261450201179,3.4467535803751335,0,,,,,,,off,5.0,0,WALK,first,on,1000
14,staircase_walking,9,0,1,1,heading-only,0.04,1.817755126953159,2.0547470092773352,0.819585677451107,0.410908288609233,3.3826879277102075,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,0,0,1,1,heading-only,0.04,1.6352819204330444,2.0000991821289062,0.6352819281753509,1.0897180840805518,9.564718080081196,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,1,0,1,1,heading-only,0.04,1.6332107543945327,2.0247344970703125,0.6336936600804954,1.0920693898123324,9.566821220508817,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,2,0,1,1,heading-only,0.04,1.6402084350585966,2.0235214233398438,0.6406403809284187,1.085046541270898,9.559820501582694,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,3,0,1,1,heading-only,0.04,1.6353500366211051,2.0017623901367188,0.6353524809532372,1.089651388615005,9.564650125748612,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,4,0,1,1,heading-only,0.04,1.6821502685546932,2.205230712890625,0.712354289944852,1.0628523923335407,9.52006214033747,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,5,0,1,1,heading-only,0.04,1.641357421875,2.0412368774414062,0.6426817428986639,1.0594454154321686,9.25873440970905,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,6,0,1,1,heading-only,0.04,1.6449676513672102,2.071868896484375,0.6489594822421636,1.0574773732536684,9.255311389279205,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,7,0,1,1,heading-only,0.04,1.6344329833984546,2.0081558227539062,0.6344854039839347,1.0655982283740373,9.265570606097574,1,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,8,0,1,1,heading-only,0.04,2.6225402832031364,2.6082382202148438,1.7327985177587828,0.6131506668481812,8.299776689509457,0,,,,,,,off,5.0,0,WALK,first,on,1000
15,staircase_climbing,9,0,1,1,heading-only,0.04,1.700750732421909,2.2972412109375,0.761185868542916,1.0425216718298569,9.204050164167686,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,0,0,0,1,heading-only,0.04,3.682878255844116,2.159494018554682,2.687614942218451,0.49454950161548716,1.4039863255879794,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,1,0,0,1,heading-only,0.04,3.7277275085449233,2.1406799316406193,2.731352815737854,0.4874224419760282,1.3951049365077,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,2,0,0,1,heading-only,0.04,3.8193771362304716,2.143441772460932,2.823023729688766,0.5247039760284405,1.3386115924845734,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,3,0,0,1,heading-only,0.04,3.86804656982423,2.1221252441406193,2.870645520076789,0.5235570748241789,1.3260484900120342,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,4,0,0,1,heading-only,0.04,3.966757202148443,2.1411071777343693,2.97011103026601,0.5881160895882044,1.2619118689759508,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,5,0,0,1,heading-only,0.04,4.1224822998046875,2.379678344726557,3.145481101206597,0.8589882428719141,1.160700049057563,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,6,0,0,1,heading-only,0.04,4.114587402343773,2.140664672851557,3.1177622162421184,0.6649138387164178,1.1848399094327644,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,7,0,0,1,heading-only,0.04,4.278277587890642,2.3478637695312443,3.296682142005591,0.9121980310056981,1.074570808567036,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,8,0,0,1,heading-only,0.04,4.265423583984386,2.1876770019531193,3.2708124128270555,0.7808763476592505,1.1058098253519464,1,,,,,,,off,5.0,0,WALK,first,on,1000
16,staircase_spiral,9,0,0,1,heading-only,0.04,4.361334228515659,2.1644531249999943,3.3653547548680844,0.8287167058497374,1.044967526109867,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,0,0,2,1,heading-only,0.04,2.8357644081115723,1.8421966552734261,1.8425343572634203,0.6329115413114631,5.816376656784623,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,1,0,4,1,heading-only,0.04,4.627538299560548,2.010775756835926,3.6275543044472847,0.7901977324350705,4.27247528941448,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,2,0,3,1,heading-only,0.04,4.227565002441409,1.9738494873046761,3.22767093959388,0.45248406163904253,5.02250307655611,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,3,0,4,1,heading-only,0.04,4.70428924560548,1.9637176513671761,3.70446692844338,1.0371419578368721,4.5458555488972925,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,4,0,4,1,heading-only,0.04,5.255926513671881,1.9521514892578011,4.2561954806793745,0.7423126613167207,4.3943339976874825,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,5,0,3,1,heading-only,0.04,3.4188079833984375,1.8829223632812386,2.4216397819600806,1.4346450927447882,6.08231892585371,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,6,0,2,1,heading-only,0.04,2.9526916503906477,1.9344055175781136,1.9537930590596198,0.708134933560691,6.7976248378233715,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,7,0,2,1,heading-only,0.04,2.991473388671892,1.9075500488281136,1.993618130751221,0.723132275650081,6.909145166581782,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,8,0,1,1,heading-only,0.04,1.7706115722656364,2.0426208496093636,0.7717893055304279,0.7295593484819323,8.679493073694477,1,,,,,,,off,5.0,0,WALK,first,on,1000
17,squeeze,9,0,2,1,heading-only,0.04,3.039190673828159,1.8934509277343636,2.0419724065296303,0.7034822647550273,7.1616019793472265,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,0,0,1,1,heading-only,0.04,4.110108852386475,2.508618164062483,3.1514234102238636,0.40657557830702573,14.199003599476091,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,1,0,1,1,heading-only,0.04,4.275262451171876,2.2172821044921704,3.2824618256712377,0.8043331879410166,12.976556784212944,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,2,0,1,1,heading-only,0.04,4.749293518066409,2.329602050781233,3.7637533655240993,1.1506265057448148,11.805308593367164,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,3,0,1,1,heading-only,0.04,3.2092178344726676,2.175732421874983,2.216196138488232,0.8229667220594724,12.29203840396469,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,4,0,1,1,heading-only,0.04,4.624990844726568,2.377453613281233,3.6445891201245852,1.2202067399910372,10.182007785308231,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,5,0,1,1,heading-only,0.04,4.6609039306640625,2.4311798095702954,3.6862085694833735,1.3761829338216898,9.09931774287496,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,6,0,1,1,heading-only,0.04,2.7699066162109602,2.0663116455077954,1.7711484027142623,0.9190522804088463,10.280307252886628,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,7,0,1,1,heading-only,0.04,2.6209747314453296,2.051190185546858,1.6217828199486453,0.9314302591072092,9.379164964072377,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,8,0,1,1,heading-only,0.04,3.4210327148437614,2.182415771484358,2.4278951624874554,0.7892637386397056,7.881078669461984,1,,,,,,,off,5.0,0,WALK,first,on,1000
18,agility_poles,9,0,1,1,heading-only,0.04,2.484777832031284,2.2220733642577954,1.5012933722641608,0.7264152337680575,7.768396996615553,1,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,0,0,2,1,heading-only,0.04,3.150033473968506,2.6966918945312557,2.2600937005112494,1.0054631071161801,6.885304713929335,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,1,0,2,1,heading-only,0.04,2.2483230590820327,2.6765502929687557,1.419869979523489,1.9011315712768884,8.379035029427735,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,2,0,2,1,heading-only,0.04,2.5450546264648466,2.6314453125000057,1.66910664172145,1.6782664560064917,8.378772904037607,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,3,0,2,1,heading-only,0.04,2.2910583496093864,2.7553466796875057,1.4957875078402854,2.0995239927540816,9.239867689897617,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,4,0,2,1,heading-only,0.04,2.5802368164062557,2.656179809570318,1.711058251028736,1.9344534077746611,9.542351021325642,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,5,0,1,1,heading-only,0.04,2.24908447265625,3.0403198242187557,1.625569855925449,1.1890937857453294,10.204085033942588,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,6,0,1,1,heading-only,0.04,2.2999053955078352,2.9539245605468807,1.612366616029041,1.1138697730572273,10.742532132244095,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,7,0,1,1,heading-only,0.04,2.271472167968767,3.0078796386718807,1.622486622431309,1.2012160477153222,11.373274119933779,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,8,0,1,1,heading-only,0.04,2.1596801757812614,3.0559753417968807,1.568420234689382,1.3189728378689831,11.78771366709533,0,,,,,,,off,5.0,0,WALK,first,on,1000
19,balance_beam,9,0,1,1,heading-only,0.04,2.277532958984409,2.988790893554693,1.6154868902185955,1.2246085319523592,12.262398134128947,0,,,,,,,off,5.0,0,WALK,first,on,1000
