task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,end_cause,upright_s,yaw_cum_deg,yaw_rate_deg_s,base_h_max_m,vx_mean_ms,vy_mean_ms,cross_track_m,cross_track_abs_max_m,curvature_rad_m,fell,episode_s,end_roll_deg,end_pitch_deg,peak_roll_deg,peak_pitch_deg,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,terrain,planner_set,perception,turn_target,swing_lift_mm,foot_yaw_turn,roll_couple,roll_gain,roll_damp,roll_cap_nm,roll_sign,partial,skill,start_phase,foot_comp,steps,terrain_seed,measurement_seed,episode_length_s,episodes,num_envs,rate,gutter,spawn_z,settle_s,foot_clip_rad,steering,cross_track,cross_track_gain,cross_track_cap,cmd_mean_feet_down,cmd_frac_below_3_feet
0,jump_on_and_off_box,0,0,1,1,heading-only,0.04,1.3854495286941528,2.5948944091796875,0.7088516750659436,1.2928529339625798,16.72513368603982,0,roll,7.12,36.68912143640301,5.152966493876828,0.328524649143219,0.05413616976041472,0.08355258555894488,0.5888097286224365,0.21508538861187285,1.6612965409470426,1,7.12,-92.00458334145046,-1.263169714871874,92.00458334145046,14.816715746898257,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,1,0,1,1,heading-only,0.04,1.416287994384767,2.55330491065979,0.6924175174193169,1.257694377813073,16.492995719644867,0,roll,6.9,35.04279494068115,5.07866593343205,0.327716588973999,0.06033159338909667,0.08018911748692609,0.5471711158752441,0.2367281382576663,1.4692043947123672,1,6.9,-87.74648057454385,-0.002357649562784965,87.74648057454385,17.002626524161972,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,2,0,1,1,heading-only,0.04,1.6679260253906278,1.63271164894104,0.7622505547506878,0.9062798539079676,15.636388249224408,1,timeout,20.0,-63.58845415724758,-3.179422707862379,0.32709643244743347,0.033396301269531393,-0.018364417552947997,-0.37340712547302246,0.4392216918500218,-1.6616030055849045,0,20.0,13.108313301120848,-5.5182108902382305,13.575978412024297,7.823173058445514,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,3,0,1,1,heading-only,0.04,1.6973159790039176,1.7449754476547241,0.742487102159425,0.8901350437314995,15.404795116227506,1,timeout,20.0,-42.17142661577836,-2.108571330788918,0.3253135681152344,0.034865798950195884,-0.012751227617263794,-0.2611318826675415,0.39444219693070204,-1.0555189711268138,0,20.0,7.3426902795113485,-4.301554162283138,9.945305939660077,7.389406610552082,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,4,0,1,1,heading-only,0.04,1.6444763183593807,1.9801890850067139,0.6447807358156206,0.9719056306396734,15.755536136707358,1,timeout,20.0,-2.7390377513471833,-0.13695188756735915,0.32197338342666626,0.03222381591796904,-0.0009905457496643066,-0.026147127151489258,0.08217300061359895,-0.07417685605442584,0,20.0,3.767676366548934,-3.2660560120598032,9.11907366339696,4.823103109647751,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,5,0,1,1,heading-only,0.04,1.7096099853515625,1.8093434572219849,0.7347763255676586,0.8604497989340513,15.141590395759952,1,timeout,20.0,-43.121340240630246,-2.1560670120315124,0.3262954652309418,0.035480499267578125,-0.009532827138900756,-0.19665920734405518,0.38850035421617485,-1.0605957929113075,0,20.0,5.509776200545633,-1.855428471682413,9.96351169925186,6.824158312611698,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,6,0,1,1,heading-only,0.04,1.6381469726562727,2.0032286643981934,0.6381551402160465,0.9441972895155368,14.561853385274594,1,timeout,20.0,3.609673207109381,0.18048366035546906,0.3218747675418854,0.03190734863281364,0.00016143321990966797,-0.002892017364501953,0.09301638203532697,0.09872440845851377,0,20.0,2.5293729629137127,-3.4409910337468186,9.02358300755025,4.836127965629074,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,7,0,1,1,heading-only,0.04,1.6365386962890796,2.0013856887817383,0.6365402045486215,0.9015738609266238,14.813461368521361,1,timeout,20.0,4.503396790907573,0.22516983954537864,0.3223026394844055,0.03182693481445398,6.928443908691407e-05,-0.0047092437744140625,0.10091979745660579,0.1234789054982897,0,20.0,2.632052093713486,-2.958228535126319,9.11098524749571,4.8373356440145985,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,8,0,1,1,heading-only,0.04,1.6336486816406364,1.9913551807403564,0.6337076491923925,0.7706903418422678,14.616353874841892,1,timeout,20.0,3.1885504057716503,0.1594275202885825,0.322197288274765,0.03168243408203182,-0.00043224096298217775,-0.014589786529541016,0.09918538780808195,0.08782580088768795,0,20.0,2.778934052005824,-3.398799051477446,9.228624042337964,4.761421442412613,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
0,jump_on_and_off_box,9,0,1,1,heading-only,0.04,1.643621826171909,2.059244394302368,0.646342752246142,0.7820872200272546,13.756505746723239,1,timeout,20.0,15.460977103774098,0.7730488551887049,0.3221800625324249,0.03218109130859546,0.0029622197151184084,0.05306196212768555,0.1529646928735758,0.41926010750953063,0,20.0,0.6013598515719616,-2.476854370468498,9.116343102472811,4.7850768613375365,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,0,0,1,1,heading-only,0.04,1.33478581905365,2.5630126953124996,0.6550304112958946,1.3848100436461335,12.92748005741261,0,roll,7.640000000000001,42.487380125467524,5.561175409092607,0.32782551646232605,0.043820133383985584,0.07369276116655754,0.5569219589233398,0.28839214778732036,2.2149823305896246,1,7.640000000000001,-88.4527435235071,0.49895858811341365,88.4527435235071,16.929989273856823,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,1,0,1,1,heading-only,0.04,1.327127075195314,2.5741630554199215,0.6608141474991137,1.3432642595176836,12.236350998158427,0,roll,12.94,34.471124976546065,2.6639200136434362,0.32660311460494995,0.025280299474135542,0.04437117893507894,0.5680112838745117,0.2864062735762587,1.8391465376198866,1,12.94,-86.77843324039931,-2.20644182856408,86.77843324039931,19.430325312862315,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,2,0,1,1,heading-only,0.04,1.6551544189453153,1.6403852462768551,0.7473620834367581,0.8604755849155465,11.700373324634127,1,timeout,20.0,-68.25519083587204,-3.4127595417936023,0.3268159031867981,0.03275772094726577,-0.017980737686157246,-0.36565303802490234,0.4798697054922602,-1.81831607513352,0,20.0,10.250721756425511,-6.933062717617947,12.794999264078315,8.632193772020084,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,3,0,1,1,heading-only,0.04,1.0857894897461051,1.5189472198486325,0.4886426238492269,1.626168899301415,13.22296378224624,0,roll,13.6,-76.51872694259748,-5.626376981073345,0.3263414204120636,0.006308050716625376,-0.035371527952306435,-0.4871950149536133,0.47605767888240924,-15.567218414927716,1,13.6,88.10066543442375,0.582278221907178,88.10066543442375,18.439634571172647,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,4,0,1,1,heading-only,0.04,1.7064727783203182,1.2225471496582028,1.0504935606714658,0.9890956712165249,11.769233812820442,1,timeout,20.0,-69.02234379745587,-3.451117189872794,0.328782320022583,0.035323638916015906,-0.03887264251708986,-0.7835454940795898,0.5735331436392253,-1.705185526855345,0,20.0,9.130643840070402,-3.919064764661184,12.164592041088515,8.596116099357063,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,5,0,1,1,heading-only,0.04,1.67498779296875,1.4896503448486325,0.8462064116809467,0.9830140456523944,12.285616852778661,1,timeout,20.0,-80.66759703890395,-4.033379851945197,0.3285261392593384,0.0337493896484375,-0.025517482757568377,-0.5164241790771484,0.6035986106025613,-2.0858379702076846,0,20.0,6.126632675432811,-1.2121973288184533,12.783810166150557,8.947416957085835,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,6,0,1,1,heading-only,0.04,1.6982818603515852,1.8447462081909176,0.7153329968393521,0.7659672834304191,11.952726476811565,1,timeout,20.0,-37.05925191066467,-1.8529625955332336,0.3265565037727356,0.034914093017579265,-0.007762689590454119,-0.1615428924560547,0.30754207941392486,-0.9262820658715535,0,20.0,5.904813599750633,-4.107449347572328,10.708747340905411,7.441980561641649,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,7,0,1,1,heading-only,0.04,1.6529266357422046,1.9932580947875973,0.6529614421598924,0.8955837788851382,11.69707530719175,1,timeout,20.0,2.254738024985585,0.11273690124927924,0.32231462001800537,0.032646331787110225,-0.00033709526062013494,-0.012907028198242188,0.09508511499831077,0.0602710934915056,0,20.0,2.45529560926231,-2.92206735803566,9.093227734716105,4.805319862301718,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,8,0,1,1,heading-only,0.04,1.6775939941406364,1.8750825881958004,0.6890123225801704,0.781793279807008,12.273041739211374,1,timeout,20.0,-29.874250902303118,-1.4937125451151558,0.326603502035141,0.03387969970703182,-0.006245870590209979,-0.13130950927734375,0.2381498410700324,-0.7694933017718831,0,20.0,5.851561040231136,-2.8488524122265138,9.050005221192688,6.240947004399061,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
1,forward_ramp_lips,9,0,1,1,heading-only,0.04,1.727148437500034,1.771225547790527,0.762287741041718,0.7332352310623472,11.725083646029624,1,timeout,20.0,-46.922912497054995,-2.34614562485275,0.32523900270462036,0.036357421875001704,-0.011438722610473651,-0.23482418060302734,0.41930447505989726,-1.1262615381728924,0,20.0,5.258909327227649,-0.405572652235506,9.642568601323962,6.969430230350775,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
2,sphere_bump_lips,0,0,0,1,heading-only,0.04,3.070969581604004,1.0206462860107415,2.2908620004342506,1.8512371872425244,13.315096039826027,1,timeout,20.0,4.473059037130355,0.22365295185651773,0.32727864384651184,0.10354847908020019,-0.04896768569946293,-0.9654350280761719,0.9027219733137086,0.037697129174415804,0,20.0,-0.05626087624905735,-2.0049804047286,14.768083168804438,7.650152305622824,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
2,sphere_bump_lips,1,0,0,1,heading-only,0.04,1.1258979797363295,2.285016250610351,0.3115839604563617,0.47030477849724434,14.876832497958823,1,timeout,20.0,71.58777228064551,3.5793886140322755,0.34793734550476074,0.006294898986816478,0.014250812530517543,0.31204795837402344,0.0404142755375029,9.924244480188834,0,20.0,-2.327127829655646,-7.732080702601102,18.168680785191448,10.176327588943789,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
2,sphere_bump_lips,2,0,1,1,heading-only,0.04,4.446742248535159,2.104617309570312,3.4483295824643756,1.4762373708254353,11.303741883885696,1,timeout,20.0,-6.822223630197016,-0.34111118150985076,0.32498860359191895,0.17233711242675795,0.0052308654785155895,0.09847831726074219,0.8584371945235103,-0.03454574089632086,0,20.0,12.968062013023971,-4.625147966813167,12.968062013023971,14.744171410878172,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
2,sphere_bump_lips,3,0,1,1,heading-only,0.04,1.7894332885742301,1.3758499145507805,1.0063638736935026,1.2627859855296046,13.724766040906589,0,roll,11.96,-26.62894202261819,-2.226500169115233,0.3275696635246277,0.06600612780720987,-0.05218646199408189,-0.6302452087402344,0.53248769686675,-0.5887295625153566,1,11.96,85.98600227266459,-6.4187787051358836,85.98600227266459,14.22549187562389,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
2,sphere_bump_lips,4,0,1,1,heading-only,0.04,3.7645935058593807,2.526213836669921,2.814227825628682,0.5907346759955674,11.097888904752912,0,roll,16.76,32.859078485961504,1.960565542121808,0.32522451877593994,0.16495187982454537,0.031397006961212476,0.5201168060302734,1.157417199742498,0.20744427979584215,1,16.76,-87.18779380713248,-3.3410661999458062,87.18779380713248,21.11532942107317,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
2,sphere_bump_lips,5,0,1,1,heading-only,0.04,4.2686767578125,1.6066009521484368,3.2922652623860906,1.4125464287530236,10.288846894632831,1,timeout,20.0,-15.721084913089783,-0.7860542456544891,0.3283673822879791,0.163433837890625,-0.019669952392578162,-0.39952659606933594,0.7144830280855207,-0.0839436610130425,0,20.0,3.8236295667348488,-0.8779544075392379,13.601617830914863,8.869182782563623,,,,,,,off,5.0,legged_eval-seed1-no-roughness,,n/a,settle,0.0,auto,hold,8.0,0.8,2.0,1.0,0,WALK,first,on,1000,1,deterministic,20.0,1,200,lo,1.0,0.42,0.5,0.05,dead-reckoned-heading-hold,off,,,2.649,0.5676
